feature,importance_mean,importance_std
home_fip,0.029263995788236862,0.019225498178092854
away_hard_hit_pct,0.028815737297782595,0.018747636736854843
away_bat_k_rate,0.0211466888710219,0.022002709499037175
away_fb_velo,0.020528248486956824,0.029597690236708753
temp_f,0.018666667785029,0.020855373186029487
home_bat_k_rate,0.00889311362663323,0.015513610523002855
home_k_rate,0.007022733512399582,0.017755713453325075
away_bat_woba,0.003562480561185333,0.0024671063488733505
away_bat_iso,0.002531521396493952,0.0030329902284782764
away_xwoba_against,0.0020012224363680333,0.002386990461036201
away_L10_rs,0.001880682209197082,0.0014767288352851814
away_fip,0.0009905395492211145,0.0010111534261104554
away_bat_hard_hit_pct,0.0007239139679891205,0.0006694090434028837
home_L10_ra,0.0005473042856213528,0.03953433206389492
is_coors,0.0005085292382099205,0.00029048698516794414
wind_mph,0.0004974124917886957,0.0005868955042397468
home_L10_rs,0.0004223277524110225,0.00036166637759906504
home_hr_rate,0.00037186456974042104,0.0010899238893916632
home_bat_hard_hit_pct,0.0003127145021528888,0.0005487552935233202
away_hr_rate,0.00026164529692116465,0.0009209658593983151
home_bb_rate,0.00020026290077155285,0.0012022983564603656
is_dome,-3.890625941950221e-05,0.00019155490297873194
away_bb_rate,-0.0001389214431249619,0.002648084950038586
away_days_rest,-0.0002595866791788914,0.0002996150130327687
home_xwoba_against,-0.0003775639610434922,0.0008760608458739936
wind_out_factor,-0.000560392987700209,0.0014096903644745492
away_L10_ra,-0.0007068987015612871,0.0006455385362844948
home_hard_hit_pct,-0.0009361797485563983,0.0006637397030042255
away_k_rate,-0.001092812620860173,0.001326677342520686
home_bat_iso,-0.001173569541411279,0.0006840289376812645
home_fb_velo,-0.0014876078185482422,0.0008211578428643459
home_days_rest,-0.0038368656051903983,0.04144901767147735
home_bat_woba,-0.0039046275634589513,0.0015935907420259014
park_factor,-0.01266348689038892,0.034097069365651
