fpr,tpr,threshold
0.0,0.0,inf
0.0023,0.0,1.0
0.0023,0.0026,0.7039
0.0744,0.1068,0.5733
0.0767,0.1068,0.5666
0.1,0.125,0.5625
0.114,0.125,0.5023
0.1233,0.1406,0.5
0.8628,0.9089,0.4907
0.9233,0.9557,0.3611
0.9256,0.9557,0.3132
0.9628,0.974,0.3
0.9651,0.974,0.2978
1.0,1.0,0.2
