precision,recall,threshold
0.4717,1.0,0.2
0.474,0.974,0.2978
0.4746,0.974,0.3
0.4797,0.9557,0.3132
0.4804,0.9557,0.3611
0.4847,0.9089,0.4907
0.5047,0.1406,0.5
0.4948,0.125,0.5023
0.5,0.125,0.5047
0.5053,0.125,0.5068
0.5106,0.125,0.51
0.5161,0.125,0.5111
0.5217,0.125,0.5315
0.5275,0.125,0.5625
0.5541,0.1068,0.5666
0.5616,0.1068,0.5733
0.5,0.0026,0.7039
0.0,0.0,1.0
