feature,importance_mean,importance_std
wind_mph,0.0023404476968861944,0.0007914366153315892
home_L10_ra,0.0015555082991752678,0.0015964235116392286
home_bat_hard_hit_pct,0.0013077979462363665,0.00047429805352108156
away_bat_woba,0.001226833881179401,0.0031285515752609663
away_k_rate,0.0009484598658573429,0.001388179842689113
away_fip,0.0007925345706630948,0.0007550456376405302
home_bat_iso,0.0007764728591765247,0.0004525738745502193
away_L10_rs,0.0007554714652839633,0.0007952377629784812
away_L10_wr,0.00071385936157361,0.0004571426516682121
away_bb_rate,0.0006772804670336141,0.0005026262083743727
away_bat_iso,0.0006381033220538401,0.0003426851832369348
away_fb_velo,0.0005623255026099949,0.0004931111593410487
home_xwoba_against,0.0004304330967815462,0.0001668850134809975
home_bb_rate,0.00040987771038285546,0.00027689239957226264
temp_f,0.0003141766164042714,0.00023004619453131675
away_hr_rate,0.0002455930745120183,0.0002830801539549873
home_hr_rate,0.00024229971776286164,0.0003746047614071001
home_L10_wr,0.00020256915121926732,0.0002475652105301174
away_hard_hit_pct,0.00016533369449778235,0.0011749125981321549
away_L10_ra,0.000161580626586999,0.0003904916357910852
home_L10_rs,4.19010813074272e-05,0.00024507207347828497
home_hard_hit_pct,2.9958386574835406e-05,0.0002596651910594558
away_is_lefty,3.620217033439843e-06,1.1974642187890963e-05
is_coors,0.0,0.0
is_dome,-2.48575850266608e-05,9.398493034981299e-05
home_days_rest,-3.99069621710102e-05,0.00020625443441599881
away_days_rest,-5.839801227106589e-05,7.115041521961769e-05
away_bat_hard_hit_pct,-0.00011986561849959276,0.00021034171999406327
home_bat_k_rate,-0.0002286887735956089,0.001034249461522594
away_xwoba_against,-0.0002866703187962338,0.0003051823330840307
home_fb_velo,-0.00032862184333588563,0.0012129164349691014
wind_out_factor,-0.00035500825374288334,0.0004171251531096861
home_fip,-0.00047579634399353977,0.0005915531129203064
away_bat_k_rate,-0.0006421710725949658,0.0012731192544243029
home_k_rate,-0.0008749501591409859,0.000718223912070383
park_factor,-0.0009410970008783103,0.0004714403958303815
home_bat_woba,-0.0009651617462582696,0.0007143232228527222
