fpr,tpr,threshold
0.2125,0.2153,0.482
0.2125,0.218,0.4818
0.2148,0.218,0.4816
0.2148,0.2207,0.4816
0.2215,0.2207,0.4805
0.2215,0.2316,0.4795
0.2282,0.2316,0.4792
0.2282,0.2398,0.4784
0.2304,0.2398,0.4782
0.2304,0.2507,0.4776
0.2327,0.2507,0.4774
0.2327,0.2561,0.4768
0.2349,0.2561,0.4767
0.2349,0.2589,0.4764
0.2371,0.2589,0.4761
0.2371,0.2616,0.4758
0.2416,0.2616,0.4755
0.2416,0.2807,0.474
0.2461,0.2807,0.4737
0.2461,0.2834,0.4732
0.255,0.2834,0.472
0.255,0.2916,0.4717
0.2573,0.2916,0.4716
0.2573,0.297,0.4711
0.2595,0.297,0.4704
0.2595,0.2997,0.4702
0.2685,0.2997,0.4696
0.2685,0.3025,0.4695
0.2752,0.3025,0.469
0.2752,0.3161,0.4681
0.2774,0.3161,0.4681
0.2774,0.3188,0.4678
0.2796,0.3188,0.4677
0.2796,0.3243,0.4676
0.2819,0.3243,0.4672
0.2819,0.3324,0.4667
0.2841,0.3324,0.4663
0.2841,0.3351,0.4661
0.2864,0.3351,0.4661
0.2864,0.3379,0.4659
0.2908,0.3379,0.4655
0.2908,0.346,0.4653
0.2953,0.346,0.4651
0.2953,0.3651,0.4646
0.2998,0.3651,0.4643
0.2998,0.3678,0.4642
0.311,0.3678,0.4637
0.311,0.3706,0.4636
0.3154,0.3706,0.4633
0.3154,0.3733,0.4632
0.3177,0.3733,0.463
0.3177,0.376,0.4629
0.3199,0.376,0.4627
0.3199,0.3842,0.4619
0.3356,0.3842,0.4608
0.3356,0.3869,0.4606
0.3378,0.3869,0.4604
0.3378,0.3924,0.4603
0.34,0.3924,0.46
0.34,0.3951,0.4599
0.3445,0.3951,0.4598
0.3445,0.4005,0.4594
0.3512,0.4005,0.4583
0.3512,0.4033,0.4582
0.3624,0.4033,0.4576
0.3624,0.4114,0.457
0.3669,0.4114,0.4566
0.3669,0.4142,0.4566
0.3781,0.4142,0.456
0.3781,0.4169,0.4558
0.3803,0.4169,0.4557
0.3803,0.4196,0.4557
0.3826,0.4196,0.4555
0.3826,0.4278,0.4543
0.3848,0.4278,0.4543
0.3848,0.4305,0.4541
0.387,0.4305,0.4535
0.387,0.4332,0.4535
0.3915,0.4332,0.4533
0.3915,0.436,0.4533
0.3937,0.436,0.4526
0.3937,0.4414,0.4523
0.396,0.4414,0.4522
0.396,0.4441,0.4521
0.3982,0.4441,0.4518
0.3982,0.4469,0.4517
0.4027,0.4469,0.4512
0.4027,0.4523,0.4511
0.4072,0.4523,0.4502
0.4072,0.4659,0.4495
0.4116,0.4659,0.4494
0.4116,0.4768,0.4487
0.4183,0.4768,0.4486
0.4183,0.4823,0.4485
0.4206,0.4823,0.4483
0.4206,0.4905,0.4481
0.4228,0.4905,0.448
0.4228,0.4932,0.4478
0.4273,0.4932,0.4474
0.4273,0.5014,0.4472
0.4318,0.5014,0.4472
0.4318,0.5068,0.447
0.434,0.5068,0.4468
0.434,0.5095,0.4467
0.4362,0.5095,0.4467
0.4362,0.515,0.4465
0.4385,0.515,0.4464
0.4385,0.5177,0.4462
0.4407,0.5177,0.4461
0.4407,0.5232,0.4458
0.443,0.5232,0.4457
0.443,0.5259,0.4455
0.4474,0.5259,0.4453
0.4474,0.5286,0.4451
0.4519,0.5286,0.4449
0.4519,0.5313,0.4449
0.4609,0.5313,0.4443
0.4609,0.5395,0.4439
0.4698,0.5395,0.443
0.4698,0.5422,0.4428
0.472,0.5422,0.4427
0.472,0.545,0.4427
0.481,0.545,0.4413
0.481,0.5477,0.4412
0.4832,0.5477,0.4412
0.4832,0.5531,0.4408
0.4922,0.5531,0.4403
0.4922,0.5559,0.4403
0.4966,0.5559,0.4401
0.4966,0.5586,0.4399
0.5011,0.5586,0.4396
0.5011,0.564,0.4393
0.5034,0.564,0.4384
0.5034,0.5668,0.4383
0.5078,0.5668,0.4374
0.5078,0.5749,0.4372
0.5123,0.5749,0.4371
0.5123,0.5804,0.4369
0.5145,0.5804,0.4367
0.5145,0.5831,0.4367
0.5168,0.5831,0.4364
0.5168,0.5886,0.436
0.5213,0.5886,0.4357
0.5213,0.5913,0.4355
0.5302,0.5913,0.4347
0.5302,0.5967,0.4346
0.5347,0.5967,0.4344
0.5347,0.6022,0.4341
0.5369,0.6022,0.4339
0.5369,0.6131,0.4332
0.5414,0.6131,0.4331
0.5414,0.6158,0.4328
0.557,0.6158,0.4315
0.557,0.6185,0.4314
0.5615,0.6185,0.4312
0.5615,0.6267,0.4308
0.5638,0.6267,0.4307
0.5638,0.6294,0.4307
0.5682,0.6294,0.43
0.5682,0.6349,0.4296
0.5705,0.6349,0.4295
0.5705,0.6376,0.4292
0.5727,0.6376,0.4292
0.5727,0.6431,0.4289
0.5772,0.6431,0.4285
0.5772,0.6458,0.4285
0.5839,0.6458,0.4279
0.5839,0.654,0.4271
0.5861,0.654,0.4269
0.5861,0.6594,0.4264
0.5884,0.6594,0.4264
0.5884,0.6676,0.4251
0.5951,0.6676,0.4247
0.5951,0.673,0.424
0.6018,0.673,0.4232
0.6018,0.6757,0.423
0.604,0.6757,0.4229
0.604,0.6785,0.4228
0.6063,0.6785,0.4227
0.6063,0.6894,0.4216
0.6085,0.6894,0.4212
0.6085,0.6975,0.4201
0.6107,0.6975,0.4194
0.6107,0.7057,0.4187
0.6331,0.7057,0.4168
0.6331,0.7084,0.4167
0.6376,0.7084,0.4161
0.6376,0.7112,0.416
0.6443,0.7112,0.4156
0.6443,0.7221,0.4143
0.6465,0.7221,0.4137
0.6465,0.7248,0.4136
0.6622,0.7248,0.4117
0.6622,0.7275,0.4116
0.6711,0.7275,0.4111
0.6711,0.7302,0.411
0.6734,0.7302,0.4107
0.6734,0.733,0.4106
0.6779,0.733,0.4103
0.6779,0.7384,0.4091
0.6823,0.7384,0.4089
0.6823,0.7411,0.4083
0.6846,0.7411,0.4082
0.6846,0.7439,0.408
0.689,0.7439,0.4076
0.689,0.7493,0.4067
0.6913,0.7493,0.4067
0.6913,0.752,0.4059
0.7002,0.752,0.4047
0.7002,0.7548,0.4046
0.7181,0.7548,0.4019
0.7181,0.7575,0.4019
0.7226,0.7575,0.4011
0.7226,0.7602,0.401
0.7315,0.7602,0.3995
0.7315,0.7629,0.3993
0.736,0.7629,0.399
0.736,0.7684,0.3986
0.7383,0.7684,0.3984
0.7383,0.7711,0.3984
0.7427,0.7711,0.3977
0.7427,0.7738,0.3975
0.745,0.7738,0.3975
0.745,0.7766,0.3973
0.7472,0.7766,0.3972
0.7472,0.7793,0.3972
0.7494,0.7793,0.3968
0.7494,0.7875,0.3965
0.7517,0.7875,0.3965
0.7517,0.7902,0.3962
0.7629,0.7902,0.3951
0.7629,0.7956,0.3947
0.7651,0.7956,0.3942
0.7651,0.8011,0.3931
0.7785,0.8011,0.3908
0.7785,0.8065,0.3895
0.7875,0.8065,0.3882
0.7875,0.812,0.387
0.7919,0.812,0.3855
0.7919,0.8147,0.3854
0.7987,0.8147,0.3845
0.7987,0.8174,0.3841
0.8009,0.8174,0.3832
0.8009,0.8229,0.3832
0.8143,0.8229,0.3814
0.8143,0.8283,0.3813
0.8166,0.8283,0.3813
0.8166,0.8311,0.381
0.8188,0.8311,0.3809
0.8188,0.8338,0.3803
0.821,0.8338,0.3802
0.821,0.8365,0.3799
0.8277,0.8365,0.3795
0.8277,0.8501,0.3783
0.8367,0.8501,0.378
0.8367,0.8529,0.3774
0.8546,0.8529,0.3749
0.8546,0.8556,0.3743
0.8591,0.8556,0.3737
0.8591,0.8583,0.3736
0.8658,0.8583,0.3725
0.8658,0.861,0.3722
0.868,0.861,0.3718
0.868,0.8665,0.3698
0.8702,0.8665,0.3698
0.8702,0.8801,0.3693
0.8725,0.8801,0.3686
0.8725,0.8828,0.3685
0.877,0.8828,0.3681
0.877,0.8856,0.3681
0.8792,0.8856,0.3675
0.8792,0.8883,0.3671
0.8814,0.8883,0.3666
0.8814,0.891,0.3659
0.8904,0.891,0.365
0.8904,0.8965,0.3647
0.8971,0.8965,0.3644
0.8971,0.9046,0.363
0.8993,0.9046,0.363
0.8993,0.9074,0.3628
0.9016,0.9074,0.3626
0.9016,0.9128,0.3618
0.9038,0.9128,0.3614
0.9038,0.9155,0.3609
0.9083,0.9155,0.3601
0.9083,0.921,0.3598
0.9105,0.921,0.3598
0.9105,0.9292,0.3596
0.9128,0.9292,0.3593
0.9128,0.9319,0.3577
0.9172,0.9319,0.3562
0.9172,0.9428,0.3549
0.9195,0.9428,0.3546
0.9195,0.9455,0.353
0.9217,0.9455,0.3528
0.9217,0.9482,0.3516
0.9284,0.9482,0.351
0.9284,0.951,0.3508
0.9329,0.951,0.3488
0.9329,0.9564,0.3459
0.9485,0.9564,0.3418
0.9485,0.9591,0.3397
0.962,0.9591,0.3354
0.962,0.9646,0.3339
0.9709,0.9646,0.3326
0.9709,0.9673,0.3316
0.9732,0.9673,0.3305
0.9732,0.9755,0.3291
0.9776,0.9755,0.3261
0.9776,0.9837,0.3247
0.9888,0.9837,0.3192
0.9888,0.9891,0.3151
0.9933,0.9891,0.3126
0.9933,0.9918,0.3109
0.9978,0.9918,0.3017
0.9978,0.9946,0.3003
1.0,0.9946,0.2992
1.0,1.0,0.2917
