fpr,tpr,threshold
0.3423,0.376,0.4592
0.3423,0.3787,0.4591
0.3468,0.3787,0.459
0.349,0.3787,0.4586
0.349,0.3924,0.4577
0.3535,0.3924,0.4566
0.3535,0.3978,0.4559
0.3602,0.3978,0.4555
0.3602,0.4033,0.4548
0.3624,0.4033,0.4547
0.3624,0.4087,0.4545
0.3647,0.4087,0.4545
0.3691,0.4142,0.4544
0.3736,0.4142,0.4544
0.3758,0.4142,0.4543
0.3758,0.4196,0.4538
0.3758,0.4251,0.4537
0.3781,0.4251,0.4535
0.3848,0.4305,0.4534
0.3848,0.4387,0.453
0.3893,0.4387,0.4529
0.3915,0.4387,0.4522
0.3915,0.4441,0.4518
0.3937,0.4441,0.4516
0.3937,0.4469,0.4516
0.3982,0.4469,0.4513
0.3982,0.4523,0.451
0.4072,0.4605,0.4506
0.4139,0.4605,0.4501
0.4139,0.4632,0.45
0.4183,0.4632,0.4499
0.4206,0.4659,0.4498
0.4251,0.4687,0.4498
0.4251,0.4741,0.4492
0.4273,0.4741,0.4488
0.4295,0.4768,0.4488
0.4295,0.4823,0.4481
0.4407,0.4932,0.4479
0.4452,0.4932,0.4478
0.4497,0.4932,0.4477
0.4497,0.4959,0.4475
0.4519,0.4959,0.4472
0.4519,0.5041,0.4468
0.4541,0.5068,0.4467
0.4541,0.5095,0.4467
0.4564,0.5095,0.4463
0.4564,0.5123,0.4462
0.4586,0.5123,0.4462
0.4586,0.5177,0.446
0.4609,0.5177,0.4459
0.4609,0.5232,0.4455
0.4653,0.5232,0.4451
0.4743,0.5286,0.4451
0.4765,0.5286,0.445
0.481,0.5286,0.4445
0.481,0.5341,0.4442
0.4855,0.5341,0.4441
0.4855,0.5368,0.4439
0.4877,0.5368,0.4436
0.4899,0.5395,0.4436
0.4899,0.545,0.4434
0.4922,0.545,0.4429
0.4966,0.5477,0.4423
0.4989,0.5477,0.4423
0.4989,0.5504,0.4421
0.5034,0.5504,0.4418
0.5034,0.5531,0.4414
0.5056,0.5531,0.4412
0.5056,0.5559,0.4412
0.519,0.5559,0.4391
0.519,0.564,0.4387
0.5213,0.564,0.4385
0.5213,0.5668,0.4384
0.528,0.5749,0.4383
0.528,0.5777,0.438
0.5324,0.5777,0.438
0.5324,0.5858,0.4377
0.5347,0.5858,0.4375
0.5347,0.5886,0.4374
0.5414,0.5886,0.4364
0.5414,0.5913,0.4363
0.5459,0.594,0.436
0.5503,0.594,0.436
0.557,0.5995,0.4356
0.5638,0.5995,0.4349
0.566,0.6022,0.4349
0.566,0.6049,0.4349
0.5682,0.6049,0.4349
0.5682,0.6104,0.4345
0.5705,0.6104,0.4344
0.5705,0.6185,0.4342
0.5727,0.6185,0.4338
0.5727,0.6213,0.4336
0.5749,0.6267,0.4335
0.5772,0.6267,0.4334
0.5772,0.6294,0.4333
0.5794,0.6294,0.4332
0.5839,0.6294,0.4331
0.5839,0.6322,0.433
0.5861,0.6322,0.4329
0.5951,0.6349,0.4328
0.5973,0.6376,0.4324
0.5996,0.6376,0.4324
0.5996,0.6403,0.4323
0.604,0.6403,0.4322
0.604,0.6431,0.4321
0.6063,0.6431,0.432
0.6063,0.6485,0.432
0.6063,0.6567,0.4314
0.6107,0.6567,0.4313
0.6107,0.6621,0.431
0.6197,0.6621,0.4305
0.6197,0.6649,0.4304
0.6219,0.6676,0.4301
0.6353,0.6676,0.4293
0.6353,0.6757,0.4293
0.6398,0.6757,0.4292
0.6398,0.6785,0.4291
0.6443,0.6785,0.4289
0.6443,0.6839,0.4286
0.6488,0.6839,0.4279
0.6488,0.6894,0.4275
0.6532,0.6894,0.4267
0.6532,0.6948,0.4267
0.6577,0.703,0.4265
0.6577,0.7084,0.4264
0.6667,0.7084,0.4257
0.6689,0.7112,0.4257
0.6689,0.7166,0.4253
0.6756,0.7166,0.4248
0.6756,0.7193,0.4245
0.6779,0.7193,0.4243
0.6779,0.7221,0.4243
0.6846,0.7221,0.4241
0.689,0.7248,0.424
0.6957,0.7302,0.4238
0.7002,0.7302,0.4237
0.7047,0.7302,0.4233
0.7047,0.733,0.4227
0.7047,0.7384,0.4227
0.7114,0.7384,0.4218
0.7136,0.7411,0.4213
0.7204,0.7439,0.421
0.7204,0.7493,0.4207
0.7248,0.7493,0.4202
0.7248,0.7548,0.4198
0.7315,0.7548,0.4188
0.7338,0.7575,0.4183
0.7338,0.7629,0.4174
0.7383,0.7657,0.4172
0.745,0.7657,0.4169
0.745,0.7684,0.4163
0.7472,0.7684,0.4158
0.7472,0.7711,0.4156
0.7651,0.7711,0.4124
0.7651,0.7738,0.4117
0.774,0.7738,0.4109
0.774,0.7766,0.4108
0.7785,0.7766,0.4106
0.7785,0.7793,0.4105
0.783,0.782,0.4091
0.7897,0.782,0.4085
0.7897,0.7902,0.4083
0.7919,0.7902,0.4079
0.7919,0.7956,0.4075
0.7942,0.7956,0.4074
0.7942,0.7984,0.4071
0.7987,0.7984,0.4067
0.8009,0.8011,0.4067
0.8031,0.8011,0.4064
0.8031,0.8038,0.4064
0.8076,0.812,0.4063
0.8076,0.8174,0.4055
0.8098,0.8174,0.4054
0.8098,0.8202,0.4054
0.8121,0.8202,0.4054
0.8121,0.8256,0.4045
0.8166,0.8256,0.4041
0.8166,0.8338,0.4036
0.8188,0.8338,0.4031
0.8188,0.8365,0.4031
0.8255,0.8365,0.4027
0.8255,0.842,0.4024
0.8277,0.842,0.4024
0.8322,0.842,0.4022
0.8322,0.8447,0.4017
0.8367,0.8447,0.4013
0.8389,0.8474,0.4009
0.8412,0.8474,0.3995
0.8412,0.8501,0.3991
0.8434,0.8501,0.3989
0.8434,0.8529,0.3988
0.8523,0.8529,0.3979
0.8546,0.8556,0.3979
0.8546,0.8583,0.3976
0.8568,0.8583,0.3975
0.8613,0.861,0.3974
0.868,0.861,0.3973
0.868,0.8692,0.3969
0.877,0.8692,0.3959
0.877,0.8719,0.3957
0.8814,0.8719,0.3952
0.8814,0.8774,0.395
0.8837,0.8774,0.3948
0.8837,0.8828,0.3946
0.8859,0.8828,0.3942
0.8859,0.8856,0.3942
0.8971,0.8856,0.3935
0.8971,0.8883,0.393
0.9016,0.8883,0.3929
0.9016,0.8992,0.3918
0.9038,0.8992,0.3913
0.9038,0.9046,0.39
0.906,0.9046,0.3894
0.906,0.9074,0.3894
0.9083,0.9074,0.3892
0.9083,0.921,0.388
0.915,0.921,0.3876
0.915,0.9264,0.3859
0.9239,0.9264,0.3826
0.9239,0.9319,0.3821
0.9284,0.9319,0.3796
0.9284,0.9373,0.379
0.9351,0.9373,0.3773
0.9351,0.9401,0.377
0.9396,0.9401,0.3766
0.9396,0.9428,0.3758
0.9418,0.9428,0.3756
0.9418,0.9455,0.3736
0.9485,0.9455,0.3727
0.9485,0.951,0.3716
0.9508,0.951,0.3701
0.9508,0.9537,0.369
0.9553,0.9537,0.3683
0.9553,0.9619,0.3647
0.9597,0.9619,0.3629
0.962,0.9646,0.3611
0.9664,0.9646,0.3602
0.9687,0.9673,0.3598
0.9754,0.9673,0.3582
0.9799,0.9673,0.3561
0.9799,0.97,0.3558
0.9821,0.97,0.3542
0.9821,0.9809,0.3514
0.9866,0.9809,0.3486
0.9866,0.9837,0.3481
0.9888,0.9837,0.3472
0.9888,0.9891,0.3453
0.9933,0.9946,0.3437
1.0,0.9946,0.3356
1.0,1.0,0.3245
