precision,recall,threshold
0.4499,0.8801,0.3948
0.4491,0.8774,0.3948
0.4497,0.8774,0.395
0.449,0.8747,0.395
0.4482,0.8719,0.3952
0.4488,0.8719,0.3954
0.4494,0.8719,0.3957
0.4487,0.8692,0.3959
0.4493,0.8692,0.3964
0.4499,0.8692,0.3968
0.4506,0.8692,0.3968
0.4512,0.8692,0.3969
0.4504,0.8665,0.397
0.4496,0.8638,0.3971
0.4489,0.861,0.3973
0.4495,0.861,0.3973
0.4501,0.861,0.3974
0.4508,0.861,0.3974
0.4513,0.8583,0.3975
0.4519,0.8583,0.3976
0.4511,0.8556,0.3979
0.451,0.8529,0.3979
0.4517,0.8529,0.3983
0.4523,0.8529,0.3984
0.453,0.8529,0.3987
0.4536,0.8529,0.3988
0.4528,0.8501,0.3989
0.4535,0.8501,0.3991
0.4527,0.8474,0.3995
0.4534,0.8474,0.4009
0.4532,0.8447,0.4013
0.4539,0.8447,0.4017
0.4545,0.8447,0.4017
0.4537,0.842,0.4022
0.4551,0.842,0.4024
0.4558,0.842,0.4024
0.4549,0.8392,0.4025
0.4541,0.8365,0.4027
0.4548,0.8365,0.4029
0.4555,0.8365,0.4029
0.4562,0.8365,0.4031
0.4554,0.8338,0.4031
0.456,0.8338,0.4036
0.4552,0.8311,0.4039
0.4544,0.8283,0.4041
0.4536,0.8256,0.4041
0.4543,0.8256,0.4042
0.455,0.8256,0.4045
0.4541,0.8229,0.4047
0.4533,0.8202,0.4054
0.454,0.8202,0.4054
0.4532,0.8174,0.4054
0.4539,0.8174,0.4055
0.453,0.8147,0.4057
0.4522,0.812,0.4063
0.4511,0.8038,0.4064
0.4502,0.8011,0.4064
0.4509,0.8011,0.4067
0.4508,0.7984,0.4067
0.4515,0.7984,0.4067
0.4522,0.7984,0.4071
0.4513,0.7956,0.4074
0.452,0.7956,0.4075
0.4512,0.7929,0.4078
0.4503,0.7902,0.4079
0.451,0.7902,0.4083
0.4502,0.7875,0.4084
0.4493,0.7847,0.4085
0.4484,0.782,0.4085
0.4491,0.782,0.4086
0.4498,0.782,0.4088
0.4505,0.782,0.4091
0.4511,0.7793,0.4105
0.4502,0.7766,0.4106
0.4509,0.7766,0.4106
0.4517,0.7766,0.4108
0.4508,0.7738,0.4109
0.4515,0.7738,0.4114
0.4522,0.7738,0.4114
0.453,0.7738,0.4116
0.4537,0.7738,0.4117
0.4528,0.7711,0.4124
0.4535,0.7711,0.4124
0.4543,0.7711,0.4124
0.455,0.7711,0.4139
0.4557,0.7711,0.4139
0.4565,0.7711,0.4142
0.4572,0.7711,0.415
0.4579,0.7711,0.4155
0.4587,0.7711,0.4156
0.4578,0.7684,0.4158
0.4585,0.7684,0.4163
0.4577,0.7657,0.4169
0.4584,0.7657,0.4169
0.4592,0.7657,0.4172
0.4599,0.7657,0.4172
0.4605,0.7629,0.4174
0.4596,0.7602,0.4179
0.4587,0.7575,0.4183
0.4586,0.7548,0.4188
0.4594,0.7548,0.4194
0.4601,0.7548,0.4196
0.4609,0.7548,0.4198
0.46,0.752,0.4201
0.4591,0.7493,0.4202
0.4599,0.7493,0.4204
0.4606,0.7493,0.4207
0.4588,0.7439,0.421
0.4602,0.7411,0.4213
0.4601,0.7384,0.4218
0.4609,0.7384,0.4222
0.4617,0.7384,0.4223
0.4625,0.7384,0.4227
0.4606,0.733,0.4227
0.4597,0.7302,0.4233
0.4605,0.7302,0.4236
0.4613,0.7302,0.4237
0.4629,0.7302,0.4238
0.4634,0.7248,0.424
0.4641,0.7221,0.4241
0.4649,0.7221,0.4242
0.4657,0.7221,0.4242
0.4665,0.7221,0.4243
0.4656,0.7193,0.4243
0.4664,0.7193,0.4245
0.4655,0.7166,0.4248
0.4663,0.7166,0.4252
0.4671,0.7166,0.4252
0.468,0.7166,0.4253
0.467,0.7139,0.4255
0.4661,0.7112,0.4257
0.4659,0.7084,0.4257
0.4668,0.7084,0.4259
0.4676,0.7084,0.4259
0.4685,0.7084,0.4259
0.4693,0.7084,0.4264
0.4674,0.703,0.4265
0.4662,0.6948,0.4267
0.4652,0.6921,0.4267
0.4642,0.6894,0.4267
0.4651,0.6894,0.4272
0.4659,0.6894,0.4275
0.4649,0.6866,0.4279
0.464,0.6839,0.4279
0.4648,0.6839,0.4282
0.4657,0.6839,0.4286
0.4647,0.6812,0.4288
0.4637,0.6785,0.4289
0.4646,0.6785,0.4289
0.4654,0.6785,0.4291
0.4644,0.6757,0.4292
0.4653,0.6757,0.4292
0.4662,0.6757,0.4293
0.4652,0.673,0.4293
0.4642,0.6703,0.4293
0.4631,0.6676,0.4293
0.464,0.6676,0.4294
0.4649,0.6676,0.4294
0.4658,0.6676,0.4297
0.4667,0.6676,0.4297
0.4676,0.6676,0.4299
0.4685,0.6676,0.4301
0.4683,0.6649,0.4304
0.4673,0.6621,0.4305
0.4682,0.6621,0.4305
0.4691,0.6621,0.4305
0.47,0.6621,0.4306
0.4709,0.6621,0.431
0.4689,0.6567,0.4313
0.4698,0.6567,0.4313
0.4707,0.6567,0.4314
0.4697,0.654,0.4315
0.4686,0.6512,0.4317
0.4676,0.6485,0.432
0.4655,0.6431,0.432
0.4664,0.6431,0.4321
0.4653,0.6403,0.4322
0.4663,0.6403,0.4322
0.4672,0.6403,0.4323
0.4661,0.6376,0.4324
0.4671,0.6376,0.4324
0.4669,0.6349,0.4328
0.4696,0.6322,0.4329
0.4706,0.6322,0.433
0.4695,0.6294,0.4331
0.4714,0.6294,0.4332
0.4724,0.6294,0.4333
0.4713,0.6267,0.4334
0.4723,0.6267,0.4335
0.4711,0.6213,0.4336
0.47,0.6185,0.4338
0.471,0.6185,0.4342
0.4699,0.6158,0.4342
0.4688,0.6131,0.4343
0.4676,0.6104,0.4344
0.4686,0.6104,0.4345
0.4664,0.6049,0.4349
0.4674,0.6049,0.4349
0.4662,0.6022,0.4349
0.4661,0.5995,0.4349
0.4671,0.5995,0.4351
0.4681,0.5995,0.4351
0.4691,0.5995,0.4356
0.4698,0.594,0.436
0.4708,0.594,0.436
0.4719,0.594,0.436
0.4728,0.5913,0.4363
0.4716,0.5886,0.4364
0.4726,0.5886,0.4368
0.4737,0.5886,0.437
0.4747,0.5886,0.4374
0.4736,0.5858,0.4375
0.4746,0.5858,0.4377
0.4735,0.5831,0.4379
0.4723,0.5804,0.438
0.4711,0.5777,0.438
0.4722,0.5777,0.438
0.4732,0.5777,0.438
0.472,0.5749,0.4383
0.4717,0.5668,0.4384
0.4705,0.564,0.4385
0.4715,0.564,0.4387
0.4703,0.5613,0.4388
0.4691,0.5586,0.439
0.4679,0.5559,0.4391
0.469,0.5559,0.4392
0.47,0.5559,0.4395
0.4711,0.5559,0.4407
0.4722,0.5559,0.4408
0.4733,0.5559,0.441
0.4744,0.5559,0.4412
0.4732,0.5531,0.4412
0.4743,0.5531,0.4414
0.4731,0.5504,0.4418
0.4742,0.5504,0.442
0.4753,0.5504,0.4421
0.4741,0.5477,0.4423
0.4752,0.5477,0.4423
0.4762,0.545,0.4429
0.4773,0.545,0.4434
0.4761,0.5422,0.4435
0.4748,0.5395,0.4436
0.4747,0.5368,0.4436
0.4758,0.5368,0.4439
0.4746,0.5341,0.4441
0.4757,0.5341,0.4441
0.4769,0.5341,0.4442
0.4756,0.5313,0.4443
0.4743,0.5286,0.4445
0.4767,0.5286,0.445
0.4778,0.5286,0.4451
0.48,0.5232,0.4451
0.4812,0.5232,0.4451
0.4824,0.5232,0.4455
0.4811,0.5204,0.4457
0.4798,0.5177,0.4459
0.481,0.5177,0.446
0.4784,0.5123,0.4462
0.4796,0.5123,0.4462
0.4783,0.5095,0.4463
0.4795,0.5095,0.4467
0.4781,0.5068,0.4467
0.478,0.5041,0.4468
0.474,0.4959,0.4472
0.4752,0.4959,0.4475
0.4738,0.4932,0.4477
0.4751,0.4932,0.4477
0.4763,0.4932,0.4478
0.4788,0.4932,0.4479
0.4797,0.4823,0.4481
0.4783,0.4796,0.4487
0.4768,0.4768,0.4488
0.4767,0.4741,0.4488
0.478,0.4741,0.4492
0.4766,0.4714,0.4493
0.4751,0.4687,0.4498
0.4763,0.4659,0.4498
0.4762,0.4632,0.4499
0.4775,0.4632,0.45
0.4789,0.4632,0.45
0.4774,0.4605,0.4501
0.4788,0.4605,0.4502
0.4801,0.4605,0.4505
0.4815,0.4605,0.4506
0.4826,0.4523,0.451
0.481,0.4496,0.4512
0.4795,0.4469,0.4513
0.4809,0.4469,0.4514
0.4824,0.4469,0.4516
0.4808,0.4441,0.4516
0.4822,0.4441,0.4518
0.4807,0.4414,0.4519
0.4792,0.4387,0.4522
0.4806,0.4387,0.4529
0.4835,0.4387,0.453
0.4819,0.436,0.453
0.4804,0.4332,0.4531
0.4788,0.4305,0.4534
0.48,0.4251,0.4535
0.4815,0.4251,0.4537
0.4783,0.4196,0.4538
0.4766,0.4169,0.4542
0.475,0.4142,0.4543
0.4765,0.4142,0.4544
0.4795,0.4142,0.4544
0.4794,0.4114,0.4545
0.4792,0.4087,0.4545
0.4808,0.4087,0.4545
0.4791,0.406,0.4547
0.4774,0.4033,0.4547
0.479,0.4033,0.4548
0.4773,0.4005,0.4552
0.4756,0.3978,0.4555
0.4771,0.3978,0.4556
0.4787,0.3978,0.4558
0.4803,0.3978,0.4559
0.4785,0.3951,0.4562
0.4768,0.3924,0.4566
0.4784,0.3924,0.4569
0.48,0.3924,0.4577
0.4783,0.3896,0.4578
0.4765,0.3869,0.458
0.4747,0.3842,0.4584
0.473,0.3815,0.4585
0.4712,0.3787,0.4586
0.4728,0.3787,0.459
0.476,0.3787,0.4591
0.4742,0.376,0.4592
0.4759,0.376,0.4596
0.4775,0.376,0.4599
0.4757,0.3733,0.46
0.4774,0.3733,0.46
0.4807,0.3733,0.4601
0.4824,0.3733,0.4609
0.4806,0.3706,0.4612
0.4764,0.3569,0.4613
0.4781,0.3569,0.4622
0.4799,0.3569,0.4623
0.4779,0.3542,0.4625
0.476,0.3515,0.4625
0.4758,0.3488,0.4626
0.4739,0.346,0.4626
0.4757,0.346,0.4633
0.4755,0.3433,0.4636
0.4735,0.3406,0.464
0.4753,0.3406,0.464
0.4733,0.3379,0.4642
0.4713,0.3351,0.4644
0.4692,0.3324,0.4648
0.471,0.3324,0.4651
0.4729,0.3324,0.4652
0.4727,0.3297,0.4652
0.4783,0.3297,0.4654
0.4762,0.327,0.4654
0.476,0.3243,0.4658
0.4779,0.3243,0.4659
0.4708,0.3079,0.4659
0.4748,0.3079,0.466
0.4746,0.3052,0.4661
0.4766,0.3052,0.4661
0.4786,0.3052,0.4662
0.4741,0.2997,0.4663
0.4719,0.297,0.4663
0.4714,0.2916,0.4665
0.4735,0.2916,0.4668
0.4636,0.2779,0.4669
0.4658,0.2779,0.467
0.4633,0.2752,0.4672
0.4608,0.2725,0.4678
0.4583,0.2698,0.4683
0.4558,0.267,0.4691
0.4601,0.267,0.4691
0.4623,0.267,0.4692
0.4597,0.2643,0.4694
0.4619,0.2643,0.4696
0.4641,0.2643,0.4698
0.4663,0.2643,0.4699
0.4631,0.2561,0.4708
0.4604,0.2534,0.4708
0.4646,0.2507,0.4709
0.4592,0.2452,0.4713
0.4635,0.2425,0.4715
0.467,0.2316,0.4719
0.4641,0.2289,0.4724
0.4667,0.2289,0.4726
0.4693,0.2289,0.473
0.4663,0.2262,0.4731
0.4633,0.2234,0.4736
0.4602,0.2207,0.4738
0.4655,0.2207,0.4739
0.462,0.2153,0.4747
0.4588,0.2125,0.4748
0.4583,0.2098,0.4749
0.4551,0.2071,0.4751
0.4578,0.2071,0.4751
0.463,0.2044,0.4753
0.4625,0.2016,0.4753
0.4591,0.1989,0.4755
0.457,0.188,0.4761
0.4533,0.1853,0.4761
0.4558,0.1826,0.4765
0.4521,0.1798,0.4769
0.4483,0.1771,0.4771
0.4406,0.1717,0.4775
0.4468,0.1717,0.4777
0.4559,0.1689,0.4781
0.4593,0.1689,0.4784
0.4627,0.1689,0.4785
0.4545,0.1635,0.4788
0.458,0.1635,0.479
0.4651,0.1635,0.4794
0.4688,0.1635,0.4795
0.4724,0.1635,0.4795
0.4683,0.1608,0.4801
0.464,0.158,0.4807
0.4597,0.1553,0.4808
0.4553,0.1526,0.481
0.459,0.1526,0.4816
0.4545,0.1499,0.4817
0.4583,0.1499,0.4819
0.4576,0.1471,0.4821
0.453,0.1444,0.4824
0.4483,0.1417,0.4824
0.4796,0.1281,0.4827
0.4845,0.1281,0.4834
0.5,0.1117,0.4836
0.4938,0.109,0.4841
0.4875,0.1063,0.4844
0.481,0.1035,0.4847
0.4737,0.0981,0.4847
0.48,0.0981,0.4849
0.4865,0.0981,0.486
0.4932,0.0981,0.4861
0.4861,0.0954,0.4863
0.4789,0.0926,0.4864
0.4857,0.0926,0.4864
0.4769,0.0845,0.4879
0.4844,0.0845,0.488
0.4681,0.0599,0.4884
0.4783,0.0599,0.4886
0.4667,0.0572,0.4889
0.4773,0.0572,0.4891
0.4762,0.0545,0.4896
0.475,0.0518,0.4901
0.4737,0.049,0.4907
0.4595,0.0463,0.491
0.4444,0.0436,0.491
0.4286,0.0409,0.4918
0.4412,0.0409,0.4919
0.4545,0.0409,0.4925
0.4688,0.0409,0.493
0.4516,0.0381,0.4933
0.4828,0.0381,0.4948
0.4615,0.0327,0.4952
0.4286,0.0245,0.4957
0.4,0.0218,0.4967
0.3684,0.0191,0.4979
0.2941,0.0136,0.4989
0.2667,0.0109,0.4995
0.2857,0.0109,0.5002
0.3077,0.0109,0.5033
0.3636,0.0109,0.5036
0.375,0.0082,0.5123
0.2,0.0027,0.5126
0.25,0.0027,0.513
0.3333,0.0027,0.519
0.5,0.0027,0.5209
1.0,0.0027,0.5278
