cluster,n,over_rate,mean_signed_disagreement,mean_absolute_disagreement,base_log_loss,market_log_loss,base_advantage,base_brier,market_brier
0,683,0.48755490483162517,-0.026224085181771703,0.03499312365635502,0.6925079888391841,0.6933385456702699,0.0008305568310857936,0.24967535640694927,0.2500964377399231
1,417,0.46522781774580335,-0.0003981814752998212,0.033776205819117895,0.6944351233875987,0.6944069623629516,-2.8161024647088695e-05,0.2506234498162507,0.25063145526175273
