quantile,mean_cutoff,n,over_rate,mean_signed_disagreement,mean_absolute_disagreement,base_log_loss,market_log_loss,base_advantage,base_brier,market_brier
0.75,0.02274374426143893,1429,0.483554933519944,-0.01544193316571349,0.03212516606296429,0.6930623686988575,0.693917945391475,0.0008555766926174879,0.249949270918348,0.2503857042373016
0.8,0.025450120163781512,1100,0.47909090909090907,-0.016433719867591002,0.03453180116714785,0.6932385480270831,0.6937435727255866,0.0005050246985035534,0.2500347699993845,0.25029925801865305
0.9,0.03274016320132915,492,0.44715447154471544,-0.019901484039014972,0.041691563550773185,0.6972325072139702,0.6954694424622672,-0.0017630647517030695,0.25201652864192337,0.251160954596762
