target,feature,family,verdict,mean_logloss_improvement,fold_1,fold_2,fold_3,fold_4
home_win,away_bp_er_3g,bullpen,REMOVE,-7.509375537922969e-06,-0.00012625987068970446,8.960768092602933e-05,-0.00048164602110700727,0.0004882607087189905
home_win,away_bp_hits_3g,bullpen,REMOVE,-0.00020258689515847972,7.373208830896427e-05,-0.00026600700186774073,-0.001142480380655564,0.0005244077135804215
home_win,away_bp_bb_3g,bullpen,REMOVE,-0.0002579482768209074,-0.00044726678670847786,-0.00018975793489584003,-0.0008100061744827913,0.0004152377888034797
home_win,away_bp_so_3g,bullpen,REMOVE,-0.000332687599236714,-0.0004302291082940446,-0.00040007571463684943,-0.0006771639956860698,0.00017671842167010787
home_win,away_bp_hr_3g,bullpen,REMOVE,-0.00025151617409183147,-5.753753967363551e-05,8.230499675354608e-06,-0.0007448845600832588,-0.0002118730962857862
home_win,away_bp_pitches_3g,bullpen,REMOVE,-0.00039522060432145567,-0.000258997119109039,-0.0004730847385503445,-0.0009819973655073033,0.00013319680588086413
home_win,away_bp_era_3g,bullpen,REMOVE,-0.0001262365710337221,-0.0001755255895952157,0.0004235669277639076,-0.0008622600876291298,0.00010927246532554946
home_win,away_bp_whip_3g,bullpen,REMOVE,-0.00036801364496080735,-0.0004769704253023699,-0.0005161605504477862,-0.0005583470676999713,7.9423463606898e-05
home_win,away_bp_k_minus_bb_3g,bullpen,REMOVE,-0.00030379144590425566,-0.00039158355687662905,-0.0002468940980527856,-0.0007365017447705791,0.00015981361608297107
home_win,away_bp_pitches_per_out_3g,bullpen,REMOVE,-0.00018615368156549295,-0.0002536244601343274,0.00012271084405413024,-0.0007559289871302832,0.00014222787694850858
home_win,away_bp_outs_7g,bullpen,REMOVE,-0.00029086388761959125,-0.00037866501210515047,-0.0002834657974586374,-0.0008728021802102415,0.00037147743929566435
home_win,away_bp_er_7g,bullpen,REMOVE,-0.00034370843125830497,-0.00026661157240803757,-0.00048503637168262337,-0.0008876908208818035,0.00026450503993924457
home_win,away_bp_hits_7g,bullpen,REMOVE,-0.00034190663766633933,-5.75712472487e-05,-0.0003120909744251943,-0.0012557304291056504,0.0002577661001141873
home_win,away_bp_bb_7g,bullpen,REMOVE,-0.00025862123947353877,-0.0007382618273321651,0.000270477790577095,-0.0009053384529583708,0.0003386375318192858
home_win,away_bp_so_7g,bullpen,REMOVE,-0.0003596463031178554,-0.00036654393017754305,-9.88517985843762e-05,-0.0008134154009818984,-0.00015977408272760396
home_win,away_bp_hr_7g,bullpen,REMOVE,-0.00032644813482349266,-0.00011954119294221854,-0.000436320292874548,-0.0007751945018362738,2.5263448359069685e-05
home_win,away_bp_pitches_7g,bullpen,REMOVE,-0.00042295802126954274,-0.000369547690942551,-0.00029097784695930606,-0.0009094651991622404,-0.00012184134801407343
home_win,away_bp_era_7g,bullpen,REMOVE,-0.0002216521948079364,2.9361747998946086e-05,2.9403401360039716e-05,-0.0009618061202412154,1.643219165048393e-05
home_win,away_bp_whip_7g,bullpen,REMOVE,-0.000315524118927768,-0.0005592037830665086,-0.0003275383415132227,-0.0005366998644664722,0.00016134551333513159
home_win,away_bp_k_minus_bb_7g,bullpen,REMOVE,-0.00047401608573122145,-0.0003032128660488409,-0.00045400540569373593,-0.0010349205043549414,-0.00010392556682736753
home_win,away_bp_pitches_per_out_7g,bullpen,REMOVE,-0.0003405177715548324,-7.858240043290277e-05,-0.0003129539488162525,-0.0007942645807165194,-0.00017627015625365505
home_win,away_bp_outs_14g,bullpen,REMOVE,-0.00029696492416109166,-0.0007376521752773257,-0.0002703011065550154,-0.0007348989366601222,0.0005549925218480967
home_win,away_bp_er_14g,bullpen,REMOVE,-0.00024636772581287936,-0.0005769453438115857,0.00013199534899255294,-0.001144163103534157,0.0006036421951016724
home_win,away_bp_hits_14g,bullpen,REMOVE,-7.447492065190686e-05,-9.657963065501374e-05,0.0002210299699947349,-0.00083032098638125,0.00040797096443390135
home_win,away_bp_bb_14g,bullpen,REMOVE,-5.886369336718933e-05,-0.0002735281249159893,-0.00020471833529955852,-0.00021837668347746142,0.00046116837022425194
home_win,away_bp_so_14g,bullpen,REMOVE,-8.1183803028545e-05,1.916672232193939e-05,-0.00017116637305936155,-0.0005885458835885871,0.00041581032221182923
home_win,away_bp_hr_14g,bullpen,REMOVE,-0.00019760800411855461,-0.00024614625294661074,-0.00023094377756649465,-0.000674964169471326,0.0003616221835102129
home_win,away_bp_pitches_14g,bullpen,REMOVE,-0.00024001715818752767,-0.0003269409096682274,-0.00021830154700286375,-0.0007310098804468312,0.00031618370436781174
home_win,away_bp_era_14g,bullpen,REMOVE,-2.8372145609106836e-05,-0.00015117761576632915,7.835071097483937e-05,-0.0005244418069623169,0.00048378012931737935
home_win,away_bp_whip_14g,bullpen,REMOVE,-0.0004354369575785,-0.0005527882025384567,-0.0006818694144071769,-0.0005569912329198567,4.99010195514904e-05
home_win,away_bp_k_minus_bb_14g,bullpen,REMOVE,-0.00020034887886968833,-0.000440441400282765,9.685559511374287e-05,-0.0006454224316324586,0.00018761272132272744
home_win,away_bp_pitches_per_out_14g,bullpen,REMOVE,-0.0003042813333290484,-0.0005249549178485413,-0.00021222801017306558,-0.0006500546503017679,0.00017011224500718125
home_win,market_logit_x_run_form,interactions,REMOVE,-0.000311458376493573,-0.0004211653721821751,-0.0003791441486282743,-0.0005286293424853206,8.310535732147795e-05
home_win,market_strength_x_form_disagreement,interactions,REMOVE,-0.000354905241986031,-0.00011751554570538225,-0.0002967142520953203,-0.0009677122614383249,-3.76789087050966e-05
home_win,total_x_scoring_acceleration,interactions,REMOVE,-0.00023647264002252255,-0.00016604774188944127,-0.0001098246905212319,-0.0010463937922163824,0.00037637566453696536
home_win,bullpen_era_diff_7g,interactions,REMOVE,-0.00022554287990936284,-9.485869991676665e-05,-0.00041126953549974754,-0.00036767407479354475,-2.8369209427392406e-05
home_win,bullpen_quality_x_rest,interactions,REMOVE,1.304003980198698e-05,0.00037463287685191027,-0.0003330201089839502,-7.9035650998871e-05,8.958304233885883e-05
home_win,bullpen_workload_diff_3g,interactions,REMOVE,-0.000188571987458086,-0.00019117715480643227,-0.0006018131710234798,-0.000578412962707775,0.000617115338705343
home_win,total_x_bullpen_era,interactions,REMOVE,-0.00023230306119242927,-0.00010620185608545274,0.0004426103056228703,-0.001092722036979854,-0.0001728986573272806
over,home_runs_accel_5v10,rolling_trend,REMOVE,-0.00010298071381534268,0.0005459051533808212,0.00030836169265036073,-0.0009078023716491135,-0.0003583873296434392
over,home_runs_accel_5v30,rolling_trend,REMOVE,3.62278843954178e-05,0.00043316295203255084,0.0004001314668620193,-0.0005801490153828359,-0.00010823386593006301
over,home_runs_accel_10v30,rolling_trend,KEEP,7.673150017151187e-05,0.00037677503915356514,0.0001783792651378624,-0.0002896868277431075,4.145852413772744e-05
over,home_runs_allowed_accel_5v10,rolling_trend,REMOVE,7.185180859814455e-05,-0.00026119195288831776,0.0003928705500622076,0.00026723535131312204,-0.00011150671409443369
over,home_runs_allowed_accel_5v30,rolling_trend,REMOVE,0.00016090700123211343,-0.0002198196819388487,0.0002574814702428485,0.0006652151210316815,-5.924890440722752e-05
over,home_runs_allowed_accel_10v30,rolling_trend,REMOVE,-1.7126240204251575e-05,-5.908607939142385e-05,0.0002689333929655202,0.0002830150634506312,-0.0005613673378417339
over,home_hits_accel_5v10,rolling_trend,KEEP,0.00014077076603266625,0.00012095994425431744,0.00043207256178745546,0.00021211458519465598,-0.00020206402710576388
over,home_hits_accel_5v30,rolling_trend,REMOVE,-2.6218665799604413e-05,0.00012995737121668238,-0.00035254551392505107,-0.00048261737605403976,0.0006003308555639908
over,home_hits_accel_10v30,rolling_trend,REMOVE,-0.00013400464877683094,-0.0002807651720216908,-0.00022022663146892274,-0.00037851964039692376,0.0003434928487802136
over,home_walks_accel_5v10,rolling_trend,REMOVE,-6.421750371271573e-06,-1.5647891937420333e-05,-5.2325084598070504e-05,-0.0002668794520093165,0.00030916542705972105
over,home_walks_accel_5v30,rolling_trend,REMOVE,-0.00025332432855512677,-0.00027517271318799885,-0.0006129092933256919,-0.00012153700577988147,-3.678301926934857e-06
over,home_walks_accel_10v30,rolling_trend,REMOVE,-8.253268650829093e-05,-0.0003659904952078019,-0.0003373765796568229,-0.00016907202244154096,0.000542308351273002
over,home_strikeouts_accel_5v10,rolling_trend,REMOVE,-2.4594066998950836e-05,-5.187577412024691e-05,5.753928018159549e-06,-0.0004181565114104169,0.0003659020895167009
over,home_strikeouts_accel_5v30,rolling_trend,REMOVE,-2.5956525060405466e-05,7.461237485473227e-05,-0.0001478764178535208,-0.00023096758619134405,0.00020040552894851071
over,home_strikeouts_accel_10v30,rolling_trend,REMOVE,-0.00013323493697056654,3.218205446575695e-08,-0.00043831835039964684,-0.00043475728965525207,0.000340103710118167
over,home_run_diff_5g,rolling_trend,REMOVE,-0.00028066197294313033,-0.0004180101211593845,-0.0006154960202289228,-0.0003645272877899064,0.0002753855374056924
over,home_run_diff_30g,rolling_trend,REMOVE,-0.00020236585859834122,-0.00029607061184055983,-0.0004265223863022527,-0.0005007184608708526,0.00041384802462030024
over,away_runs_accel_5v10,rolling_trend,REMOVE,-0.00031585836908626375,-0.00040034004999789374,-0.0002703285989097415,-0.0005875398498791373,-5.22497755828244e-06
over,away_runs_accel_5v30,rolling_trend,REMOVE,-0.00017299794421490877,-0.00027920103993306356,-0.0004527544692123353,-0.00023621563668119183,0.0002761793689669556
over,away_runs_accel_10v30,rolling_trend,REMOVE,-0.00017764236062547956,-0.0008230858953676146,0.00011237833613886306,-0.0006234843154918623,0.0006236224322186956
over,away_runs_allowed_accel_5v10,rolling_trend,REMOVE,-5.242638166869096e-05,-5.518406102089646e-05,-0.00028319933437881417,-0.000162666859175431,0.0002913447279003778
over,away_runs_allowed_accel_5v30,rolling_trend,REMOVE,-0.000255359747672268,-0.0003805907393883423,-0.0004955268603221707,-0.0005509881867568067,0.0004056667957782478
over,away_runs_allowed_accel_10v30,rolling_trend,REMOVE,-0.0001272345627687521,-7.406895063410968e-05,-0.000522416446845142,-0.0004572215124375445,0.0005447686588417877
over,away_hits_accel_5v10,rolling_trend,REMOVE,-0.00017062404419210253,-8.804711278542765e-05,-0.000628549024903502,-0.00030112657325020997,0.00033522653417072945
over,away_hits_accel_5v30,rolling_trend,REMOVE,6.203505095253581e-06,-0.00013485786470268657,-0.00013479446115771676,-0.0003599769446941403,0.000654443290935558
over,away_hits_accel_10v30,rolling_trend,REMOVE,-0.0002640401537611081,-0.0004131757528558211,-0.0006386083950007393,-0.0005728032955020224,0.0005684268283141503
over,away_walks_accel_5v10,rolling_trend,REMOVE,-0.00040464713041149514,-0.0006371236696812721,-0.0004647652980102057,-0.0005636056771637366,4.690612320923382e-05
over,away_walks_accel_5v30,rolling_trend,REMOVE,-0.00024181996298047737,-0.0002121739190910077,-0.0003872865679934723,-0.0006266638226021248,0.00025884445776469533
over,away_walks_accel_10v30,rolling_trend,REMOVE,-4.704627812499029e-05,4.740665330671412e-05,-0.0006283769893220548,5.4218132035877e-05,0.0003385670914795025
over,away_strikeouts_accel_5v10,rolling_trend,REMOVE,-0.00010652731029178741,-4.6962000550432315e-05,-0.0003154806879864802,-0.0003715675928415152,0.00030790104021127807
over,away_strikeouts_accel_5v30,rolling_trend,REMOVE,-0.00018342648699692932,-0.0003762656567555256,-0.00017741758018374743,-0.0004038194330973077,0.00022379672204886347
over,away_strikeouts_accel_10v30,rolling_trend,REMOVE,-8.047218703166603e-05,0.00033796794431251165,-0.00042282086562817067,-0.00038029196761424355,0.00014325614080323845
over,away_run_diff_5g,rolling_trend,REMOVE,-0.00016014128234906333,-0.00028907877879114086,-0.0004167660140299567,-0.00028431928459682343,0.0003495989480216677
over,away_run_diff_30g,rolling_trend,REMOVE,-0.00021967059347247075,-0.0005405107585495506,-9.038101626490658e-05,-0.000549759582787912,0.00030196898371248615
over,combined_scoring_form_5g,recent_form,REMOVE,-0.00019732212484421807,0.00022977654790212743,-0.0007465014222198807,-0.0004389780659330711,0.00016641444087395207
