fpr,tpr,threshold
0.4407,0.4741,0.442
0.4407,0.4768,0.442
0.443,0.4768,0.4418
0.443,0.4796,0.4418
0.4452,0.4796,0.4415
0.4452,0.485,0.4413
0.4474,0.485,0.4411
0.4474,0.4877,0.4411
0.4698,0.4877,0.4396
0.4698,0.4932,0.4393
0.472,0.4932,0.4389
0.472,0.4986,0.4385
0.4765,0.4986,0.4384
0.4765,0.5014,0.4381
0.481,0.5014,0.438
0.481,0.5068,0.438
0.4877,0.5068,0.4373
0.4877,0.5177,0.4371
0.4899,0.5177,0.437
0.4899,0.5204,0.437
0.4922,0.5204,0.4369
0.4922,0.5232,0.4369
0.4944,0.5232,0.4368
0.4944,0.5341,0.4365
0.4966,0.5341,0.4363
0.4966,0.5395,0.4359
0.4989,0.5395,0.4358
0.4989,0.5422,0.4357
0.5034,0.5422,0.4354
0.5034,0.5504,0.4347
0.5078,0.5504,0.4344
0.5078,0.5613,0.434
0.5123,0.5613,0.4338
0.5123,0.564,0.4338
0.519,0.564,0.4337
0.519,0.5668,0.4336
0.5213,0.5668,0.4336
0.5213,0.5695,0.4333
0.5257,0.5695,0.4329
0.5257,0.5722,0.4325
0.5369,0.5722,0.4323
0.5369,0.5749,0.4323
0.5414,0.5749,0.4322
0.5414,0.5777,0.4321
0.5459,0.5777,0.432
0.5459,0.5995,0.4312
0.5481,0.5995,0.4312
0.5481,0.6049,0.4308
0.557,0.6049,0.43
0.557,0.6076,0.4298
0.566,0.6076,0.4293
0.566,0.6131,0.4291
0.5682,0.6131,0.429
0.5682,0.624,0.4286
0.5705,0.624,0.4286
0.5705,0.6294,0.4285
0.5772,0.6294,0.4278
0.5772,0.6376,0.4275
0.5817,0.6376,0.4274
0.5817,0.6431,0.427
0.5884,0.6431,0.4268
0.5884,0.6485,0.4266
0.5906,0.6485,0.4265
0.5906,0.6512,0.4265
0.5973,0.6512,0.426
0.5973,0.654,0.4259
0.604,0.654,0.4254
0.604,0.6594,0.425
0.6152,0.6594,0.4245
0.6152,0.6621,0.4245
0.6174,0.6621,0.4244
0.6174,0.6649,0.424
0.6197,0.6649,0.4239
0.6197,0.6676,0.4235
0.6286,0.6676,0.4229
0.6286,0.6703,0.4225
0.6309,0.6703,0.4223
0.6309,0.6757,0.4221
0.6398,0.6757,0.4216
0.6398,0.6785,0.4216
0.6421,0.6785,0.4213
0.6421,0.6812,0.4211
0.6465,0.6812,0.4201
0.6465,0.6894,0.4199
0.6488,0.6894,0.4199
0.6488,0.6948,0.4196
0.6555,0.6948,0.419
0.6555,0.6975,0.4189
0.6577,0.6975,0.4188
0.6577,0.7112,0.4186
0.6689,0.7112,0.418
0.6689,0.7221,0.4176
0.6711,0.7221,0.4176
0.6711,0.733,0.417
0.6734,0.733,0.417
0.6734,0.7357,0.4168
0.6823,0.7357,0.4166
0.6823,0.7384,0.4163
0.689,0.7384,0.4157
0.689,0.7466,0.4152
0.6913,0.7466,0.415
0.6913,0.7493,0.415
0.6935,0.7493,0.4149
0.6935,0.752,0.4146
0.7025,0.752,0.4139
0.7025,0.7629,0.4135
0.7047,0.7629,0.4134
0.7047,0.7684,0.4131
0.7136,0.7684,0.4121
0.7136,0.7711,0.4118
0.7204,0.7711,0.4109
0.7204,0.7766,0.4107
0.7248,0.7766,0.4101
0.7248,0.7793,0.41
0.7293,0.7793,0.4096
0.7293,0.782,0.4095
0.7315,0.782,0.4094
0.7315,0.7847,0.4093
0.7338,0.7847,0.4091
0.7338,0.7875,0.4091
0.736,0.7875,0.4088
0.736,0.7902,0.4088
0.7405,0.7902,0.4086
0.7405,0.7929,0.4086
0.7427,0.7929,0.4085
0.7427,0.7984,0.4072
0.7494,0.7984,0.407
0.7494,0.8065,0.4064
0.7517,0.8065,0.4064
0.7517,0.8147,0.4054
0.7629,0.8147,0.404
0.7629,0.8174,0.4039
0.7763,0.8174,0.4024
0.7763,0.8202,0.402
0.7785,0.8202,0.4017
0.7785,0.8338,0.4001
0.7808,0.8338,0.3998
0.7808,0.8365,0.3997
0.7875,0.8365,0.3987
0.7875,0.8392,0.3983
0.8009,0.8392,0.3981
0.8009,0.8447,0.398
0.8054,0.8447,0.3977
0.8054,0.8474,0.3977
0.8121,0.8474,0.3973
0.8121,0.8556,0.3968
0.8143,0.8556,0.3966
0.8143,0.8583,0.3965
0.8188,0.8583,0.3964
0.8188,0.8692,0.3954
0.8255,0.8692,0.3935
0.8255,0.8719,0.3927
0.8367,0.8719,0.3906
0.8367,0.8801,0.3892
0.8412,0.8801,0.3891
0.8412,0.8828,0.3889
0.8434,0.8828,0.3887
0.8434,0.8856,0.3886
0.8479,0.8856,0.3877
0.8479,0.8883,0.3869
0.8501,0.8883,0.3866
0.8501,0.8937,0.3865
0.8725,0.8937,0.3826
0.8725,0.8965,0.3819
0.877,0.8965,0.3814
0.877,0.8992,0.381
0.8792,0.8992,0.381
0.8792,0.9046,0.3802
0.8837,0.9046,0.3801
0.8837,0.9074,0.3797
0.8859,0.9074,0.3796
0.8859,0.9183,0.3787
0.8881,0.9183,0.3786
0.8881,0.9264,0.378
0.8926,0.9264,0.3778
0.8926,0.9292,0.3778
0.8993,0.9292,0.3767
0.8993,0.9319,0.3754
0.9105,0.9319,0.3742
0.9105,0.9346,0.3742
0.9172,0.9346,0.374
0.9172,0.9373,0.3739
0.9195,0.9373,0.3735
0.9195,0.9401,0.3733
0.9217,0.9401,0.3732
0.9217,0.9428,0.373
0.9239,0.9428,0.3728
0.9239,0.9455,0.3712
0.9262,0.9455,0.3711
0.9262,0.9482,0.3708
0.9284,0.9482,0.3702
0.9284,0.951,0.3699
0.9306,0.951,0.3696
0.9306,0.9537,0.3694
0.9374,0.9537,0.3682
0.9374,0.9564,0.3681
0.9396,0.9564,0.3674
0.9396,0.9591,0.3673
0.9508,0.9591,0.3648
0.9508,0.9619,0.3647
0.9553,0.9619,0.363
0.9553,0.9646,0.363
0.962,0.9646,0.3609
0.962,0.9673,0.3606
0.9687,0.9673,0.3597
0.9687,0.97,0.3593
0.9709,0.97,0.3585
0.9709,0.9755,0.3576
0.9776,0.9755,0.356
0.9776,0.9782,0.3556
0.9821,0.9782,0.3539
0.9821,0.9809,0.3535
0.9866,0.9809,0.3507
0.9866,0.9891,0.3453
0.9888,0.9891,0.342
0.9888,0.9973,0.3345
0.9955,0.9973,0.3236
0.9955,1.0,0.3199
1.0,1.0,0.3065
