precision,recall,threshold
0.4509,1.0,0.3065
0.4514,1.0,0.3174
0.452,1.0,0.3199
0.4513,0.9973,0.3236
0.4519,0.9973,0.3273
0.4524,0.9973,0.3334
0.453,0.9973,0.3345
0.4523,0.9946,0.3364
0.4516,0.9918,0.3366
0.4509,0.9891,0.342
0.4515,0.9891,0.3453
0.4508,0.9864,0.3487
0.4501,0.9837,0.3504
0.4494,0.9809,0.3507
0.45,0.9809,0.3531
0.4506,0.9809,0.3535
0.4499,0.9782,0.3539
0.4504,0.9782,0.3543
0.451,0.9782,0.3556
0.4503,0.9755,0.356
0.4509,0.9755,0.3564
0.4515,0.9755,0.357
0.452,0.9755,0.3576
0.4513,0.9728,0.358
0.4506,0.97,0.3585
0.4512,0.97,0.3593
0.4505,0.9673,0.3597
0.4511,0.9673,0.36
0.4517,0.9673,0.36
0.4522,0.9673,0.3606
0.4515,0.9646,0.3609
0.4521,0.9646,0.362
0.4527,0.9646,0.3625
0.4533,0.9646,0.363
0.4526,0.9619,0.363
0.4531,0.9619,0.3645
0.4537,0.9619,0.3647
0.453,0.9591,0.3648
0.4536,0.9591,0.365
0.4542,0.9591,0.3653
0.4548,0.9591,0.3661
0.4554,0.9591,0.3663
0.456,0.9591,0.3673
0.4553,0.9564,0.3674
0.4558,0.9564,0.3681
0.4551,0.9537,0.3682
0.4557,0.9537,0.3689
0.4563,0.9537,0.3691
0.4569,0.9537,0.3694
0.4562,0.951,0.3696
0.4568,0.951,0.3699
0.4561,0.9482,0.3702
0.4567,0.9482,0.3708
0.456,0.9455,0.3711
0.4566,0.9455,0.3712
0.4559,0.9428,0.3728
0.4565,0.9428,0.373
0.4557,0.9401,0.3732
0.4563,0.9401,0.3733
0.4556,0.9373,0.3735
0.4562,0.9373,0.3739
0.4555,0.9346,0.374
0.4561,0.9346,0.3741
0.4567,0.9346,0.3741
0.4573,0.9346,0.3742
0.4566,0.9319,0.3742
0.4572,0.9319,0.3747
0.4578,0.9319,0.3748
0.4584,0.9319,0.3751
0.4591,0.9319,0.3751
0.4597,0.9319,0.3754
0.459,0.9292,0.3767
0.4596,0.9292,0.3769
0.4602,0.9292,0.3774
0.4608,0.9292,0.3778
0.4601,0.9264,0.3778
0.4607,0.9264,0.3778
0.4613,0.9264,0.378
0.4606,0.9237,0.3785
0.4599,0.921,0.3786
0.4591,0.9183,0.3786
0.4598,0.9183,0.3787
0.459,0.9155,0.3787
0.4583,0.9128,0.3788
0.4575,0.9101,0.3795
0.4568,0.9074,0.3796
0.4574,0.9074,0.3797
0.4567,0.9046,0.3801
0.4573,0.9046,0.3801
0.4579,0.9046,0.3802
0.4572,0.9019,0.3807
0.4564,0.8992,0.381
0.4571,0.8992,0.381
0.4563,0.8965,0.3814
0.4569,0.8965,0.3816
0.4576,0.8965,0.3819
0.4568,0.8937,0.3826
0.4575,0.8937,0.3829
0.4581,0.8937,0.3833
0.4587,0.8937,0.3833
0.4594,0.8937,0.3846
0.46,0.8937,0.3853
0.4607,0.8937,0.3856
0.4613,0.8937,0.386
0.462,0.8937,0.386
0.4626,0.8937,0.3863
0.4633,0.8937,0.3865
0.4625,0.891,0.3866
0.4618,0.8883,0.3866
0.4624,0.8883,0.3869
0.4616,0.8856,0.3877
0.4623,0.8856,0.3878
0.463,0.8856,0.3886
0.4622,0.8828,0.3887
0.4629,0.8828,0.3889
0.4621,0.8801,0.3891
0.4628,0.8801,0.3891
0.4634,0.8801,0.3892
0.4626,0.8774,0.3893
0.4619,0.8747,0.3893
0.4611,0.8719,0.3906
0.4618,0.8719,0.3911
0.4624,0.8719,0.3911
0.4631,0.8719,0.3911
0.4638,0.8719,0.3924
0.4644,0.8719,0.3927
0.4637,0.8692,0.3935
0.4643,0.8692,0.3948
0.465,0.8692,0.3952
0.4657,0.8692,0.3954
0.4649,0.8665,0.3957
0.4641,0.8638,0.3957
0.4633,0.861,0.3963
0.4626,0.8583,0.3964
0.4632,0.8583,0.3964
0.4639,0.8583,0.3965
0.4631,0.8556,0.3966
0.4638,0.8556,0.3968
0.463,0.8529,0.3969
0.4622,0.8501,0.397
0.4614,0.8474,0.3973
0.4621,0.8474,0.3976
0.4628,0.8474,0.3977
0.4635,0.8474,0.3977
0.4627,0.8447,0.3977
0.4634,0.8447,0.3978
0.4641,0.8447,0.398
0.4633,0.842,0.398
0.4625,0.8392,0.3981
0.4632,0.8392,0.3981
0.4639,0.8392,0.3982
0.4646,0.8392,0.3982
0.4653,0.8392,0.3983
0.466,0.8392,0.3983
0.4667,0.8392,0.3983
0.4659,0.8365,0.3987
0.4666,0.8365,0.3989
0.4673,0.8365,0.3991
0.468,0.8365,0.3997
0.4672,0.8338,0.3998
0.4679,0.8338,0.4001
0.4671,0.8311,0.4001
0.4663,0.8283,0.4005
0.4654,0.8256,0.4007
0.4646,0.8229,0.401
0.4638,0.8202,0.4017
0.4645,0.8202,0.402
0.4637,0.8174,0.4024
0.4644,0.8174,0.4028
0.4651,0.8174,0.4032
0.4658,0.8174,0.4032
0.4666,0.8174,0.4032
0.4673,0.8174,0.4036
0.468,0.8174,0.4039
0.4672,0.8147,0.404
0.4679,0.8147,0.4047
0.4687,0.8147,0.4047
0.4694,0.8147,0.4051
0.4701,0.8147,0.4053
0.4709,0.8147,0.4054
0.47,0.812,0.4061
0.4692,0.8093,0.4063
0.4684,0.8065,0.4064
0.4691,0.8065,0.4064
0.4683,0.8038,0.4066
0.4674,0.8011,0.4068
0.4666,0.7984,0.407
0.4673,0.7984,0.407
0.4681,0.7984,0.407
0.4688,0.7984,0.4072
0.4679,0.7956,0.4077
0.4671,0.7929,0.4085
0.4678,0.7929,0.4086
0.467,0.7902,0.4086
0.4677,0.7902,0.4087
0.4685,0.7902,0.4088
0.4676,0.7875,0.4088
0.4684,0.7875,0.4091
0.4675,0.7847,0.4091
0.4683,0.7847,0.4093
0.4674,0.782,0.4094
0.4682,0.782,0.4095
0.4673,0.7793,0.4096
0.4681,0.7793,0.4096
0.4689,0.7793,0.41
0.468,0.7766,0.4101
0.4688,0.7766,0.4106
0.4695,0.7766,0.4107
0.4686,0.7738,0.4108
0.4678,0.7711,0.4109
0.4685,0.7711,0.4111
0.4693,0.7711,0.4118
0.4701,0.7711,0.4118
0.4692,0.7684,0.4121
0.47,0.7684,0.4125
0.4708,0.7684,0.4125
0.4716,0.7684,0.4126
0.4724,0.7684,0.4131
0.4715,0.7657,0.4131
0.4706,0.7629,0.4134
0.4714,0.7629,0.4135
0.4705,0.7602,0.4137
0.4696,0.7575,0.4138
0.4687,0.7548,0.4138
0.4678,0.752,0.4139
0.4686,0.752,0.4139
0.4694,0.752,0.4139
0.4702,0.752,0.4143
0.471,0.752,0.4146
0.4701,0.7493,0.4149
0.4709,0.7493,0.415
0.47,0.7466,0.415
0.4708,0.7466,0.4152
0.4699,0.7439,0.4153
0.469,0.7411,0.4154
0.468,0.7384,0.4157
0.4689,0.7384,0.4158
0.4697,0.7384,0.4159
0.4705,0.7384,0.4163
0.4696,0.7357,0.4166
0.4704,0.7357,0.4166
0.4712,0.7357,0.4167
0.472,0.7357,0.4168
0.4729,0.7357,0.4168
0.4719,0.733,0.417
0.4728,0.733,0.417
0.4718,0.7302,0.4174
0.4709,0.7275,0.4174
0.47,0.7248,0.4175
0.469,0.7221,0.4176
0.4699,0.7221,0.4176
0.4689,0.7193,0.4176
0.468,0.7166,0.4179
0.467,0.7139,0.4179
0.4661,0.7112,0.418
0.4669,0.7112,0.4181
0.4677,0.7112,0.4181
0.4686,0.7112,0.4182
0.4694,0.7112,0.4185
0.4703,0.7112,0.4186
0.4693,0.7084,0.4186
0.4684,0.7057,0.4187
0.4674,0.703,0.4188
0.4664,0.7003,0.4188
0.4655,0.6975,0.4188
0.4663,0.6975,0.4189
0.4653,0.6948,0.419
0.4662,0.6948,0.4193
0.467,0.6948,0.4196
0.4679,0.6948,0.4196
0.4669,0.6921,0.4197
0.4659,0.6894,0.4199
0.4668,0.6894,0.4199
0.4658,0.6866,0.42
0.4648,0.6839,0.4201
0.4638,0.6812,0.4201
0.4647,0.6812,0.4203
0.4655,0.6812,0.4211
0.4646,0.6785,0.4213
0.4654,0.6785,0.4216
0.4644,0.6757,0.4216
0.4653,0.6757,0.4218
0.4662,0.6757,0.4218
0.467,0.6757,0.4218
0.4679,0.6757,0.4221
0.4669,0.673,0.4221
0.4659,0.6703,0.4223
0.4668,0.6703,0.4225
0.4658,0.6676,0.4229
0.4667,0.6676,0.423
0.4676,0.6676,0.4231
0.4685,0.6676,0.4233
0.4693,0.6676,0.4235
0.4683,0.6649,0.4239
0.4692,0.6649,0.424
0.4682,0.6621,0.4244
0.4691,0.6621,0.4245
0.4681,0.6594,0.4245
0.469,0.6594,0.4246
0.4699,0.6594,0.4246
0.4708,0.6594,0.4248
0.4717,0.6594,0.4249
0.4727,0.6594,0.425
0.4716,0.6567,0.4253
0.4706,0.654,0.4254
0.4715,0.654,0.4254
0.4724,0.654,0.4255
0.4734,0.654,0.4259
0.4723,0.6512,0.426
0.4733,0.6512,0.4263
0.4742,0.6512,0.4264
0.4751,0.6512,0.4265
0.4741,0.6485,0.4265
0.475,0.6485,0.4266
0.474,0.6458,0.4268
0.4729,0.6431,0.4268
0.4739,0.6431,0.4268
0.4748,0.6431,0.4268
0.4758,0.6431,0.427
0.4747,0.6403,0.427
0.4737,0.6376,0.4274
0.4746,0.6376,0.4274
0.4756,0.6376,0.4275
0.4745,0.6349,0.4276
0.4735,0.6322,0.4276
0.4724,0.6294,0.4278
0.4734,0.6294,0.4278
0.4743,0.6294,0.4284
0.4753,0.6294,0.4285
0.4742,0.6267,0.4285
0.4731,0.624,0.4286
0.4741,0.624,0.4286
0.473,0.6213,0.4287
0.4719,0.6185,0.4287
0.4708,0.6158,0.4289
0.4697,0.6131,0.429
0.4707,0.6131,0.4291
0.4696,0.6104,0.4293
