date,matchup,pick,model_prob,fair_prob,fair_odds,ev_pct,books_count
2026-08-02,Washington Nationals @ Atlanta Braves,AWAY,0.7175982497431774,0.4654856190079199,2.05168,47.22819770330824,25
2026-08-02,Philadelphia Phillies @ Baltimore Orioles,AWAY,0.7175982497431774,0.5578155966909788,1.72215625,23.58163107842739,32
2026-08-02,St. Louis Cardinals @ Toronto Blue Jays,AWAY,0.7175982497431774,0.4833560182151199,1.9836129032258063,42.34371475228214,31
2026-08-02,Arizona Diamondbacks @ Cleveland Guardians,AWAY,0.7175982497431774,0.42731488120847083,2.24625,61.19050684856122,32
2026-08-02,Chicago White Sox @ Tampa Bay Rays,AWAY,0.7175982497431774,0.4242929774388306,2.2646875,62.5135786215252,32
