batter_id,year,avg_exit_velo,at_bats,avg_launch_angle
645444,2025,77.13384615384615,260,18.107692307692307
645801,2024,80.19024390243902,82,13.865853658536585
645801,2025,88.44166666666666,12,26.916666666666668
646240,2024,85.42709923664121,786,19.68702290076336
646240,2025,85.37726775956284,915,21.24235807860262
647304,2024,83.9799331103679,897,13.297658862876254
647304,2025,83.53606741573034,890,14.793490460157127
647351,2024,80.9942748091603,524,15.369523809523809
647351,2025,82.11339712918661,418,18.735714285714284
649557,2024,80.56458333333333,48,15.395833333333334
649966,2024,79.4718954248366,153,15.875816993464053
649966,2025,81.67461706783371,457,20.40829694323144
650331,2024,74.6,1,44.0
650333,2024,82.21478260869566,1150,18.330147697654215
650333,2025,81.17169149868536,1141,18.745836985100787
650391,2024,85.06594724220624,417,7.825775656324582
650391,2025,,0,
650402,2024,82.88065134099617,1044,21.306513409961685
650402,2025,84.24493392070484,908,22.316831683168317
650489,2024,80.59016393442623,854,17.643691588785046
650489,2025,80.29077901430843,629,14.646031746031746
650490,2024,84.53042035398231,904,16.09502762430939
650490,2025,85.98020713463752,869,14.965556831228472
650559,2024,83.62054631828978,842,17.0094674556213
650559,2025,85.46056338028168,71,22.971830985915492
650859,2024,81.77136465324385,447,9.961968680089486
650859,2025,82.28674388674389,777,12.04890604890605
650907,2024,86.52105263157894,57,19.263157894736842
650907,2025,77.08571428571429,7,21.428571428571427
650968,2024,,0,
650968,2025,81.72553956834533,278,23.712230215827336
651016,2024,,0,
651016,2025,100.5,1,8.0
655316,2024,81.26041666666667,192,21.817708333333332
655316,2025,81.5625,192,24.161458333333332
656024,2024,,0,
656180,2024,81.76666666666667,189,15.01578947368421
656180,2025,84.74395280235989,339,15.979411764705882
656185,2024,97.0,5,8.6
656185,2025,84.29333333333334,15,6.2
656248,2024,82.03125,128,21.3828125
656248,2025,82.19428571428571,105,27.723809523809525
656305,2024,84.5965034965035,858,22.09617612977984
656305,2025,84.71079027355623,658,20.93617021276596
656308,2024,,0,
656388,2024,,0,
656413,2024,78.98156862745098,255,18.352941176470587
656413,2025,76.17179487179487,78,18.628205128205128
656448,2024,87.59166666666665,12,28.666666666666668
656448,2025,,0,
656462,2024,,0,
656484,2024,83.34848484848484,33,15.272727272727273
656484,2025,83.95669291338582,127,19.47244094488189
656495,2024,,0,
656537,2024,80.48514851485149,202,11.158415841584159
656537,2025,81.36565656565656,198,16.37878787878788
656541,2024,83.23850574712644,174,20.29310344827586
656541,2025,82.47894736842105,76,19.09090909090909
656555,2024,82.92560975609756,656,20.664634146341463
656555,2025,84.68632911392405,395,23.11898734177215
656577,2024,81.57688442211055,199,20.326633165829147
656577,2025,82.13228346456692,127,19.708661417322833
