pitcher_id,year,avg_fastball_velo,pitches_thrown,games
656924,2024,89.54197183098591,354,18
656945,2024,93.60806324110672,1265,81
656945,2025,92.92121212121212,924,62
656970,2024,79.2344827586207,29,1
656976,2024,73.62941176470588,17,1
656986,2024,88.56666666666666,12,3
656986,2025,89.59478021978022,728,46
657006,2024,88.6825513196481,2046,25
657006,2025,87.30926517571885,313,4
657024,2024,89.74587706146927,667,45
657024,2025,88.071875,128,6
657044,2024,88.03375486381323,1027,71
657044,2025,84.97457865168539,711,52
657053,2024,85.19613034623218,491,14
657053,2025,88.07297297297296,37,1
657061,2024,52.029999999999994,10,1
657097,2024,87.91580611169653,949,63
657097,2025,87.99167492566899,1009,59
657193,2024,63.93076923076923,13,1
657240,2024,88.84007352941177,272,18
657240,2025,90.01728045325778,353,22
657265,2024,88.07083333333333,192,10
657265,2025,88.94179104477612,67,3
657277,2024,89.04607935020306,3201,35
657277,2025,88.88942717854965,3282,36
657376,2024,89.42615470228158,1797,21
657376,2025,89.08172920065253,1226,14
657424,2025,87.89341864716636,547,34
657508,2024,92.41799437675726,1067,58
657510,2025,91.92105263157895,19,2
657514,2024,85.98651162790696,860,60
657514,2025,85.66251428571428,874,57
657571,2024,89.99618856569708,996,66
657571,2025,89.75837696335078,1146,76
657585,2024,90.97073170731707,1107,60
657585,2025,91.73043922369766,979,59
657612,2024,88.8743450767841,1106,75
657612,2025,88.3581611570248,968,75
657624,2024,90.00416666666666,24,1
657649,2024,91.67451171875,1024,59
657649,2025,91.8578302712161,1143,81
657697,2024,86.61387559808612,209,11
657746,2024,90.10975177304965,2256,25
657746,2025,90.0721052631579,2850,33
657756,2025,87.8493273542601,223,9
658431,2025,89.22631578947369,19,1
658648,2024,87.33075356415479,1471,57
659275,2024,89.41351351351352,74,3
660261,2024,92.03617021276595,47,2
660261,2025,93.48630136986301,73,4
660271,2025,91.47697974217311,1086,18
660600,2024,90.70783699059561,319,22
660604,2025,86.78793103448277,174,5
660623,2024,,0,1
660623,2025,91.14,10,1
660644,2024,73.61636363636364,55,2
660644,2025,54.54347826086956,23,2
660730,2025,88.27556675062972,397,9
660761,2024,87.52074729596855,1016,24
660761,2025,87.71710144927536,345,10
660781,2024,,0,1
660787,2024,91.49249999999999,40,3
660787,2025,92.40225806451613,620,28
660813,2024,95.60062111801243,161,10
660825,2024,88.65442176870748,441,23
660825,2025,89.94403606102635,1442,85
660844,2024,46.275,20,2
660844,2025,42.11666666666667,18,1
660853,2024,90.99237588652481,1127,64
660853,2025,92.05529411764707,1105,66
660896,2024,93.99094527363184,1005,57
660896,2025,93.20116487455198,1116,59
660906,2024,,0,1
661269,2024,86.38490566037736,159,4
661395,2024,95.37695800227016,881,58
661395,2025,96.20549542048293,1201,79
661403,2024,97.80424954792043,1106,84
661403,2025,95.76772151898734,790,50
661440,2024,,0,2
661527,2024,85.98303677342822,843,46
661527,2025,83.77133333333335,150,9
661536,2024,94.12,25,1
661563,2024,92.95868897234551,2929,33
661563,2025,92.08919449901768,1018,12
662253,2024,93.19771547248182,963,63
662253,2025,91.65188916876573,1191,74
662914,2025,83.28571428571429,7,1
663158,2024,97.9651923076923,1040,69
663158,2025,96.5883435582822,1140,73
663302,2025,87.97619047619048,21,1
663321,2024,85.3863309352518,139,5
663321,2025,85.94253393665159,221,11
663362,2024,83.00371428571428,2450,27
663362,2025,81.92403846153846,104,1
663372,2024,89.83660418963616,2721,32
663372,2025,88.59096989966555,597,7
663399,2025,86.15390625,512,11
663423,2024,88.12361720807726,1139,74
663423,2025,87.78019943019943,702,36
663432,2024,91.76142131979695,985,54
663432,2025,90.82602739726028,219,15
663436,2024,88.09596412556054,892,11
663436,2025,90.3775708844689,2362,27
663455,2024,,0,1
663455,2025,90.70926275992439,529,33
663460,2024,88.45257352941177,544,31
663460,2025,87.92424542305788,2021,23
663462,2024,86.49358974358974,156,11
663462,2025,90.0160583941606,137,7
663465,2024,84.99894291754757,473,8
663465,2025,85.04144486692016,1052,35
663474,2024,86.30879596250901,1387,18
663474,2025,91.275117370892,213,7
663485,2024,90.90553191489361,1175,64
663485,2025,89.59172995780591,1185,72
663500,2024,89.47999999999999,20,2
663531,2024,85.65854616895874,509,14
663541,2025,88.85999999999999,5,1
663542,2024,87.75544768069041,927,46
663542,2025,88.13716577540107,374,19
663546,2024,91.34706368899917,1209,58
663546,2025,90.21653543307086,254,13
663554,2024,89.93709844559586,1930,24
663554,2025,90.67015103338633,2516,32
663556,2025,,0,1
663558,2025,86.57374999999999,80,2
663559,2024,88.36979395002191,2281,30
663559,2025,88.36314520019295,2073,28
663562,2024,88.6413698630137,365,9
663562,2025,88.11314741035856,251,9
663567,2024,89.16660714285715,1120,29
663568,2024,92.37188655980272,811,43
663568,2025,90.41290868094701,1774,21
663574,2024,93.09603174603176,504,34
663574,2025,92.72517428350116,1291,84
663623,2024,89.33162612035852,3124,34
663623,2025,86.83207112281858,3037,34
663627,2025,,0,1
663658,2025,88.07910447761195,67,1
663670,2024,,0,3
663671,2024,89.58,10,1
663671,2025,90.23853383458646,532,27
663681,2024,,0,1
663681,2025,,0,1
663687,2024,86.08656224237428,1213,21
663687,2025,86.67937777777777,1125,52
663704,2024,89.61891592920354,904,57
663735,2024,,0,1
663738,2024,88.50586370839936,631,16
663738,2025,89.17056827820187,1179,60
663752,2024,88.92807017543859,57,2
663765,2024,87.59239482200647,618,11
663765,2025,88.8065671641791,670,24
663767,2024,90.20419161676647,167,8
663767,2025,89.08959537572254,692,35
663773,2024,90.00174013921114,862,39
663773,2025,89.19236641221374,131,7
663776,2024,87.15897435897435,1521,17
663793,2024,,0,1
663795,2024,86.86969696969696,33,3
663795,2025,87.4786036036036,444,10
663804,2025,92.8185053380783,281,15
663855,2024,89.45147783251231,2030,31
663855,2025,92.71184905660377,1325,36
663878,2024,91.88450704225352,1136,64
663878,2025,93.6217857142857,280,12
663883,2025,86.155,20,1
663893,2024,91.98303693570452,731,52
663893,2025,90.54842406876791,1396,88
663897,2024,59.34915254237288,59,3
663897,2025,63.095774647887325,71,6
663903,2024,87.83736966027581,2973,35
663903,2025,87.79910625620654,3021,34
663941,2024,87.6595041322314,242,7
663941,2025,87.95510688836104,842,32
663947,2024,87.10191545574637,1514,76
663947,2025,87.4539184952978,1276,78
663967,2025,58.38181818181818,11,1
663969,2024,87.96719242902208,634,9
663969,2025,89.14015477214102,1163,57
663977,2024,88.81,10,1
663977,2025,91.97,10,2
663978,2024,87.24182067077345,1460,18
663978,2025,88.56959409594096,2711,35
663989,2024,86.163,200,12
663989,2025,85.278125,32,1
663992,2024,89.24431818181819,528,39
663992,2025,87.66981132075472,265,12
664054,2024,82.3,4,3
664062,2025,88.14121510673235,609,7
664068,2025,38.575675675675676,37,1
664076,2024,90.16281588447653,1108,70
664076,2025,91.17407821229051,895,70
664079,2024,89.81560693641619,173,7
664079,2025,,0,1
664092,2024,88.09,10,2
664123,2024,85.0018181818182,55,3
664123,2025,84.85705128205129,156,11
664126,2024,91.67805212620028,729,50
664126,2025,92.10922768304914,997,64
664129,2024,93.5952380952381,147,6
664129,2025,88.55058139534884,172,8
664139,2024,90.1775,40,2
664139,2025,90.62926829268294,451,29
664141,2025,89.60597014925372,469,17
664192,2024,86.1949720670391,179,2
664192,2025,88.54931714719271,659,39
664199,2024,,0,1
664199,2025,90.85957918050941,903,54
664208,2024,82.85650080256822,1246,81
664208,2025,83.88052580331062,1027,64
664285,2024,88.45347826086957,2758,30
664285,2025,88.23076923076923,2977,33
664294,2025,88.22701754385965,285,18
664299,2024,84.09062980030723,651,9
664299,2025,86.4320907617504,617,8
664301,2024,,0,1
664350,2024,87.74300144300145,693,17
664351,2024,87.92635135135136,148,8
664351,2025,87.33840830449827,289,12
664353,2025,86.53571428571429,56,2
664744,2025,90.50681818181819,44,2
664747,2024,91.23613101330604,977,64
664747,2025,91.0147342995169,414,20
664776,2024,86.51815789473685,760,46
664849,2024,85.81321989528796,764,44
664849,2025,88.40050505050505,198,12
664854,2024,93.31173416407061,963,69
664854,2025,93.19206660137121,1020,61
664875,2024,89.86276978417266,1112,59
664875,2025,89.28601823708206,329,20
664901,2024,46.76,15,1
664948,2024,84.37543859649122,57,3
664948,2025,86.2872,125,7
664991,2025,91.36365384615384,520,23
665001,2024,86.32857142857144,21,2
665019,2024,54.74375,16,1
665019,2025,62.335,20,1
665048,2024,89.13571428571429,42,3
665152,2024,88.13804698295716,2171,26
665152,2025,87.58693392724574,2693,32
665167,2024,,0,2
665178,2024,89.1875,8,1
665620,2024,88.7457627118644,295,18
665620,2025,,0,1
665622,2024,91.37625,720,8
665625,2024,93.35283474065139,829,56
665625,2025,91.5058536585366,204,11
665645,2025,90.88378378378378,37,2
665660,2024,94.290625,32,2
665660,2025,95.11202614379084,765,38
665665,2025,89.53137254901962,51,2
665795,2024,92.12750865051903,1734,20
665795,2025,91.72846358792185,2252,26
665828,2024,59.375,12,1
665871,2024,87.41052009456264,2538,31
665871,2025,88.65784832451499,567,8
665896,2024,91.72411575562701,311,14
665996,2024,90.3529411764706,17,1
666120,2025,90.0334975369458,203,9
666121,2024,89.92,15,2
666121,2025,87.91875,16,2
666122,2024,89.17999999999999,5,1
666129,2024,86.43775510204082,588,7
666142,2024,89.6551598173516,3285,36
666142,2025,89.57590361445783,1162,15
666148,2025,88.98,15,1
666149,2024,58.641666666666666,36,3
666151,2024,89.87894736842105,19,1
666151,2025,89.02089552238806,67,4
666157,2024,89.74050429184548,1864,22
666157,2025,89.08614363778298,2562,31
666159,2024,88.91626297577855,578,7
666159,2025,86.60138888888889,72,1
666163,2024,67.33888888888889,36,1
666168,2025,90.70836820083682,239,14
666171,2024,91.59471153846154,208,13
666171,2025,90.51713221601489,1074,65
666197,2024,74.38181818181819,11,1
666200,2024,89.66472760849491,1083,12
666200,2025,90.95867124142234,3205,36
666201,2024,88.76116751269036,394,5
666202,2024,91.5,1,1
666204,2024,85.89718004338394,461,29
666204,2025,,0,1
666205,2024,88.55247524752474,808,24
666207,2024,90.2273381294964,139,6
666208,2024,92.87692307692308,39,1
666208,2025,92.78421052631579,19,1
666214,2024,88.11258477769404,1327,49
666214,2025,87.90736,1875,42
666215,2024,93.62872340425533,94,3
666215,2025,91.423828125,256,10
666277,2024,89.08614800759014,527,25
666277,2025,90.29706632653061,784,26
666301,2025,,0,2
666364,2024,90.11,10,2
666364,2025,89.64,30,1
666374,2025,89.17438775510203,980,62
666619,2024,93.14285714285714,112,8
666619,2025,92.05714285714286,161,11
666659,2024,88.6,2,1
666659,2025,89.54,185,9
666661,2025,96.01050295857988,676,45
666711,2024,97.0,2,1
666711,2025,97.16089552238806,335,20
666720,2024,91.40707762557078,438,19
666721,2024,87.46249999999999,48,1
666745,2024,92.42886115444618,641,27
666785,2025,88.48571428571428,7,2
666808,2024,93.55685413005273,1138,64
666808,2025,93.56005132591959,1168,75
666818,2024,91.04683544303796,237,14
666818,2025,91.47,10,1
666974,2024,93.66429961089493,1028,73
666974,2025,92.45583501006037,994,66
667280,2025,85.82307692307693,26,1
667297,2024,88.94627329192546,322,20
667297,2025,89.22150943396227,530,34
667356,2025,93.63333333333333,24,3
667414,2024,90.815,20,2
667427,2024,87.54285714285714,42,4
667434,2025,85.85882352941177,34,3
667463,2024,89.71801801801803,888,58
667463,2025,89.63693467336684,796,52
667478,2024,85.05,4,3
667725,2024,85.6048275862069,580,8
667725,2025,,0,2
667755,2024,94.26254315304948,1737,24
667755,2025,93.11586653047327,2937,33
668338,2024,85.08793650793652,945,60
668390,2024,91.16993006993006,286,13
668390,2025,91.99337641357027,619,33
668470,2024,92.50588235294117,17,1
668472,2024,78.77333333333333,15,1
668670,2025,63.4,49,4
668674,2024,93.60736253494873,1073,70
668674,2025,92.60362745098038,1020,64
668676,2024,86.36586538461538,208,3
668678,2024,88.42574669187145,2645,30
668678,2025,88.79747506234413,3208,34
668716,2024,,0,1
668716,2025,90.88019093078759,419,17
668719,2024,,0,2
668761,2025,,0,1
668800,2024,47.88611111111111,36,2
668820,2025,90.37959183673469,539,27
668831,2025,87.22500000000001,24,3
668834,2025,88.07668161434977,223,11
668868,2024,84.63358974358974,390,6
668869,2024,83.71904761904761,21,1
668873,2024,88.3940119760479,167,2
668874,2024,87.0125,39,1
668881,2024,92.69289894654702,2563,28
668881,2025,94.76544901065449,1971,22
668909,2024,91.34133522727274,1408,17
668909,2025,90.62764612954186,3165,34
668933,2024,93.01065573770492,1342,16
668933,2025,93.73899543378995,1095,64
668941,2024,89.36914225941422,955,69
668941,2025,88.08608949416342,1028,68
668942,2024,70.18888888888888,27,2
668943,2024,88.30045662100456,219,13
668964,2024,88.56958089229383,2218,29
668964,2025,88.7799531066823,853,24
668968,2024,88.57070938215104,437,26
668970,2024,90.10344827586206,29,1
668970,2025,91.4563953488372,172,7
668984,2024,89.91204819277108,166,6
668984,2025,91.18335183129855,901,50
668998,2024,,0,2
669001,2024,90.86666666666667,3,1
669001,2025,90.29444444444444,18,1
669020,2025,87.04841498559078,694,33
669022,2024,91.6369071476286,2994,33
669022,2025,89.84713001383126,2892,32
669060,2024,89.68387096774194,1643,36
669060,2025,88.12714285714286,910,22
669062,2024,90.74426356589147,1290,75
669062,2025,92.2248015873016,504,39
669081,2024,,0,2
669084,2024,87.62557544757033,782,15
669084,2025,89.33078231292517,588,20
669093,2024,92.6879781420765,1098,67
669093,2025,92.53832565284178,1302,81
669111,2024,89.21333333333334,180,10
669111,2025,91.42,15,1
669142,2024,,0,1
669145,2025,85.46153846153847,91,1
669160,2025,90.678418230563,2237,26
669165,2024,90.00934579439253,107,4
669169,2024,85.1388429752066,121,6
669188,2025,91.35333333333332,15,1
669192,2024,,0,1
669193,2025,90.85438596491228,57,3
669194,2024,91.08281565147236,2479,30
669194,2025,91.9014768752429,2573,35
669199,2024,89.4223602484472,161,10
669199,2025,89.77539353769676,1207,55
669203,2024,90.30525974025974,3080,35
669203,2025,90.66067101584342,1073,13
669205,2024,89.8736842105263,19,1
669211,2024,90.21259968102073,1254,68
669211,2025,89.94757009345794,1070,67
669212,2024,87.28135359116021,724,42
669212,2025,85.14090909090909,132,7
669247,2024,,0,1
669270,2024,91.60299401197605,167,9
669270,2025,87.885,20,1
669276,2024,87.04880273660206,877,56
669276,2025,88.59184043517679,1102,76
669298,2025,88.98181818181818,22,1
669302,2024,90.31742274819197,3042,35
669302,2025,88.85637314032971,2487,31
669308,2024,92.41422222222222,225,9
669308,2025,91.29757085020243,494,19
669310,2024,,0,1
669330,2024,86.57027027027027,259,5
669330,2025,88.69590643274854,342,4
669358,2024,90.61111111111111,1206,14
669358,2025,91.54801470588235,2718,31
669371,2025,89.52699069286453,967,57
669372,2024,89.67751937984495,515,8
669372,2025,90.8464126984127,1575,24
669373,2024,92.06725935009197,3261,36
669373,2025,93.25549689440994,3220,36
669387,2024,91.65057736720554,866,40
669387,2025,91.46224430157802,1711,35
669391,2024,90.09565217391305,69,3
669391,2025,87.52597402597402,154,4
669395,2024,91.41875,16,1
669395,2025,,0,1
669416,2024,86.2046511627907,43,3
669422,2024,90.08073394495413,327,17
669422,2025,90.1634765625,512,10
669431,2024,,0,1
669432,2024,88.320925205361,2313,26
669432,2025,88.82083589428396,1627,18
669434,2024,,0,3
669434,2025,88.74285714285715,14,1
669437,2024,,0,2
669438,2024,88.27395577395578,407,13
669438,2025,88.78887381275442,737,31
669443,2024,92.04666666666667,15,1
669449,2025,86.47500000000001,44,3
669450,2025,77.63529411764705,17,1
669456,2024,88.42710843373494,166,4
669456,2025,88.09685863874346,955,12
669459,2024,86.38410256410258,195,14
669459,2025,85.25581395348837,86,5
669461,2024,90.88102849200834,1439,63
669461,2025,88.79043023723361,2487,31
669467,2024,91.44335347432025,1985,32
669467,2025,90.23115812119039,2789,32
669618,2025,86.6,4,1
669620,2024,87.47028571428571,350,7
669620,2025,88.60291262135922,206,11
669622,2024,90.34689092762487,981,62
669622,2025,88.53770086526576,808,53
669639,2024,89.675,4,1
669668,2024,88.39230769230768,13,1
669674,2024,87.40698576972834,771,50
669674,2025,87.26806039488967,861,44
669684,2025,85.77592267135326,569,23
669697,2024,91.63,10,1
669704,2024,91.39999999999999,14,1
669704,2025,91.17167487684728,406,25
669707,2025,51.82608695652174,23,1
669711,2024,88.45996275605214,1072,66
669711,2025,90.22999999999999,1080,75
669713,2024,88.70827137546469,1075,30
669713,2025,88.28464566929134,508,6
669717,2025,51.05769230769231,26,1
669721,2024,86.47185039370078,508,6
669721,2025,86.09180327868852,183,3
669722,2025,65.07857142857144,14,1
669724,2024,92.66405959031657,537,24
669724,2025,93.49238377843719,1011,59
669735,2025,87.28684210526316,38,1
669796,2024,85.83786407766989,103,8
669854,2024,88.23251919050942,2865,33
669854,2025,87.03493064312737,793,10
669912,2024,89.35380710659899,196,12
669920,2025,85.50071884984025,1252,19
669923,2024,91.86019548365353,2967,35
669923,2025,91.95664570230608,2385,27
669947,2025,88.92207792207792,154,2
669952,2024,89.6065953654189,561,15
669993,2025,85.89655172413794,29,1
670032,2025,64.275,8,1
670036,2024,88.31584415584415,385,19
670036,2025,88.48798076923077,832,64
670046,2024,85.64590570719604,403,7
670059,2024,89.93901035673187,869,55
670059,2025,91.37455268389662,503,26
670090,2025,,0,1
670102,2024,86.57427838357921,1558,28
670102,2025,86.97322530864197,1296,16
670103,2024,87.064,25,1
670109,2025,92.52857142857144,21,3
670124,2024,89.18899328859061,745,10
670154,2024,,0,1
670156,2025,52.4,23,1
670161,2024,86.42105263157895,57,4
670167,2024,88.43323013415893,969,65
670167,2025,89.4177536231884,1104,78
670174,2024,91.65382165605095,1256,43
670174,2025,91.96425120772946,207,7
670183,2025,92.74285714285713,21,2
670219,2024,88.18717948717949,39,2
670223,2024,57.03513513513514,37,1
670241,2024,85.25719844357977,257,4
670242,2024,45.2952380952381,21,1
670245,2024,,0,1
670246,2025,,0,1
670280,2024,91.8664767331434,1053,64
670280,2025,88.97555938037867,1162,73
670329,2025,89.89726962457338,586,29
670389,2024,84.74,10,1
670389,2025,84.24166666666666,36,3
670766,2024,85.47101990049751,804,14
670766,2025,85.45116279069768,86,3
670810,2024,89.86688741721854,151,9
670810,2025,90.27176470588236,170,5
670871,2024,93.58829431438127,299,18
670871,2025,92.19166666666666,24,1
670897,2025,,0,1
670912,2025,89.42330827067669,665,9
670950,2024,85.18081861958267,1246,57
670950,2025,86.96551724137932,116,7
670955,2024,90.46081460674156,712,31
670955,2025,90.73404605263158,1216,73
670970,2024,92.49928507596067,1119,63
670970,2025,94.50504587155963,1090,81
670990,2024,89.03886883273165,831,40
670990,2025,90.27959814528593,647,26
671096,2024,88.26069438491214,2333,25
671096,2025,87.87401801801802,2775,31
671106,2024,86.24612612612611,1665,22
671106,2025,85.58050941306756,2709,31
671109,2024,89.1711111111111,45,1
671109,2025,88.63576158940397,302,8
671111,2024,83.96347517730497,282,9
671111,2025,84.49411764705883,153,5
671131,2024,90.18273381294964,139,3
671131,2025,90.91740088105728,1361,67
671162,2025,87.05060975609756,164,4
671212,2024,93.33933747412009,966,15
671212,2025,94.90214132762313,934,15
671220,2024,,0,1
671220,2025,,0,2
671305,2024,92.63893510815308,601,36
671305,2025,92.85950413223141,121,6
671345,2024,94.05126050420168,952,73
671345,2025,90.71666666666667,18,3
671382,2025,90.48620689655172,29,1
671737,2024,92.109197907585,2294,25
671737,2025,91.88613569321534,2373,28
671922,2024,93.04191121143717,1329,86
671922,2025,93.50238663484487,1257,82
672078,2024,89.56666666666668,21,1
672078,2025,87.05454545454546,11,1
672277,2024,91.38,10,1
672277,2025,85.64,10,1
672282,2024,87.89343465045593,1645,19
672282,2025,88.77121771217712,1084,63
672335,2024,91.2945434298441,898,64
672335,2025,91.06361607142857,448,20
672376,2025,,0,1
672391,2024,93.3639344262295,366,23
672391,2025,92.11218274111674,788,49
672405,2024,91.5,11,1
672456,2024,88.75172626387176,1622,22
672456,2025,88.76814814814814,1620,24
672550,2024,,0,1
672552,2024,86.68620689655172,232,5
672578,2024,92.60464285714285,560,27
672578,2025,92.66895674300255,786,42
672582,2024,92.87497575169739,1030,67
672582,2025,92.63984168865436,1137,72
672710,2024,89.23562119895743,1150,52
672710,2025,89.73133640552996,217,7
672712,2024,82.7102564102564,39,1
672724,2025,38.96,40,2
672730,2024,,0,1
672782,2024,86.60981308411215,214,5
672782,2025,89.17933104631219,1166,23
672836,2024,90.11724137931034,29,2
672839,2024,88.76666666666667,6,2
672841,2024,,0,2
672841,2025,95.88239436619718,1276,80
672851,2024,91.05280898876404,178,8
672851,2025,89.37916666666666,24,1
672860,2024,92.01235632183908,348,17
673380,2024,91.85892514395394,521,25
673380,2025,92.65625,208,12
673394,2025,84.12666666666668,15,2
673395,2025,,0,1
673513,2024,88.20631970260223,1076,66
673513,2025,87.40424187725631,1108,65
673540,2024,89.22011834319527,168,4
673540,2025,87.7142782152231,1902,23
673820,2025,90.21147540983605,61,2
673929,2024,91.77700170357751,587,37
673929,2025,92.17777777777778,1161,71
673965,2025,90.48073394495412,109,7
674003,2024,84.94659863945579,1175,16
674072,2024,85.5539489671932,823,11
674072,2025,83.31214953271028,107,2
674175,2024,,0,1
674285,2024,91.57520161290323,494,26
674285,2025,92.25456171735242,559,33
674370,2024,90.89640151515152,1056,16
674370,2025,90.6356263577118,1380,27
674384,2025,94.05112781954887,266,12
674444,2024,94.66463414634147,82,6
674444,2025,94.89314641744548,642,47
674841,2025,85.97074340527578,417,5
674944,2024,85.09183673469387,294,22
674944,2025,84.69212121212122,165,10
675512,2025,92.32849807445442,779,20
675527,2024,,0,1
675540,2024,86.83474178403756,639,16
675540,2025,82.96964285714286,56,4
675627,2024,89.51,860,41
675650,2024,90.42384615384616,260,5
675650,2025,92.17610619469026,113,6
675660,2025,,0,1
675848,2025,92.20772811918064,1074,55
675911,2024,90.24101123595506,178,4
675911,2025,89.52682464454976,2110,25
675916,2025,86.3943661971831,71,3
675919,2025,86.4,27,2
675921,2024,88.21975088967972,562,11
675976,2024,88.39999999999999,14,1
675977,2024,90.08333333333333,24,2
675989,2024,89.86273885350319,313,21
675989,2025,89.4475,40,1
676012,2025,,0,2
676051,2025,88.97471264367816,87,3
676070,2025,48.083333333333336,6,1
676083,2024,90.21371428571429,175,6
676083,2025,88.19272510435302,1677,22
676092,2024,88.92464589235128,706,46
676092,2025,87.2522504892368,511,27
676105,2024,90.80225988700565,354,13
676106,2024,90.33829588014981,1068,14
676106,2025,91.08727621483376,1564,25
676130,2024,90.24262536873157,1356,36
676130,2025,90.64851217312894,1109,57
676206,2025,88.14538461538461,130,5
676221,2024,,0,1
676249,2025,89.02962962962964,27,1
676252,2024,,0,1
676254,2024,90.31375404530745,1236,79
676254,2025,91.40773694390717,1034,72
676263,2025,89.39415584415585,1232,72
676272,2024,91.09244767970883,1099,14
676272,2025,89.94741379310345,116,2
676282,2024,84.97417654808959,759,12
676282,2025,84.35317414094351,1717,38
676333,2025,88.436,25,1
676362,2024,90.41428571428571,7,1
676391,2024,70.0625,16,1
676393,2024,91.42999999999999,10,2
676395,2024,90.89769539078156,998,75
676395,2025,90.83552631578948,988,75
676428,2024,88.74504391468005,797,13
676428,2025,88.33201793721973,1115,50
676433,2024,,0,1
676440,2024,88.79569993722535,3186,37
676440,2025,88.18199687987519,3205,34
676442,2025,87.8711111111111,45,1
676454,2024,89.45818181818181,55,2
676454,2025,91.53846153846153,13,1
676464,2024,,0,1
676467,2025,85.93824948311509,1451,20
676475,2025,51.24285714285714,7,1
676477,2024,86.14097938144329,388,6
676477,2025,89.80994295028525,1227,65
676498,2024,89.61200000000001,50,1
676502,2025,91.8,1,1
676508,2024,89.56542750929367,269,7
676508,2025,89.53446940356314,1291,47
676510,2024,,0,1
676510,2025,89.2423076923077,26,1
676534,2024,91.40982776089159,987,53
676534,2025,91.4803127874885,1087,67
676568,2024,91.71777777777778,45,4
676570,2024,85.15555555555555,9,1
676571,2024,89.89999999999999,3,1
676571,2025,85.45079365079366,441,29
676596,2024,86.70343698854337,611,28
676596,2025,86.52666666666667,15,1
676604,2024,90.348,75,3
676604,2025,88.70708661417322,254,12
676609,2025,72.8607142857143,28,1
676614,2024,86.04304812834224,374,6
676617,2024,91.190625,224,12
676617,2025,92.488654353562,758,42
676620,2024,,0,1
676661,2024,89.38007518796992,266,15
676661,2025,89.78931888544892,646,36
676664,2024,85.79658353262727,2927,33
676664,2025,85.95390156062425,2499,29
676679,2025,36.0375,32,4
676680,2024,83.32229102167182,323,18
676680,2025,82.9,64,2
676684,2024,93.41397683397683,1295,78
676684,2025,94.10729247478666,1289,72
676689,2024,96.13333333333333,6,1
676697,2025,87.50526315789473,19,1
676701,2025,78.175,16,1
676702,2024,91.34412265758093,587,37
676702,2025,92.10311614730878,353,16
676710,2024,86.78823946156571,2823,35
676714,2024,88.04378378378378,370,17
676714,2025,,0,1
676724,2025,63.08181818181818,11,1
676742,2024,,0,2
676742,2025,91.6312925170068,147,6
676755,2024,91.09850746268657,134,5
676755,2025,92.06587795765877,802,45
676760,2024,87.66179245283018,424,18
676760,2025,88.902734375,255,10
676775,2024,91.67733175914994,847,14
676775,2025,92.34647887323943,213,8
676801,2025,68.4962962962963,54,3
676879,2024,89.9304794520548,584,16
676879,2025,91.94848484848485,1188,50
676881,2024,,0,1
676881,2025,89.27272727272727,22,1
676907,2024,,0,2
676917,2025,92.46852791878172,788,10
676961,2024,86.10535714285713,112,3
676961,2025,88.43437908496732,765,27
676962,2024,92.7831566548881,849,17
676962,2025,92.16132075471698,1802,27
676969,2024,91.4559405940594,202,17
676969,2025,91.98085106382979,47,1
676974,2024,90.32706611570248,968,11
676974,2025,91.13432971014493,1104,13
676979,2024,93.94705636743215,2395,33
676979,2025,92.27134730538921,3340,35
676987,2024,91.26111111111112,18,1
677020,2024,89.8786046511628,215,10
677020,2025,88.17058823529412,102,5
677053,2024,89.50101214574899,988,63
677076,2024,86.0327868852459,61,3
677161,2024,88.74378265412749,957,49
677161,2025,90.09541734860885,611,31
677312,2025,86.9695652173913,23,1
677334,2025,83.525,8,1
677352,2024,,0,2
677649,2025,41.532,25,4
677651,2025,84.77735849056603,106,2
677865,2024,84.92929292929293,99,10
677865,2025,85.02943722943722,231,17
677916,2024,,0,2
677916,2025,85.475,8,2
677944,2024,88.90804953560371,1291,21
677944,2025,88.38782567503553,2110,24
677952,2025,92.52858439201452,1102,26
677955,2024,91.81324503311258,151,9
677955,2025,91.80247148288973,526,31
677958,2024,90.97293577981651,218,3
677958,2025,90.6878240377062,1273,16
677960,2024,90.41065683646113,1492,17
677960,2025,91.31909476661951,707,9
677961,2025,92.65128205128205,39,1
677976,2024,87.17540983606557,183,5
677976,2025,87.60506329113925,79,1
678011,2025,69.95454545454545,11,1
678013,2024,95.63333333333333,12,3
678020,2024,95.0467336683417,199,13
678020,2025,95.4410635155096,677,46
678022,2025,91.64505494505495,637,12
678024,2025,89.41919905771495,1697,48
678061,2024,88.53446475195821,383,10
678215,2024,84.625,4,1
678215,2025,86.82705314009662,207,7
678226,2024,92.49596774193549,372,17
678226,2025,92.42370990237099,717,42
678255,2025,96.66666666666667,3,1
678279,2024,88.73333333333333,9,1
678316,2025,87.4546875,128,3
678368,2024,83.28080438756855,1094,13
678368,2025,84.53397988505748,1392,33
678394,2024,91.00614066404856,2801,32
678394,2025,91.33911926605505,2725,30
678478,2024,,0,2
678493,2025,89.50833333333333,12,1
678495,2024,91.94607508532424,879,35
678495,2025,92.55203725261933,859,54
678576,2024,91.14102564102564,39,2
678576,2025,86.59318181818182,44,3
678606,2024,95.60125786163523,476,31
678606,2025,94.97250409165302,1222,76
678620,2024,,0,1
678692,2024,91.57755775577557,303,17
678692,2025,90.50724762726487,1158,70
678713,2024,87.7235294117647,17,1
678725,2024,,0,2
