pitcher_id,year,avg_fastball_velo,pitches_thrown,games
573204,2025,85.77917133258678,893,74
573262,2024,50.306896551724144,29,1
573262,2025,63.53333333333334,21,1
579328,2024,90.43439787092481,3006,33
579328,2025,88.52514142049026,3182,34
592094,2024,88.79991941982271,1241,83
592094,2025,87.2786643538595,1153,69
592155,2024,89.80084151472651,713,46
592155,2025,89.18468899521531,627,43
592169,2024,89.97083333333335,48,3
592254,2025,84.57029702970297,101,1
592288,2024,84.52558823529412,340,13
592332,2024,90.31489726027397,2920,32
592332,2025,89.7652136994056,3533,39
592351,2024,90.97085643869379,1620,23
592351,2025,90.60619047619048,210,6
592426,2024,89.22413431269675,952,56
592426,2025,89.05319148936171,846,57
592454,2024,88.58880179171332,893,59
592454,2025,87.62371505861135,1108,73
592473,2024,84.725,4,1
592662,2024,90.67570422535212,568,7
592662,2025,89.59939528962444,3142,34
592712,2024,88.63333333333333,6,1
592716,2024,87.515,40,2
592741,2024,84.13333333333334,36,4
592767,2024,86.31614434947768,1053,53
592773,2024,94.29795918367347,1127,73
592773,2025,94.02060717571297,1087,67
592779,2024,93.00165562913908,302,19
592779,2025,93.67065573770492,610,44
592791,2024,86.88836085380588,2483,28
592791,2025,86.85482497634816,2114,26
592826,2025,88.71818181818182,55,2
592836,2024,86.98543554006969,1435,20
592836,2025,87.42555555555556,2250,37
592848,2025,89.85714285714286,14,1
592866,2024,84.24780269058296,1115,15
592866,2025,83.20462707182321,1448,19
593334,2024,86.3372654155496,373,7
593423,2024,91.66273199703043,2693,33
593423,2025,90.58220338983051,708,9
593576,2024,88.52958984375,1024,66
593576,2025,87.98886861313869,548,38
593833,2024,87.21739130434783,23,2
593833,2025,90.34929577464789,142,5
593934,2024,79.06666666666666,3,1
593958,2024,89.60599769319492,866,11
593958,2025,89.42435272045027,2665,30
593974,2024,91.67861635220126,636,47
593974,2025,91.85491183879093,1190,77
594577,2024,88.57333333333332,15,1
594580,2024,89.27676282051281,624,50
594580,2025,86.57473958333333,384,26
594798,2024,93.13720930232559,172,3
594798,2025,93.03159430864648,2741,32
594835,2024,85.33523238380809,667,9
594902,2024,86.1302382908792,2432,30
594902,2025,86.41015299026425,719,11
595014,2024,89.79625779625779,962,59
595014,2025,90.07630331753555,633,43
595345,2024,85.5705621301775,676,47
595345,2025,85.55312500000001,1088,72
595881,2024,87.00679611650484,308,15
595897,2024,93.77824427480917,262,15
595897,2025,91.38674698795181,83,5
595928,2024,91.08169014084507,71,7
595928,2025,91.8057003257329,614,34
595978,2024,64.95,20,1
595978,2025,70.77142857142857,56,3
596001,2024,87.49618239660657,943,25
596001,2025,86.43371783496008,1127,62
596103,2025,38.760000000000005,10,1
596112,2025,88.74897959183674,147,12
596117,2024,59.31384615384616,65,4
596133,2024,92.53698795180722,1660,76
596133,2025,92.50971223021583,1112,70
596142,2025,74.66842105263159,19,1
596271,2024,82.9054054054054,74,2
596271,2025,83.0445652173913,276,7
596295,2024,84.5153076352854,2698,32
596295,2025,83.10940940940941,999,13
598264,2024,86.24719101123596,267,18
598286,2024,82.86260162601626,246,10
600853,2025,,0,1
600917,2024,89.47138184791497,1223,67
600917,2025,88.61742424242425,264,14
600986,2024,94.02249322493226,737,30
601713,2024,87.9721411192214,2466,29
601713,2025,88.02616201859229,3012,33
605121,2024,90.84603174603174,945,58
605121,2025,87.35897435897436,39,3
605130,2024,83.70499021526419,1022,66
605130,2025,85.44577677224737,1326,77
605135,2024,86.37903691813804,3115,33
605135,2025,85.90770460358056,3128,41
605138,2025,87.27326732673268,101,2
605154,2024,88.2017578125,1023,61
605154,2025,88.30420841683367,499,25
605155,2024,88.13657289002558,391,19
605155,2025,87.68478260869566,46,4
605156,2024,88.65558312655087,403,6
605177,2024,87.33656792645557,979,64
605177,2025,86.03541033434651,658,46
605182,2024,87.41452145214521,303,4
605182,2025,88.65182926829269,164,12
605200,2024,,0,1
605218,2024,85.22500000000001,12,3
605218,2025,87.54888888888888,90,4
605242,2025,89.49777777777778,90,4
605280,2024,91.84608294930877,1302,83
605280,2025,89.3468465311843,2852,35
605288,2024,88.9110460251046,1195,24
605288,2025,90.71266598569969,1958,22
605335,2024,83.25299145299145,117,2
605335,2025,,0,1
605347,2024,91.23368794326241,846,55
605347,2025,89.88552971576226,387,27
605397,2024,87.04858548585486,1626,20
605400,2024,86.7783840190817,3354,35
