fpr,tpr,threshold
0.3275,0.3832,0.4792
0.3325,0.3832,0.4772
0.3325,0.3922,0.4769
0.335,0.3922,0.4769
0.335,0.3982,0.4765
0.34,0.3982,0.4762
0.34,0.4042,0.4759
0.345,0.4042,0.4747
0.345,0.4072,0.474
0.3475,0.4072,0.474
0.3475,0.4102,0.4731
0.35,0.4102,0.473
0.35,0.4132,0.4729
0.3525,0.4132,0.4728
0.3525,0.4162,0.4728
0.36,0.4162,0.4726
0.36,0.4222,0.472
0.3675,0.4222,0.4716
0.3675,0.4251,0.4715
0.3725,0.4251,0.4712
0.3725,0.4281,0.4711
0.375,0.4281,0.471
0.375,0.4341,0.4703
0.3775,0.4341,0.4702
0.3775,0.4371,0.4701
0.3825,0.4371,0.4695
0.3825,0.4431,0.4692
0.3925,0.4431,0.4686
0.3925,0.4521,0.4681
0.395,0.4521,0.4678
0.395,0.4551,0.4669
0.4025,0.4551,0.4662
0.4025,0.4611,0.466
0.4075,0.4611,0.4655
0.4075,0.4731,0.4646
0.41,0.4731,0.4646
0.41,0.476,0.4646
0.415,0.476,0.4643
0.415,0.485,0.4637
0.4175,0.485,0.4636
0.4175,0.488,0.4635
0.42,0.488,0.4633
0.42,0.494,0.4632
0.4225,0.494,0.463
0.4225,0.5,0.4629
0.4275,0.5,0.4625
0.4275,0.503,0.4624
0.43,0.503,0.4623
0.43,0.512,0.4607
0.4325,0.512,0.4606
0.4325,0.521,0.4599
0.435,0.521,0.4598
0.435,0.524,0.4597
0.44,0.524,0.4595
0.44,0.5269,0.4592
0.4425,0.5269,0.4591
0.4425,0.5359,0.4579
0.445,0.5359,0.4579
0.445,0.5389,0.4576
0.45,0.5389,0.457
0.45,0.5419,0.4569
0.455,0.5419,0.4568
0.455,0.5479,0.4565
0.465,0.5479,0.4561
0.465,0.5539,0.4549
0.4675,0.5539,0.4544
0.4675,0.5569,0.4542
0.47,0.5569,0.4542
0.47,0.5599,0.4542
0.4725,0.5599,0.4538
0.4725,0.5659,0.4532
0.4825,0.5659,0.4526
0.4825,0.5719,0.4522
0.4875,0.5719,0.4521
0.4875,0.5808,0.4519
0.4975,0.5808,0.4515
0.4975,0.5838,0.451
0.5025,0.5838,0.4506
0.5025,0.5928,0.4496
0.505,0.5928,0.4494
0.505,0.5958,0.4493
0.5075,0.5958,0.4489
0.5075,0.5988,0.4486
0.5125,0.5988,0.4484
0.5125,0.6048,0.4482
0.5325,0.6048,0.4473
0.5325,0.6078,0.4472
0.545,0.6078,0.4461
0.545,0.6138,0.446
0.55,0.6138,0.4457
0.55,0.6168,0.4452
0.5525,0.6168,0.4444
0.5525,0.6198,0.4444
0.555,0.6198,0.4443
0.555,0.6228,0.4443
0.56,0.6228,0.4442
0.56,0.6317,0.4438
0.5625,0.6317,0.4436
0.5625,0.6347,0.4433
0.565,0.6347,0.4433
0.565,0.6377,0.4428
0.57,0.6377,0.4425
0.57,0.6497,0.4414
0.5725,0.6497,0.4409
0.5725,0.6647,0.4402
0.575,0.6647,0.4399
0.575,0.6677,0.4399
0.5775,0.6677,0.4399
0.5775,0.6707,0.4398
0.5825,0.6707,0.4392
0.5825,0.6737,0.4389
0.59,0.6737,0.4385
0.59,0.6766,0.4385
0.5975,0.6766,0.4381
0.5975,0.6826,0.4378
0.6,0.6826,0.4376
0.6,0.6856,0.4373
0.6125,0.6856,0.4365
0.6125,0.6916,0.4362
0.62,0.6916,0.4359
0.62,0.6976,0.4357
0.6225,0.6976,0.4356
0.6225,0.7006,0.4352
0.625,0.7006,0.4352
0.625,0.7036,0.4349
0.6375,0.7036,0.4336
0.6375,0.7096,0.4336
0.6475,0.7096,0.4331
0.6475,0.7126,0.4329
0.66,0.7126,0.4317
0.66,0.7275,0.4304
0.665,0.7275,0.4292
0.665,0.7395,0.4285
0.6675,0.7395,0.4284
0.6675,0.7425,0.4284
0.6775,0.7425,0.4272
0.6775,0.7455,0.427
0.685,0.7455,0.4266
0.685,0.7515,0.4259
0.6925,0.7515,0.4249
0.6925,0.7575,0.4244
0.695,0.7575,0.4244
0.695,0.7605,0.4236
0.7,0.7605,0.4219
0.7,0.7695,0.4213
0.7025,0.7695,0.421
0.7025,0.7725,0.4207
0.705,0.7725,0.4204
0.705,0.7754,0.4202
0.7075,0.7754,0.4193
0.7075,0.7814,0.4192
0.71,0.7814,0.4187
0.71,0.7844,0.4187
0.7125,0.7844,0.4184
0.7125,0.7874,0.4184
0.715,0.7874,0.4181
0.715,0.7964,0.4177
0.7225,0.7964,0.4166
0.7225,0.8024,0.4163
0.735,0.8024,0.414
0.735,0.8054,0.414
0.74,0.8054,0.4132
0.74,0.8084,0.4128
0.7425,0.8084,0.4125
0.7425,0.8114,0.4124
0.7525,0.8114,0.4111
0.7525,0.8144,0.4109
0.755,0.8144,0.4108
0.755,0.8234,0.4102
0.7725,0.8234,0.4077
0.7725,0.8293,0.4072
0.7775,0.8293,0.4069
0.7775,0.8353,0.4066
0.78,0.8353,0.4062
0.78,0.8413,0.4054
0.795,0.8413,0.4036
0.795,0.8473,0.4031
0.8025,0.8473,0.4011
0.8025,0.8533,0.4
0.8075,0.8533,0.3998
0.8075,0.8563,0.3996
0.8125,0.8563,0.3993
0.8125,0.8593,0.3993
0.8175,0.8593,0.399
0.8175,0.8653,0.3988
0.83,0.8653,0.3972
0.83,0.8743,0.3964
0.8325,0.8743,0.3959
0.8325,0.8772,0.3958
0.835,0.8772,0.3954
0.835,0.8802,0.3944
0.8375,0.8802,0.3943
0.8375,0.8832,0.3943
0.84,0.8832,0.3942
0.84,0.8892,0.3933
0.8475,0.8892,0.391
0.8475,0.8922,0.3902
0.8575,0.8922,0.3882
0.8575,0.8982,0.3878
0.8825,0.8982,0.3854
0.8825,0.9042,0.3832
0.885,0.9042,0.3828
0.885,0.9072,0.3824
0.8875,0.9072,0.3822
0.8875,0.9102,0.3812
0.895,0.9102,0.3793
0.895,0.9222,0.3789
0.8975,0.9222,0.3788
0.8975,0.9281,0.3784
0.9075,0.9281,0.3742
0.9075,0.9311,0.3728
0.91,0.9311,0.3715
0.91,0.9341,0.3708
0.915,0.9341,0.3707
0.915,0.9371,0.3694
0.9175,0.9371,0.369
0.9175,0.9491,0.365
0.92,0.9491,0.3646
0.92,0.9521,0.3636
0.9325,0.9521,0.3557
0.9325,0.9551,0.3524
0.94,0.9551,0.3467
0.94,0.9581,0.3459
0.945,0.9581,0.3364
0.945,0.9641,0.3295
0.95,0.9641,0.2928
0.95,0.9701,0.2891
0.96,0.9701,0.2798
0.96,0.982,0.2749
0.9725,0.982,0.2527
0.9725,0.985,0.2515
0.975,0.985,0.2506
0.975,0.988,0.2475
0.9875,0.988,0.237
0.9875,0.997,0.2259
1.0,0.997,0.191
1.0,1.0,0.1723
