feature,importance_mean,importance_std
home_L10_ra,0.0022808825149094438,0.0021970728604447896
wind_mph,0.0014578998924722364,0.0006800387031559966
away_k_rate,0.0013162169541044543,0.002189218119772748
home_bat_iso,0.0011472713072609776,0.0005923176088969618
away_bb_rate,0.0011061722757926384,0.0005927187767294276
away_fip,0.000986468873941615,0.000531631803919336
away_hard_hit_pct,0.0008214747463452521,0.0009710593287062826
away_bat_woba,0.0006827558200616535,0.0028955370456671702
home_bat_hard_hit_pct,0.0006304456579394379,0.00041504472234937925
away_xwoba_against,0.0006075499129478912,0.0006217863501496365
away_L10_wr,0.0005465763331072071,0.000493771861554439
away_L10_ra,0.00046884773136053327,0.00034798006891775026
away_bat_iso,0.00025513607990937934,0.00035873615917256506
home_days_rest,0.00024160739931166074,0.00028376959032776097
home_bb_rate,0.00021401555611244572,0.00046796405207953873
home_xwoba_against,0.0001589615242412634,0.00012901536481522782
home_bat_k_rate,0.00012515029902241404,0.0007299081917293902
home_hr_rate,0.00012330418302564095,0.00019994933596068345
away_hr_rate,6.015881414018764e-05,0.00024240997245343827
home_is_lefty,0.0,0.0
away_is_lefty,0.0,0.0
is_dome,0.0,0.0
is_coors,0.0,0.0
away_fb_velo,-1.25851218387818e-05,0.0003979143249366907
away_days_rest,-1.9212648097088893e-05,6.220155847196542e-05
home_hard_hit_pct,-3.833622749938037e-05,0.0002851756097129828
home_L10_wr,-4.523581702812196e-05,0.0002753751308214716
home_fip,-5.6437822920107906e-05,0.0005975494436789613
home_fb_velo,-0.00012246467193790522,0.001082145332865199
away_L10_rs,-0.0001431866539032267,0.0005568777422888599
away_bat_hard_hit_pct,-0.00016261500437051435,0.0002655690324020618
home_k_rate,-0.00021239793842129374,0.0005646187879221153
away_bat_k_rate,-0.00024392338075998054,0.0005098797252959421
temp_f,-0.0002457409933497745,0.00014481743700418736
home_L10_rs,-0.00028088290493412106,0.0002788727287856322
park_factor,-0.00043724647031279096,0.00042088815236361696
wind_out_factor,-0.00044857805516479443,0.00038364750218846836
home_bat_woba,-0.0005622969686287504,0.0002468297573902775
