feature,gain,gain_rank,permutation_importance,permutation_rank,mean_abs_shap,shap_rank,lofo_log_loss_delta,lofo_auc_delta,lofo_rank,mean_rank
home_L10_ra,420.1282398700714,6,0.0022808825149094438,1,0.03952357375236671,3,-0.009437,0.021325,1.0,2.75
wind_mph,464.9575901031494,4,0.0014578998924722364,2,0.013562260998454355,8,-0.008866,0.0183,2.0,4.0
home_bat_iso,470.70350766181946,3,0.0011472713072609776,4,0.018860664397766187,7,0.004954,-0.025938,3.0,4.25
away_k_rate,751.9964802265167,1,0.0013162169541044543,3,0.06611510548693786,1,0.001089,-0.008016,14.0,4.75
away_bat_woba,667.2568702697754,2,0.0006827558200616535,8,0.05584140963390439,2,-0.003066,-0.00363,9.0,5.25
away_hard_hit_pct,394.3573794364929,7,0.0008214747463452521,7,0.026913065430510433,4,-0.003683,0.011192,6.0,6.0
home_bat_hard_hit_pct,449.3590211868286,5,0.0006304456579394379,9,0.013044732006989263,9,-0.001891,0.006655,11.0,8.5
away_bb_rate,349.8136601448059,9,0.0011061722757926384,5,0.010461170828363153,17,0.000301,-0.006655,18.0,12.25
away_L10_rs,347.49501037597656,10,-0.0001431866539032267,25,0.012244525571188863,10,-0.004619,0.005445,4.0,12.25
away_xwoba_against,240.7765805721283,24,0.0006075499129478912,10,0.011876104881656142,11,-0.003269,0.009377,7.0,13.0
home_bat_k_rate,283.5354323387146,15,0.00012515029902241404,26,0.0251954829105203,5,0.002655,-0.010284,10.0,14.0
home_fb_velo,390.2612907886505,8,-0.00012246467193790522,28,0.02189674839679628,6,-0.000883,0.001361,15.0,14.25
wind_out_factor,265.84645080566406,19,-0.00044857805516479443,14,0.0106292030030506,15,-0.001745,-0.005747,12.0,15.0
temp_f,296.0877013206482,14,-0.0002457409933497745,18,0.010575553224422338,16,,,,16.0
park_factor,337.60974073410034,11,-0.00043724647031279096,15,0.0063644076206089495,24,,,,16.67
away_fip,227.27662992477417,25,0.000986468873941615,6,0.009463060970764556,19,0.000373,-0.002269,17.0,16.75
away_L10_ra,224.4098002910614,26,0.00046884773136053327,13,0.009431004344885323,20,-0.003114,0.001059,8.0,16.75
home_k_rate,303.562940120697,13,-0.00021239793842129374,22,0.010797498602227094,14,-0.000262,-0.003781,19.0,17.0
away_fb_velo,336.07806062698364,12,-1.25851218387818e-05,34,0.01105633291208139,13,-0.001629,0.002117,13.0,18.0
away_L10_wr,241.6511414051056,23,0.0005465763331072071,12,0.009483983289661315,18,4.7e-05,-0.013612,20.0,18.25
home_bat_woba,221.3153611421585,27,-0.0005622969686287504,11,0.004667740218549392,31,-0.004363,0.003781,5.0,18.5
home_fip,258.6307290792465,20,-5.6437822920107906e-05,30,0.011193256778891722,12,-0.000855,-0.003176,16.0,19.5
home_bb_rate,278.1759309768677,16,0.00021401555611244572,21,0.00796325567353841,22,,,,19.67
away_bat_k_rate,272.9163489341736,17,-0.00024392338075998054,19,0.005543780473925276,27,,,,21.0
away_bat_iso,254.11606001853943,22,0.00025513607990937934,17,0.0055887008543708955,26,,,,21.67
away_bat_hard_hit_pct,258.5527597665787,21,-0.00016261500437051435,23,0.007270874000017426,23,,,,22.33
home_days_rest,172.5834083557129,28,0.00024160739931166074,20,0.00921468112121987,21,,,,23.0
home_hard_hit_pct,268.3445488214493,18,-3.833622749938037e-05,32,0.005819289245978459,25,,,,25.0
home_L10_rs,116.76475954055786,32,-0.00028088290493412106,16,0.0029359336905057714,33,,,,27.0
home_hr_rate,130.08386945724487,29,0.00012330418302564095,27,0.00529121579576401,28,,,,28.0
home_xwoba_against,118.91945910453796,31,0.0001589615242412634,24,0.004898397291772171,29,,,,28.0
home_L10_wr,124.47272157669067,30,-4.523581702812196e-05,31,0.004826783209395697,30,,,,30.33
away_hr_rate,104.91826963424683,33,6.015881414018764e-05,29,0.004045081306110105,32,,,,31.33
away_days_rest,36.49757957458496,34,-1.9212648097088893e-05,33,0.0011745125978496153,34,,,,33.67
home_is_lefty,0.0,36,0.0,35,0.0,36,,,,35.67
is_dome,5.1939802169799805,35,0.0,37,0.0001770596080651552,35,,,,35.67
away_is_lefty,0.0,37,0.0,36,0.0,37,,,,36.67
is_coors,0.0,38,0.0,38,0.0,38,,,,38.0
