fpr,tpr,threshold
0.2327,0.2752,0.4917
0.2327,0.2807,0.4916
0.2394,0.2807,0.4908
0.2394,0.2834,0.4904
0.2416,0.2834,0.4903
0.2416,0.2861,0.4903
0.2438,0.2861,0.4901
0.2438,0.2916,0.4897
0.255,0.2916,0.4881
0.255,0.2943,0.4881
0.2662,0.2943,0.4844
0.2662,0.2997,0.4837
0.2685,0.2997,0.4836
0.2685,0.3025,0.4834
0.2707,0.3025,0.4832
0.2707,0.3106,0.483
0.2796,0.3106,0.4825
0.2796,0.3215,0.4812
0.2864,0.3215,0.4808
0.2864,0.327,0.4805
0.2908,0.327,0.4803
0.2908,0.3324,0.4796
0.2931,0.3324,0.4793
0.2931,0.3379,0.479
0.2953,0.3379,0.4789
0.2953,0.3406,0.4786
0.2975,0.3406,0.4785
0.2975,0.346,0.4784
0.2998,0.346,0.4784
0.2998,0.3597,0.4762
0.3043,0.3597,0.476
0.3043,0.3651,0.4745
0.3065,0.3651,0.4738
0.3065,0.3706,0.473
0.311,0.3706,0.473
0.311,0.376,0.4722
0.3132,0.376,0.4722
0.3132,0.3815,0.4717
0.3177,0.3815,0.4713
0.3177,0.3842,0.4713
0.3199,0.3842,0.4711
0.3199,0.3896,0.4707
0.3221,0.3896,0.4703
0.3221,0.3951,0.4697
0.3244,0.3951,0.4689
0.3244,0.3978,0.4684
0.3266,0.3978,0.4683
0.3266,0.4033,0.4679
0.3311,0.4033,0.4673
0.3311,0.406,0.4673
0.3333,0.406,0.4668
0.3333,0.4087,0.4666
0.34,0.4087,0.4651
0.34,0.4169,0.4646
0.3468,0.4169,0.4644
0.3468,0.4305,0.4635
0.3557,0.4305,0.4626
0.3557,0.4332,0.4621
0.3579,0.4332,0.4617
0.3579,0.4414,0.4604
0.3602,0.4414,0.4601
0.3602,0.4469,0.4597
0.3624,0.4469,0.4597
0.3624,0.4496,0.4595
0.3691,0.4496,0.459
0.3691,0.4523,0.4588
0.3714,0.4523,0.4586
0.3714,0.4578,0.458
0.3736,0.4578,0.4579
0.3736,0.4605,0.4573
0.3758,0.4605,0.4572
0.3758,0.4714,0.4562
0.3781,0.4714,0.4561
0.3781,0.4768,0.4557
0.396,0.4768,0.4545
0.396,0.4796,0.4544
0.3982,0.4796,0.4542
0.3982,0.4823,0.454
0.4004,0.4823,0.4537
0.4004,0.485,0.453
0.4049,0.485,0.4526
0.4049,0.4877,0.4522
0.4072,0.4877,0.452
0.4072,0.4905,0.4519
0.4116,0.4905,0.4508
0.4116,0.4932,0.4507
0.4139,0.4932,0.45
0.4139,0.4959,0.4498
0.4161,0.4959,0.4497
0.4161,0.5014,0.4491
0.4295,0.5014,0.4484
0.4295,0.5041,0.4483
0.4318,0.5041,0.4482
0.4318,0.5177,0.4476
0.434,0.5177,0.4476
0.434,0.5204,0.4472
0.4362,0.5204,0.4471
0.4362,0.5232,0.4469
0.4385,0.5232,0.4467
0.4385,0.5259,0.4464
0.443,0.5259,0.4462
0.443,0.5368,0.4451
0.4474,0.5368,0.4446
0.4474,0.5422,0.443
0.4497,0.5422,0.443
0.4497,0.5477,0.4428
0.4519,0.5477,0.4427
0.4519,0.5504,0.4418
0.4541,0.5504,0.4409
0.4541,0.5559,0.4403
0.4586,0.5559,0.4402
0.4586,0.5586,0.4401
0.4653,0.5586,0.4394
0.4653,0.564,0.4391
0.4676,0.564,0.4387
0.4676,0.5668,0.4385
0.4743,0.5668,0.4381
0.4743,0.5695,0.4381
0.4787,0.5695,0.4377
0.4787,0.5722,0.4374
0.481,0.5722,0.4374
0.481,0.5749,0.4372
0.4855,0.5749,0.437
0.4855,0.5804,0.4369
0.4877,0.5804,0.4368
0.4877,0.5831,0.4366
0.4899,0.5831,0.4365
0.4899,0.5913,0.436
0.4944,0.5913,0.4357
0.4944,0.594,0.4355
0.5034,0.594,0.4348
0.5034,0.5967,0.4342
0.5056,0.5967,0.4341
0.5056,0.6076,0.4334
0.5078,0.6076,0.4329
0.5078,0.6104,0.4326
0.5101,0.6104,0.4325
0.5101,0.6131,0.4324
0.5123,0.6131,0.4323
0.5123,0.6185,0.4316
0.5145,0.6185,0.4311
0.5145,0.6213,0.431
0.5235,0.6213,0.4306
0.5235,0.624,0.4305
0.5257,0.624,0.4302
0.5257,0.6267,0.4302
0.5324,0.6267,0.4291
0.5324,0.6294,0.429
0.5391,0.6294,0.4286
0.5391,0.6322,0.4284
0.5459,0.6322,0.4274
0.5459,0.6376,0.4269
0.5481,0.6376,0.4265
0.5481,0.6431,0.426
0.5526,0.6431,0.4253
0.5526,0.654,0.4242
0.557,0.654,0.4235
0.557,0.6567,0.4234
0.5638,0.6567,0.423
0.5638,0.6621,0.4226
0.5705,0.6621,0.4225
0.5705,0.673,0.4219
0.5727,0.673,0.4218
0.5727,0.6785,0.4215
0.5749,0.6785,0.42
0.5749,0.6812,0.4196
0.5794,0.6812,0.4194
0.5794,0.6839,0.4193
0.5884,0.6839,0.4181
0.5884,0.6894,0.4179
0.5906,0.6894,0.4178
0.5906,0.6975,0.417
0.5973,0.6975,0.4163
0.5973,0.7003,0.4158
0.5996,0.7003,0.4156
0.5996,0.7084,0.415
0.6018,0.7084,0.4149
0.6018,0.7139,0.4147
0.6063,0.7139,0.4147
0.6063,0.7166,0.4144
0.6085,0.7166,0.4143
0.6085,0.7248,0.4134
0.6242,0.7248,0.4108
0.6242,0.7275,0.4106
0.6286,0.7275,0.41
0.6286,0.7302,0.4098
0.6353,0.7302,0.4091
0.6353,0.733,0.4091
0.6465,0.733,0.408
0.6465,0.7357,0.4079
0.6488,0.7357,0.4078
0.6488,0.7384,0.4077
0.6532,0.7384,0.4075
0.6532,0.7411,0.4075
0.6555,0.7411,0.4066
0.6555,0.7466,0.4065
0.66,0.7466,0.4057
0.66,0.7493,0.4055
0.6622,0.7493,0.4054
0.6622,0.752,0.4046
0.6667,0.752,0.404
0.6667,0.7548,0.4034
0.6689,0.7548,0.4032
0.6689,0.7575,0.4032
0.6734,0.7575,0.4023
0.6734,0.7602,0.4023
0.6801,0.7602,0.4018
0.6801,0.7657,0.4016
0.6823,0.7657,0.4014
0.6823,0.7684,0.4011
0.6846,0.7684,0.4009
0.6846,0.782,0.3996
0.689,0.782,0.3992
0.689,0.7875,0.3988
0.6913,0.7875,0.3984
0.6913,0.7929,0.398
0.6957,0.7929,0.3974
0.6957,0.7984,0.3964
0.698,0.7984,0.3963
0.698,0.8011,0.3962
0.7002,0.8011,0.3962
0.7002,0.8065,0.3955
0.7136,0.8065,0.3934
0.7136,0.8093,0.3926
0.7159,0.8093,0.3922
0.7159,0.812,0.3916
0.7204,0.812,0.3907
0.7204,0.8147,0.3901
0.7293,0.8147,0.3883
0.7293,0.8174,0.3871
0.7315,0.8174,0.3871
0.7315,0.8202,0.3865
0.7405,0.8202,0.3856
0.7405,0.8229,0.3841
0.7472,0.8229,0.3833
0.7472,0.8256,0.3829
0.7584,0.8256,0.3822
0.7584,0.8283,0.3819
0.7696,0.8283,0.3811
0.7696,0.8338,0.3808
0.7718,0.8338,0.3808
0.7718,0.8365,0.3803
0.7919,0.8365,0.3775
0.7919,0.8392,0.3775
0.8031,0.8392,0.3745
0.8031,0.8447,0.3743
0.8121,0.8447,0.3739
0.8121,0.8474,0.3739
0.8143,0.8474,0.3735
0.8143,0.8638,0.3715
0.8166,0.8638,0.371
0.8166,0.8719,0.3681
0.821,0.8719,0.3677
0.821,0.8747,0.3675
0.8233,0.8747,0.3675
0.8233,0.8801,0.3672
0.83,0.8801,0.3652
0.83,0.8883,0.3641
0.8345,0.8883,0.3628
0.8345,0.891,0.3627
0.8479,0.891,0.3605
0.8479,0.8937,0.3598
0.8523,0.8937,0.3586
0.8523,0.8965,0.3584
0.8591,0.8965,0.358
0.8591,0.8992,0.3577
0.8635,0.8992,0.3562
0.8635,0.9046,0.356
0.8725,0.9046,0.3547
0.8725,0.9074,0.3541
0.8747,0.9074,0.354
0.8747,0.9155,0.3516
0.8859,0.9155,0.3491
0.8859,0.9183,0.3488
0.8926,0.9183,0.3454
0.8926,0.921,0.3453
0.8971,0.921,0.342
0.8971,0.9237,0.3414
0.9083,0.9237,0.3385
0.9083,0.9346,0.3363
0.9105,0.9346,0.3363
0.9105,0.9373,0.336
0.9172,0.9373,0.3344
0.9172,0.9428,0.3337
0.9262,0.9428,0.3331
0.9262,0.9482,0.3326
0.9374,0.9482,0.3308
0.9374,0.951,0.3298
0.9396,0.951,0.3294
0.9396,0.9564,0.3276
0.9463,0.9564,0.327
0.9463,0.9591,0.3269
0.9597,0.9591,0.3234
0.9597,0.97,0.3206
0.9664,0.97,0.3183
0.9664,0.9728,0.3173
0.9687,0.9728,0.3156
0.9687,0.9864,0.3063
0.9732,0.9864,0.3005
0.9732,0.9891,0.3
0.9866,0.9891,0.2921
0.9866,0.9918,0.2913
0.9955,0.9918,0.2751
0.9955,0.9946,0.2738
0.9978,0.9946,0.2719
0.9978,1.0,0.2624
1.0,1.0,0.2376
