feature,importance_mean,importance_std
away_fip,0.013351461764588447,0.005238187038485223
away_hr_rate,0.009829837225837601,0.003155283951727334
home_hr_rate,0.0041833385031884275,0.0021782888061399144
home_fip,0.0029689719762453826,0.0022846329045521827
home_bat_iso,0.0019180879181113775,0.0008355050765530806
home_bat_k_rate,0.0011063622625171465,0.0005940360099009138
home_L10_ra,0.0010368459901910708,0.0008119672541987865
home_k_rate,0.0009829822188117232,0.0006749420882884539
away_L10_ra,0.0007284708951272645,0.000457867901062572
away_bb_rate,0.0006192722118424143,0.002098988153772121
is_coors,0.0003689581506419293,0.00035555761662839103
home_xwoba_against,0.0003031839957972959,0.0005090009162236428
away_bat_k_rate,0.0001333530131892302,0.0008573728859972208
home_fb_velo,0.00011280915120588375,0.0006956499182339066
home_bat_hard_hit_pct,7.66436223150091e-05,0.00032936232376718275
away_hard_hit_pct,5.6666564326346425e-05,0.0002792616115255462
away_bat_hard_hit_pct,4.7896982237738414e-05,0.00013714006967505566
home_L10_wr,4.3755604869011314e-05,0.0001688544157763019
home_is_lefty,3.690710268480224e-05,0.00013260707375786844
home_L10_rs,3.453407989032486e-05,7.820808955282549e-05
home_hard_hit_pct,1.1418756502190597e-05,2.740252066827357e-05
is_dome,-3.7691769208314518e-06,3.8375941912710064e-05
wind_mph,-5.881683320307918e-06,9.264086698896525e-05
home_bat_woba,-1.3019511512646354e-05,0.00011235456095474442
away_days_rest,-8.502990209842131e-05,0.00012657809055659387
home_bb_rate,-0.0001847070967865294,0.00039621272373252287
away_is_lefty,-0.00021898487001658084,0.00045665429211496576
away_xwoba_against,-0.0002590823529448727,0.0003569523331922122
away_k_rate,-0.0002644578062907188,0.0003691048676146004
away_bat_iso,-0.0003037364501577433,0.0004520372167431066
away_L10_wr,-0.000328343615325033,0.0003880492025073742
park_factor,-0.0003688623285826309,0.0001784219989736926
temp_f,-0.000389581809354933,0.00044824974126188413
wind_out_factor,-0.0005286431978253958,0.00023072300948444107
away_fb_velo,-0.0005575631168451168,0.0008850610076183501
home_days_rest,-0.0008159009358345015,0.0006159207382696897
away_L10_rs,-0.0010870311731499438,0.0005179652498990294
away_bat_woba,-0.0014210822981323035,0.0023526662809548004
