precision,recall,threshold
0.4509,1.0,0.2376
0.4514,1.0,0.2624
0.4507,0.9973,0.2625
0.4501,0.9946,0.2719
0.4506,0.9946,0.2738
0.4499,0.9918,0.2751
0.4505,0.9918,0.2845
0.4511,0.9918,0.2862
0.4516,0.9918,0.2889
0.4522,0.9918,0.2913
0.4515,0.9891,0.2921
0.4521,0.9891,0.2932
0.4526,0.9891,0.2944
0.4532,0.9891,0.2955
0.4537,0.9891,0.2962
0.4543,0.9891,0.2972
0.4549,0.9891,0.3
0.4542,0.9864,0.3005
0.4548,0.9864,0.3034
0.4553,0.9864,0.3063
0.4547,0.9837,0.3085
0.454,0.9809,0.3092
0.4533,0.9782,0.3139
0.4526,0.9755,0.3151
0.4519,0.9728,0.3156
0.4525,0.9728,0.3173
0.4518,0.97,0.3183
0.4524,0.97,0.3189
0.4529,0.97,0.3202
0.4535,0.97,0.3206
0.4528,0.9673,0.3213
0.4521,0.9646,0.3217
0.4514,0.9619,0.323
0.4507,0.9591,0.3234
0.4513,0.9591,0.3236
0.4519,0.9591,0.3245
0.4524,0.9591,0.3246
0.453,0.9591,0.3251
0.4536,0.9591,0.3268
0.4542,0.9591,0.3269
0.4535,0.9564,0.327
0.4541,0.9564,0.3272
0.4547,0.9564,0.3274
0.4553,0.9564,0.3276
0.4545,0.9537,0.3291
0.4538,0.951,0.3294
0.4544,0.951,0.3298
0.4537,0.9482,0.3308
0.4543,0.9482,0.331
0.4549,0.9482,0.3311
0.4555,0.9482,0.3312
0.4561,0.9482,0.3324
0.4567,0.9482,0.3326
0.456,0.9455,0.3327
0.4553,0.9428,0.3331
0.4559,0.9428,0.3332
0.4565,0.9428,0.3333
0.4571,0.9428,0.3335
0.4577,0.9428,0.3337
0.457,0.9401,0.3344
0.4562,0.9373,0.3344
0.4568,0.9373,0.3345
0.4574,0.9373,0.336
0.4581,0.9373,0.336
0.4573,0.9346,0.3363
0.4579,0.9346,0.3363
0.4572,0.9319,0.337
0.4565,0.9292,0.3377
0.4558,0.9264,0.3382
0.455,0.9237,0.3385
0.4556,0.9237,0.3389
0.4563,0.9237,0.339
0.4569,0.9237,0.3392
0.4575,0.9237,0.3411
0.4581,0.9237,0.3414
0.4574,0.921,0.342
0.458,0.921,0.3431
0.4586,0.921,0.3453
0.4579,0.9183,0.3454
0.4585,0.9183,0.3465
0.4591,0.9183,0.3472
0.4598,0.9183,0.3488
0.459,0.9155,0.3491
0.4596,0.9155,0.3495
0.4603,0.9155,0.3495
0.4609,0.9155,0.3503
0.4615,0.9155,0.3504
0.4622,0.9155,0.3516
0.4614,0.9128,0.3531
0.4607,0.9101,0.3538
0.4599,0.9074,0.354
0.4606,0.9074,0.3541
0.4598,0.9046,0.3547
0.4605,0.9046,0.3548
0.4611,0.9046,0.3552
0.4618,0.9046,0.3552
0.4624,0.9046,0.356
0.4616,0.9019,0.3562
0.4609,0.8992,0.3562
0.4615,0.8992,0.3575
0.4622,0.8992,0.3577
0.4614,0.8965,0.358
0.4621,0.8965,0.3581
0.4627,0.8965,0.3584
0.4634,0.8965,0.3584
0.4626,0.8937,0.3586
0.4633,0.8937,0.3589
0.4639,0.8937,0.3598
0.4632,0.891,0.3605
0.4638,0.891,0.3608
0.4645,0.891,0.3612
0.4651,0.891,0.3617
0.4658,0.891,0.3619
0.4665,0.891,0.362
0.4671,0.891,0.3627
0.4664,0.8883,0.3628
0.467,0.8883,0.364
0.4677,0.8883,0.3641
0.467,0.8856,0.3642
0.4662,0.8828,0.3652
0.4654,0.8801,0.3652
0.4661,0.8801,0.3654
0.4668,0.8801,0.3665
0.4674,0.8801,0.3672
0.4667,0.8774,0.3672
0.4659,0.8747,0.3675
0.4666,0.8747,0.3675
0.4658,0.8719,0.3677
0.4665,0.8719,0.3678
0.4672,0.8719,0.3681
0.4664,0.8692,0.3685
0.4656,0.8665,0.3686
0.4648,0.8638,0.371
0.4655,0.8638,0.3715
0.4647,0.861,0.3715
0.4639,0.8583,0.3718
0.4631,0.8556,0.3721
0.4623,0.8529,0.3724
0.4615,0.8501,0.3725
0.4607,0.8474,0.3735
0.4614,0.8474,0.3739
0.4606,0.8447,0.3739
0.4613,0.8447,0.374
0.462,0.8447,0.374
0.4627,0.8447,0.374
0.4634,0.8447,0.3743
0.4626,0.842,0.3745
0.4618,0.8392,0.3745
0.4625,0.8392,0.3751
0.4632,0.8392,0.3755
0.4639,0.8392,0.3762
0.4646,0.8392,0.3764
0.4653,0.8392,0.3775
0.4644,0.8365,0.3775
0.4652,0.8365,0.378
0.4659,0.8365,0.3781
0.4666,0.8365,0.3782
0.4673,0.8365,0.3787
0.468,0.8365,0.3788
0.4687,0.8365,0.3789
0.4694,0.8365,0.3789
0.4701,0.8365,0.3802
0.4709,0.8365,0.3803
0.47,0.8338,0.3808
0.4708,0.8338,0.3808
0.47,0.8311,0.381
0.4691,0.8283,0.3811
0.4699,0.8283,0.3812
0.4706,0.8283,0.3813
0.4713,0.8283,0.3814
0.472,0.8283,0.3818
0.4728,0.8283,0.3819
0.472,0.8256,0.3822
0.4727,0.8256,0.3822
0.4734,0.8256,0.3823
0.4742,0.8256,0.3823
0.4749,0.8256,0.3829
0.4757,0.8256,0.3829
0.4748,0.8229,0.3833
0.4756,0.8229,0.3837
0.4763,0.8229,0.384
0.4771,0.8229,0.3841
0.4763,0.8202,0.3856
0.477,0.8202,0.386
0.4778,0.8202,0.3861
0.4785,0.8202,0.3862
0.4793,0.8202,0.3865
0.4785,0.8174,0.3871
0.4792,0.8174,0.3871
0.4784,0.8147,0.3883
0.4792,0.8147,0.3884
0.4799,0.8147,0.389
0.4807,0.8147,0.3897
0.4815,0.8147,0.3901
0.4806,0.812,0.3907
0.4814,0.812,0.3908
0.4822,0.812,0.3916
0.4814,0.8093,0.3922
0.4821,0.8093,0.3926
0.4813,0.8065,0.3934
0.4821,0.8065,0.3942
0.4829,0.8065,0.3947
0.4837,0.8065,0.3947
0.4845,0.8065,0.3947
0.4852,0.8065,0.3951
0.486,0.8065,0.3955
0.4852,0.8038,0.396
0.4843,0.8011,0.3962
0.4851,0.8011,0.3962
0.4843,0.7984,0.3963
0.4851,0.7984,0.3964
0.4842,0.7956,0.3969
0.4834,0.7929,0.3974
0.4842,0.7929,0.3974
0.485,0.7929,0.398
0.4841,0.7902,0.3983
0.4833,0.7875,0.3984
0.4841,0.7875,0.3988
0.4832,0.7847,0.3989
0.4824,0.782,0.3992
0.4832,0.782,0.3993
0.484,0.782,0.3996
0.4831,0.7793,0.4002
0.4822,0.7766,0.4005
0.4814,0.7738,0.4007
0.4805,0.7711,0.4008
0.4796,0.7684,0.4009
0.4804,0.7684,0.4011
0.4795,0.7657,0.4014
0.4803,0.7657,0.4016
0.4795,0.7629,0.4018
0.4786,0.7602,0.4018
0.4794,0.7602,0.4022
0.4802,0.7602,0.4023
0.481,0.7602,0.4023
0.4801,0.7575,0.4023
0.481,0.7575,0.4029
0.4818,0.7575,0.4032
0.4809,0.7548,0.4032
0.4817,0.7548,0.4034
0.4808,0.752,0.404
0.4817,0.752,0.4042
0.4825,0.752,0.4046
0.4816,0.7493,0.4054
0.4825,0.7493,0.4055
0.4815,0.7466,0.4057
0.4824,0.7466,0.4059
0.4832,0.7466,0.4065
0.4823,0.7439,0.4065
0.4814,0.7411,0.4066
0.4823,0.7411,0.4075
0.4813,0.7384,0.4075
0.4822,0.7384,0.4076
0.4831,0.7384,0.4077
0.4821,0.7357,0.4078
0.483,0.7357,0.4079
0.4821,0.733,0.408
0.4829,0.733,0.408
0.4838,0.733,0.4085
0.4847,0.733,0.4087
0.4856,0.733,0.4087
0.4864,0.733,0.4091
0.4855,0.7302,0.4091
0.4864,0.7302,0.4091
0.4873,0.7302,0.4096
0.4882,0.7302,0.4098
0.4872,0.7275,0.41
0.4881,0.7275,0.4102
0.489,0.7275,0.4106
0.4881,0.7248,0.4108
0.489,0.7248,0.4109
0.4899,0.7248,0.4109
0.4908,0.7248,0.4121
0.4917,0.7248,0.4125
0.4926,0.7248,0.4134
0.4935,0.7248,0.4134
0.4944,0.7248,0.4134
0.4935,0.7221,0.4139
0.4925,0.7193,0.4141
0.4916,0.7166,0.4143
0.4925,0.7166,0.4144
0.4916,0.7139,0.4147
0.4925,0.7139,0.4147
