game_pk,pitcher,pitch_group,pitches,game_date
747066,670167,fastball,11,2024-09-28
747067,543339,breaking,7,2024-09-16
747067,543339,fastball,10,2024-09-16
747067,592426,breaking,20,2024-09-16
747067,592426,fastball,5,2024-09-16
747067,595014,breaking,6,2024-09-16
747067,595014,fastball,5,2024-09-16
747067,607481,breaking,9,2024-09-16
747067,607481,fastball,9,2024-09-16
747067,608331,breaking,31,2024-09-16
747067,608331,fastball,53,2024-09-16
747067,608331,offspeed,14,2024-09-16
747067,623465,breaking,4,2024-09-16
747067,623465,fastball,11,2024-09-16
747067,641703,breaking,15,2024-09-16
747067,641703,fastball,10,2024-09-16
747067,678226,breaking,9,2024-09-16
747067,678226,fastball,12,2024-09-16
747067,808967,breaking,22,2024-09-16
747067,808967,fastball,37,2024-09-16
747067,808967,offspeed,13,2024-09-16
747068,493603,breaking,6,2024-09-24
747068,493603,fastball,10,2024-09-24
747068,592773,breaking,5,2024-09-24
747068,592773,fastball,9,2024-09-24
747068,592773,offspeed,2,2024-09-24
747068,622663,breaking,34,2024-09-24
747068,622663,fastball,55,2024-09-24
747068,623211,fastball,15,2024-09-24
747068,623211,offspeed,6,2024-09-24
747068,628452,breaking,2,2024-09-24
747068,628452,fastball,1,2024-09-24
747068,628452,offspeed,2,2024-09-24
747068,641729,breaking,4,2024-09-24
747068,641729,fastball,14,2024-09-24
747068,641729,offspeed,1,2024-09-24
747068,664849,breaking,9,2024-09-24
747068,664849,fastball,6,2024-09-24
747068,680885,breaking,29,2024-09-24
747068,680885,fastball,54,2024-09-24
747068,680885,offspeed,4,2024-09-24
747069,543339,breaking,8,2024-09-13
747069,543339,fastball,9,2024-09-13
747069,543339,offspeed,1,2024-09-13
747069,572955,breaking,6,2024-09-13
747069,572955,fastball,3,2024-09-13
747069,628452,breaking,3,2024-09-13
747069,628452,fastball,6,2024-09-13
747069,628452,offspeed,2,2024-09-13
747069,641703,breaking,16,2024-09-13
747069,641703,fastball,16,2024-09-13
747069,641729,breaking,8,2024-09-13
747069,641729,fastball,6,2024-09-13
747069,660813,breaking,8,2024-09-13
747069,660813,fastball,8,2024-09-13
747069,675627,breaking,19,2024-09-13
747069,675627,fastball,10,2024-09-13
747069,680885,breaking,31,2024-09-13
747069,680885,fastball,51,2024-09-13
747069,680885,offspeed,10,2024-09-13
747069,689017,breaking,30,2024-09-13
747069,689017,fastball,30,2024-09-13
747069,689017,offspeed,4,2024-09-13
747070,500743,fastball,2,2024-09-14
747070,518489,breaking,4,2024-09-14
747070,518489,fastball,3,2024-09-14
747070,519242,breaking,35,2024-09-14
747070,519242,fastball,52,2024-09-14
747070,519242,offspeed,9,2024-09-14
747070,571771,breaking,2,2024-09-14
747070,592426,breaking,8,2024-09-14
747070,592426,fastball,7,2024-09-14
747070,607481,breaking,5,2024-09-14
747070,607481,fastball,9,2024-09-14
747070,623465,breaking,14,2024-09-14
747070,623465,fastball,7,2024-09-14
747070,656427,breaking,43,2024-09-14
747070,656427,fastball,39,2024-09-14
747070,656427,offspeed,1,2024-09-14
747070,656550,breaking,4,2024-09-14
747070,656550,fastball,5,2024-09-14
747070,656550,offspeed,1,2024-09-14
747070,681911,breaking,8,2024-09-14
747070,681911,fastball,14,2024-09-14
747071,450203,breaking,35,2024-09-15
747071,450203,fastball,49,2024-09-15
747071,450203,offspeed,7,2024-09-15
747071,595014,breaking,5,2024-09-15
747071,595014,fastball,7,2024-09-15
747071,605154,breaking,6,2024-09-15
747071,605154,fastball,4,2024-09-15
747071,621111,breaking,28,2024-09-15
747071,621111,fastball,66,2024-09-15
747071,621111,offspeed,3,2024-09-15
747071,628452,breaking,6,2024-09-15
747071,628452,fastball,9,2024-09-15
747071,641729,breaking,7,2024-09-15
747071,641729,fastball,6,2024-09-15
747071,656629,breaking,5,2024-09-15
747071,656629,fastball,18,2024-09-15
747071,660813,breaking,3,2024-09-15
747071,660813,fastball,6,2024-09-15
747071,669276,breaking,3,2024-09-15
747071,669276,fastball,12,2024-09-15
747071,669276,offspeed,2,2024-09-15
747072,445926,breaking,1,2024-09-08
747072,445926,fastball,11,2024-09-08
747072,445926,offspeed,2,2024-09-08
747072,519242,breaking,44,2024-09-08
747072,519242,fastball,51,2024-09-08
747072,519242,offspeed,18,2024-09-08
747072,572955,breaking,1,2024-09-08
747072,628452,breaking,4,2024-09-08
747072,628452,fastball,12,2024-09-08
747072,628452,offspeed,6,2024-09-08
747072,641729,breaking,7,2024-09-08
747072,641729,fastball,13,2024-09-08
747072,641729,offspeed,1,2024-09-08
747072,643338,breaking,6,2024-09-08
747072,643338,fastball,7,2024-09-08
747072,647315,breaking,1,2024-09-08
747072,647315,fastball,21,2024-09-08
747072,650893,fastball,4,2024-09-08
747072,657024,breaking,4,2024-09-08
747072,657024,fastball,6,2024-09-08
747072,657024,offspeed,1,2024-09-08
747072,663893,breaking,4,2024-09-08
747072,663893,fastball,8,2024-09-08
747072,667297,breaking,6,2024-09-08
747072,667297,fastball,5,2024-09-08
747072,669276,breaking,11,2024-09-08
747072,669276,fastball,1,2024-09-08
747072,669276,offspeed,1,2024-09-08
747072,684320,breaking,29,2024-09-08
747072,684320,fastball,37,2024-09-08
747072,684320,offspeed,7,2024-09-08
747073,592426,breaking,13,2024-09-05
747073,592426,fastball,6,2024-09-05
747073,596295,breaking,36,2024-09-05
747073,596295,fastball,38,2024-09-05
747073,596295,offspeed,18,2024-09-05
747073,605154,breaking,6,2024-09-05
747073,605154,fastball,5,2024-09-05
747073,607481,breaking,14,2024-09-05
747073,607481,fastball,13,2024-09-05
747073,625643,breaking,38,2024-09-05
747073,625643,fastball,52,2024-09-05
747073,625643,offspeed,1,2024-09-05
747073,641755,breaking,11,2024-09-05
747073,641755,fastball,4,2024-09-05
747074,592332,breaking,14,2024-09-06
747074,592332,fastball,55,2024-09-06
747074,592332,offspeed,40,2024-09-06
747074,608331,breaking,32,2024-09-06
747074,608331,fastball,66,2024-09-06
747074,608331,offspeed,6,2024-09-06
747074,628452,breaking,5,2024-09-06
747074,628452,fastball,6,2024-09-06
747074,628452,offspeed,4,2024-09-06
747074,641729,breaking,5,2024-09-06
747074,641729,fastball,6,2024-09-06
747074,657024,breaking,3,2024-09-06
747074,657024,fastball,8,2024-09-06
747074,657024,offspeed,5,2024-09-06
747074,667297,breaking,6,2024-09-06
747074,667297,fastball,2,2024-09-06
747075,450203,breaking,34,2024-09-04
747075,450203,fastball,59,2024-09-04
747075,450203,offspeed,7,2024-09-04
747075,572955,breaking,5,2024-09-04
747075,572955,fastball,6,2024-09-04
747075,628452,fastball,9,2024-09-04
747075,628452,offspeed,6,2024-09-04
747075,641729,breaking,4,2024-09-04
747075,641729,fastball,10,2024-09-04
747075,656234,breaking,7,2024-09-04
747075,656234,fastball,10,2024-09-04
747075,669276,breaking,8,2024-09-04
747075,669276,fastball,7,2024-09-04
747075,669276,offspeed,2,2024-09-04
747075,678020,breaking,5,2024-09-04
747075,678020,fastball,8,2024-09-04
747075,678020,offspeed,2,2024-09-04
747075,678821,breaking,6,2024-09-04
747075,678821,fastball,17,2024-09-04
747075,687134,breaking,36,2024-09-04
747075,687134,fastball,51,2024-09-04
747075,687134,offspeed,8,2024-09-04
747076,445926,fastball,10,2024-09-07
747076,445926,offspeed,1,2024-09-07
747076,592426,breaking,2,2024-09-07
747076,592426,fastball,3,2024-09-07
747076,605154,breaking,5,2024-09-07
747076,605154,fastball,15,2024-09-07
747076,607481,breaking,4,2024-09-07
747076,607481,fastball,7,2024-09-07
747076,607481,offspeed,1,2024-09-07
747076,621114,breaking,12,2024-09-07
747076,621114,fastball,6,2024-09-07
747076,621244,breaking,23,2024-09-07
747076,621244,fastball,54,2024-09-07
747076,621244,offspeed,13,2024-09-07
747076,650893,breaking,1,2024-09-07
747076,650893,fastball,12,2024-09-07
747076,650893,offspeed,1,2024-09-07
747076,656550,breaking,9,2024-09-07
747076,656550,fastball,18,2024-09-07
747076,663893,fastball,4,2024-09-07
747076,666818,breaking,3,2024-09-07
747076,666818,fastball,17,2024-09-07
747076,680885,breaking,22,2024-09-07
747076,680885,fastball,39,2024-09-07
747076,680885,offspeed,11,2024-09-07
747077,450203,breaking,51,2024-08-24
747077,450203,fastball,36,2024-08-24
747077,450203,offspeed,8,2024-08-24
747077,572955,breaking,4,2024-08-24
747077,607481,breaking,3,2024-08-24
747077,607481,fastball,1,2024-08-24
747077,656550,breaking,11,2024-08-24
747077,656550,fastball,11,2024-08-24
747077,663432,breaking,4,2024-08-24
747077,663432,fastball,14,2024-08-24
747077,663623,breaking,14,2024-08-24
747077,663623,fastball,66,2024-08-24
747077,663623,offspeed,3,2024-08-24
747077,669276,breaking,9,2024-08-24
747077,669276,fastball,1,2024-08-24
747077,676395,fastball,4,2024-08-24
747077,676395,offspeed,5,2024-08-24
747077,678606,breaking,2,2024-08-24
747077,678606,fastball,9,2024-08-24
747077,678606,offspeed,3,2024-08-24
747077,686747,breaking,2,2024-08-24
747077,686747,fastball,13,2024-08-24
747077,686747,offspeed,4,2024-08-24
747078,445926,breaking,1,2024-08-25
747078,445926,fastball,13,2024-08-25
747078,445926,offspeed,2,2024-08-25
747078,592426,breaking,14,2024-08-25
747078,592426,fastball,3,2024-08-25
747078,606930,breaking,1,2024-08-25
747078,606930,fastball,16,2024-08-25
747078,607481,breaking,8,2024-08-25
747078,607481,fastball,14,2024-08-25
747078,607481,offspeed,1,2024-08-25
747078,625643,breaking,46,2024-08-25
747078,625643,fastball,45,2024-08-25
747078,625643,offspeed,3,2024-08-25
747078,640448,breaking,1,2024-08-25
747078,640448,fastball,10,2024-08-25
747078,640448,offspeed,4,2024-08-25
747078,674285,breaking,18,2024-08-25
747078,674285,fastball,11,2024-08-25
747078,687792,breaking,22,2024-08-25
747078,687792,fastball,42,2024-08-25
747078,687792,offspeed,28,2024-08-25
747079,519242,breaking,44,2024-09-03
747079,519242,fastball,38,2024-09-03
747079,519242,offspeed,11,2024-09-03
747079,607536,breaking,8,2024-09-03
747079,607536,fastball,49,2024-09-03
747079,607536,offspeed,22,2024-09-03
747079,628452,breaking,5,2024-09-03
747079,628452,fastball,2,2024-09-03
747079,628452,offspeed,5,2024-09-03
747079,641729,breaking,12,2024-09-03
747079,641729,fastball,8,2024-09-03
747079,664875,breaking,13,2024-09-03
747079,664875,fastball,18,2024-09-03
747079,676105,breaking,18,2024-09-03
747079,676105,fastball,14,2024-09-03
747079,676105,offspeed,9,2024-09-03
747079,683409,fastball,1,2024-09-03
747080,519242,breaking,45,2024-08-23
747080,519242,fastball,48,2024-08-23
747080,519242,offspeed,6,2024-08-23
747080,606930,fastball,26,2024-08-23
747080,628452,breaking,5,2024-08-23
747080,628452,fastball,6,2024-08-23
747080,628452,offspeed,10,2024-08-23
747080,641729,breaking,8,2024-08-23
747080,641729,fastball,1,2024-08-23
747080,669022,breaking,16,2024-08-23
747080,669022,fastball,59,2024-08-23
747080,669022,offspeed,13,2024-08-23
747080,674285,breaking,6,2024-08-23
747080,674285,fastball,12,2024-08-23
747080,676395,fastball,3,2024-08-23
747080,678606,fastball,3,2024-08-23
747081,450203,breaking,33,2024-08-08
747081,450203,fastball,37,2024-08-08
747081,450203,offspeed,13,2024-08-08
747081,571948,breaking,6,2024-08-08
747081,571948,fastball,16,2024-08-08
747081,571948,offspeed,6,2024-08-08
747081,592426,breaking,26,2024-08-08
747081,592426,fastball,20,2024-08-08
747081,593423,breaking,6,2024-08-08
747081,593423,fastball,75,2024-08-08
747081,593423,offspeed,10,2024-08-08
747081,628452,fastball,6,2024-08-08
747081,628452,offspeed,4,2024-08-08
747081,663897,fastball,10,2024-08-08
747081,665625,breaking,8,2024-08-08
747081,665625,fastball,7,2024-08-08
747081,669060,breaking,2,2024-08-08
747081,669060,fastball,41,2024-08-08
747081,670161,breaking,31,2024-08-08
747081,670161,fastball,20,2024-08-08
747082,572955,breaking,20,2024-08-22
747082,572955,fastball,4,2024-08-22
747082,614179,breaking,5,2024-08-22
747082,614179,fastball,9,2024-08-22
747082,614179,offspeed,1,2024-08-22
747082,621383,breaking,12,2024-08-22
747082,621383,fastball,9,2024-08-22
747082,621383,offspeed,2,2024-08-22
747082,628452,breaking,4,2024-08-22
747082,628452,fastball,8,2024-08-22
747082,650911,breaking,12,2024-08-22
747082,650911,fastball,45,2024-08-22
747082,650911,offspeed,38,2024-08-22
747082,680885,breaking,42,2024-08-22
747082,680885,fastball,37,2024-08-22
747082,680885,offspeed,15,2024-08-22
747083,554430,breaking,22,2024-08-20
747083,554430,fastball,70,2024-08-20
747083,554430,offspeed,5,2024-08-20
747083,621237,breaking,1,2024-08-20
747083,621237,fastball,33,2024-08-20
747083,625643,breaking,39,2024-08-20
747083,625643,fastball,48,2024-08-20
747083,625643,offspeed,3,2024-08-20
747083,628452,breaking,4,2024-08-20
747083,628452,fastball,7,2024-08-20
747083,628452,offspeed,3,2024-08-20
747083,641729,breaking,6,2024-08-20
747083,641729,fastball,4,2024-08-20
747083,641729,offspeed,1,2024-08-20
747083,656550,breaking,15,2024-08-20
747083,656550,fastball,9,2024-08-20
747083,676661,fastball,4,2024-08-20
747083,689147,breaking,13,2024-08-20
747083,689147,fastball,8,2024-08-20
747084,592426,breaking,3,2024-08-21
747084,592426,fastball,4,2024-08-21
747084,605400,breaking,39,2024-08-21
747084,605400,fastball,53,2024-08-21
747084,605400,offspeed,8,2024-08-21
747084,608032,breaking,5,2024-08-21
747084,608032,fastball,9,2024-08-21
747084,608032,offspeed,2,2024-08-21
747084,608331,breaking,18,2024-08-21
747084,608331,fastball,70,2024-08-21
747084,608331,offspeed,3,2024-08-21
747084,621381,breaking,1,2024-08-21
747084,621381,fastball,17,2024-08-21
747084,641729,breaking,8,2024-08-21
747084,641729,fastball,8,2024-08-21
747084,641729,offspeed,2,2024-08-21
747084,656546,breaking,3,2024-08-21
747084,656546,fastball,1,2024-08-21
747084,689147,breaking,8,2024-08-21
747084,689147,fastball,3,2024-08-21
747085,519242,breaking,46,2024-08-07
747085,519242,fastball,41,2024-08-07
747085,519242,offspeed,9,2024-08-07
747085,572955,breaking,16,2024-08-07
747085,572955,fastball,7,2024-08-07
747085,606303,breaking,7,2024-08-07
747085,606303,fastball,10,2024-08-07
747085,607481,breaking,10,2024-08-07
747085,607481,fastball,6,2024-08-07
747085,607481,offspeed,1,2024-08-07
747085,621345,fastball,17,2024-08-07
747085,621345,offspeed,6,2024-08-07
747085,642207,fastball,10,2024-08-07
747085,642207,offspeed,3,2024-08-07
747085,642547,breaking,32,2024-08-07
747085,642547,fastball,45,2024-08-07
747085,642547,offspeed,16,2024-08-07
747085,657649,breaking,2,2024-08-07
747085,657649,fastball,15,2024-08-07
747085,657649,offspeed,1,2024-08-07
747085,683232,breaking,4,2024-08-07
747085,683232,fastball,9,2024-08-07
747085,689266,breaking,8,2024-08-07
747085,689266,fastball,21,2024-08-07
747085,689266,offspeed,5,2024-08-07
747086,445926,breaking,2,2024-08-06
747086,445926,fastball,35,2024-08-06
747086,445926,offspeed,11,2024-08-06
747086,605452,breaking,12,2024-08-06
747086,605452,fastball,19,2024-08-06
747086,605452,offspeed,2,2024-08-06
747086,607067,breaking,20,2024-08-06
747086,607067,fastball,67,2024-08-06
747086,607067,offspeed,5,2024-08-06
747086,607481,breaking,10,2024-08-06
747086,607481,fastball,13,2024-08-06
747086,641729,breaking,9,2024-08-06
747086,641729,fastball,11,2024-08-06
747086,693821,breaking,30,2024-08-06
747086,693821,fastball,43,2024-08-06
747086,693821,offspeed,12,2024-08-06
747087,445926,breaking,3,2024-08-03
747087,445926,fastball,37,2024-08-03
747087,445926,offspeed,5,2024-08-03
747087,572955,breaking,14,2024-08-03
747087,572955,fastball,9,2024-08-03
747087,622786,breaking,9,2024-08-03
747087,622786,fastball,5,2024-08-03
747087,656550,breaking,24,2024-08-03
747087,656550,fastball,44,2024-08-03
747087,656550,offspeed,2,2024-08-03
747087,667725,breaking,28,2024-08-03
747087,667725,fastball,43,2024-08-03
747087,667725,offspeed,2,2024-08-03
747087,669276,breaking,6,2024-08-03
747087,669276,fastball,7,2024-08-03
747087,669622,breaking,6,2024-08-03
747087,669622,fastball,5,2024-08-03
747087,676534,breaking,8,2024-08-03
747087,676534,fastball,10,2024-08-03
747087,677053,breaking,2,2024-08-03
747087,677053,fastball,11,2024-08-03
747087,686539,breaking,19,2024-08-03
747087,686539,fastball,15,2024-08-03
747088,592426,breaking,29,2024-08-04
747088,592426,fastball,15,2024-08-04
747088,607481,breaking,6,2024-08-04
747088,607481,fastball,12,2024-08-04
747088,608331,breaking,29,2024-08-04
747088,608331,fastball,42,2024-08-04
747088,608331,offspeed,11,2024-08-04
747088,621345,fastball,11,2024-08-04
747088,621345,offspeed,2,2024-08-04
747088,622786,breaking,3,2024-08-04
747088,622786,fastball,6,2024-08-04
747088,642629,breaking,2,2024-08-04
747088,642629,fastball,17,2024-08-04
747088,642629,offspeed,17,2024-08-04
747088,665795,breaking,17,2024-08-04
747088,665795,fastball,41,2024-08-04
747088,665795,offspeed,40,2024-08-04
747088,666277,breaking,4,2024-08-04
747088,666277,fastball,6,2024-08-04
747088,666277,offspeed,1,2024-08-04
747089,607481,breaking,11,2024-08-02
747089,607481,fastball,6,2024-08-02
747089,641729,breaking,16,2024-08-02
747089,641729,fastball,12,2024-08-02
747089,669622,breaking,11,2024-08-02
747089,669622,fastball,6,2024-08-02
747089,676534,breaking,3,2024-08-02
747089,676534,fastball,20,2024-08-02
747089,677053,breaking,4,2024-08-02
747089,677053,fastball,14,2024-08-02
747089,678368,breaking,6,2024-08-02
747089,678368,fastball,48,2024-08-02
747089,678368,offspeed,12,2024-08-02
747089,680885,breaking,32,2024-08-02
747089,680885,fastball,50,2024-08-02
747089,680885,offspeed,12,2024-08-02
747090,450203,breaking,45,2024-09-09
747090,450203,fastball,49,2024-09-09
747090,450203,offspeed,6,2024-09-09
747090,518585,fastball,5,2024-09-09
747090,518585,offspeed,6,2024-09-09
747090,607259,breaking,16,2024-09-09
747090,607259,fastball,57,2024-09-09
747090,607259,offspeed,24,2024-09-09
747090,607481,breaking,8,2024-09-09
747090,607481,fastball,4,2024-09-09
747090,656550,breaking,18,2024-09-09
747090,656550,fastball,6,2024-09-09
747090,664747,breaking,4,2024-09-09
747090,664747,fastball,8,2024-09-09
747091,445926,breaking,2,2024-07-24
747091,445926,fastball,13,2024-07-24
747091,445926,offspeed,2,2024-07-24
747091,458677,breaking,5,2024-07-24
747091,458677,fastball,6,2024-07-24
747091,593423,breaking,19,2024-07-24
747091,593423,fastball,69,2024-07-24
747091,593423,offspeed,13,2024-07-24
747091,594580,breaking,1,2024-07-24
747091,594580,fastball,6,2024-07-24
747091,608371,breaking,7,2024-07-24
747091,608371,fastball,4,2024-07-24
747091,642216,breaking,21,2024-07-24
747091,642216,fastball,25,2024-07-24
747091,642216,offspeed,19,2024-07-24
747091,656550,breaking,25,2024-07-24
747091,656550,fastball,26,2024-07-24
747091,656550,offspeed,1,2024-07-24
747091,663574,breaking,9,2024-07-24
747091,663574,fastball,17,2024-07-24
747091,669276,breaking,11,2024-07-24
747091,669276,fastball,5,2024-07-24
747091,669276,offspeed,7,2024-07-24
747092,450203,breaking,37,2024-08-01
747092,450203,fastball,50,2024-08-01
747092,450203,offspeed,9,2024-08-01
747092,592426,breaking,6,2024-08-01
747092,592426,fastball,1,2024-08-01
747092,621345,fastball,13,2024-08-01
747092,621345,offspeed,2,2024-08-01
747092,628452,breaking,3,2024-08-01
747092,628452,fastball,4,2024-08-01
747092,628452,offspeed,3,2024-08-01
747092,642629,breaking,1,2024-08-01
747092,642629,fastball,7,2024-08-01
747092,642629,offspeed,3,2024-08-01
747092,666277,breaking,4,2024-08-01
747092,666277,fastball,8,2024-08-01
747092,666277,offspeed,4,2024-08-01
747092,669276,breaking,10,2024-08-01
747092,669276,fastball,6,2024-08-01
747092,676974,breaking,37,2024-08-01
747092,676974,fastball,44,2024-08-01
747092,676974,offspeed,11,2024-08-01
747093,450203,breaking,39,2024-07-20
747093,450203,fastball,45,2024-07-20
747093,450203,offspeed,10,2024-07-20
747093,502043,breaking,29,2024-07-20
747093,502043,fastball,60,2024-07-20
747093,502043,offspeed,11,2024-07-20
747093,552640,breaking,10,2024-07-20
747093,552640,fastball,9,2024-07-20
747093,572955,breaking,10,2024-07-20
747093,572955,fastball,7,2024-07-20
747093,628452,breaking,3,2024-07-20
747093,628452,fastball,7,2024-07-20
747093,628452,offspeed,3,2024-07-20
747093,641729,breaking,9,2024-07-20
747093,641729,fastball,6,2024-07-20
747093,669276,breaking,13,2024-07-20
747093,669276,fastball,8,2024-07-20
747093,669276,offspeed,1,2024-07-20
747093,681676,breaking,14,2024-07-20
747093,681676,fastball,11,2024-07-20
747093,688297,fastball,13,2024-07-20
747094,445926,breaking,3,2024-07-21
747094,445926,fastball,26,2024-07-21
747094,445926,offspeed,10,2024-07-21
747094,552640,breaking,5,2024-07-21
747094,552640,fastball,5,2024-07-21
747094,571945,breaking,36,2024-07-21
747094,571945,fastball,46,2024-07-21
747094,571945,offspeed,6,2024-07-21
747094,621345,fastball,9,2024-07-21
747094,621345,offspeed,1,2024-07-21
747094,664854,breaking,12,2024-07-21
747094,664854,fastball,7,2024-07-21
747094,680885,breaking,26,2024-07-21
747094,680885,fastball,53,2024-07-21
747094,680885,offspeed,19,2024-07-21
747094,681676,breaking,5,2024-07-21
747094,681676,fastball,4,2024-07-21
747095,518585,fastball,5,2024-07-22
747095,518585,offspeed,4,2024-07-22
747095,607481,breaking,16,2024-07-22
747095,607481,fastball,13,2024-07-22
747095,607481,offspeed,1,2024-07-22
747095,625643,breaking,39,2024-07-22
747095,625643,fastball,39,2024-07-22
747095,625643,offspeed,7,2024-07-22
747095,664747,breaking,8,2024-07-22
747095,664747,fastball,13,2024-07-22
747095,668881,breaking,48,2024-07-22
747095,668881,fastball,57,2024-07-22
747095,668881,offspeed,7,2024-07-22
747095,669276,breaking,15,2024-07-22
747095,669276,fastball,4,2024-07-22
747095,669276,offspeed,1,2024-07-22
747096,543243,breaking,25,2024-07-20
747096,543243,fastball,50,2024-07-20
747096,543243,offspeed,12,2024-07-20
747096,607481,breaking,8,2024-07-20
747096,607481,fastball,12,2024-07-20
747096,656550,breaking,27,2024-07-20
747096,656550,fastball,17,2024-07-20
747096,681517,breaking,16,2024-07-20
747096,681517,fastball,8,2024-07-20
747096,681517,offspeed,1,2024-07-20
747096,693821,breaking,35,2024-07-20
747096,693821,fastball,47,2024-07-20
747096,693821,offspeed,13,2024-07-20
747097,445926,breaking,1,2024-07-05
747097,445926,fastball,29,2024-07-05
747097,445926,offspeed,3,2024-07-05
747097,605400,breaking,28,2024-07-05
747097,605400,fastball,62,2024-07-05
747097,605400,offspeed,13,2024-07-05
747097,608331,breaking,29,2024-07-05
747097,608331,fastball,53,2024-07-05
747097,608331,offspeed,21,2024-07-05
747097,621237,fastball,24,2024-07-05
747097,656546,breaking,7,2024-07-05
747097,656546,fastball,7,2024-07-05
747097,669276,breaking,5,2024-07-05
747097,669276,fastball,5,2024-07-05
747097,669276,offspeed,2,2024-07-05
747097,689147,breaking,9,2024-07-05
747097,689147,fastball,11,2024-07-05
747098,572955,breaking,9,2024-07-07
747098,572955,fastball,5,2024-07-07
747098,607481,breaking,3,2024-07-07
747098,607481,fastball,11,2024-07-07
747098,607481,offspeed,1,2024-07-07
747098,614179,breaking,10,2024-07-07
747098,614179,fastball,10,2024-07-07
747098,621381,breaking,1,2024-07-07
747098,621381,fastball,8,2024-07-07
747098,625643,breaking,32,2024-07-07
747098,625643,fastball,58,2024-07-07
747098,625643,offspeed,1,2024-07-07
747098,663969,breaking,36,2024-07-07
747098,663969,fastball,16,2024-07-07
747098,663969,offspeed,1,2024-07-07
747098,669276,breaking,12,2024-07-07
747098,669276,fastball,4,2024-07-07
747098,669276,offspeed,3,2024-07-07
747098,675650,breaking,15,2024-07-07
747098,675650,fastball,42,2024-07-07
747099,614179,breaking,3,2024-07-06
747099,614179,fastball,3,2024-07-06
747099,621345,fastball,9,2024-07-06
747099,621345,offspeed,4,2024-07-06
747099,622554,breaking,8,2024-07-06
747099,622554,fastball,8,2024-07-06
747099,624133,breaking,12,2024-07-06
747099,624133,fastball,66,2024-07-06
747099,624133,offspeed,13,2024-07-06
747099,628452,breaking,5,2024-07-06
747099,628452,fastball,3,2024-07-06
747099,628452,offspeed,6,2024-07-06
747099,641729,breaking,7,2024-07-06
747099,641729,fastball,8,2024-07-06
747099,641729,offspeed,1,2024-07-06
747099,642397,breaking,13,2024-07-06
747099,642397,fastball,7,2024-07-06
747099,680885,breaking,28,2024-07-06
747099,680885,fastball,37,2024-07-06
747099,680885,offspeed,16,2024-07-06
747100,519242,breaking,38,2024-07-03
747100,519242,fastball,48,2024-07-03
747100,519242,offspeed,17,2024-07-03
747100,592426,breaking,13,2024-07-03
747100,592426,fastball,4,2024-07-03
747100,621345,fastball,6,2024-07-03
747100,621345,offspeed,4,2024-07-03
747100,628452,breaking,4,2024-07-03
747100,628452,fastball,8,2024-07-03
747100,628452,offspeed,4,2024-07-03
747100,641729,breaking,6,2024-07-03
747100,641729,fastball,1,2024-07-03
747100,641729,offspeed,3,2024-07-03
747100,663546,breaking,13,2024-07-03
747100,663546,fastball,14,2024-07-03
747100,663855,breaking,32,2024-07-03
747100,663855,fastball,48,2024-07-03
747100,663855,offspeed,9,2024-07-03
747101,547973,breaking,4,2024-06-30
747101,547973,fastball,13,2024-06-30
747101,547973,offspeed,2,2024-06-30
747101,607481,breaking,6,2024-06-30
747101,607481,fastball,5,2024-06-30
747101,656550,breaking,23,2024-06-30
747101,656550,fastball,10,2024-06-30
747101,663559,breaking,32,2024-06-30
747101,663559,fastball,49,2024-06-30
747101,669387,breaking,4,2024-06-30
747101,669387,fastball,9,2024-06-30
747101,680885,breaking,31,2024-06-30
747101,680885,fastball,43,2024-06-30
747101,680885,offspeed,11,2024-06-30
747101,693312,breaking,17,2024-06-30
747101,693312,fastball,14,2024-06-30
747102,445926,breaking,3,2024-07-02
747102,445926,fastball,22,2024-07-02
747102,445926,offspeed,4,2024-07-02
747102,572955,breaking,19,2024-07-02
747102,572955,fastball,4,2024-07-02
747102,607481,breaking,11,2024-07-02
747102,607481,fastball,5,2024-07-02
747102,625643,breaking,42,2024-07-02
747102,625643,fastball,54,2024-07-02
747102,625643,offspeed,5,2024-07-02
747102,643511,breaking,7,2024-07-02
747102,643511,fastball,16,2024-07-02
747102,666808,breaking,7,2024-07-02
747102,666808,fastball,5,2024-07-02
747102,669276,breaking,7,2024-07-02
747102,669276,fastball,6,2024-07-02
747102,669276,offspeed,3,2024-07-02
747102,676254,breaking,7,2024-07-02
747102,676254,fastball,4,2024-07-02
747102,678495,breaking,5,2024-07-02
747102,678495,fastball,3,2024-07-02
747102,806185,breaking,32,2024-07-02
747102,806185,fastball,42,2024-07-02
747102,806185,offspeed,13,2024-07-02
747103,450203,breaking,42,2024-07-04
747103,450203,fastball,40,2024-07-04
747103,450203,offspeed,12,2024-07-04
747103,607481,breaking,5,2024-07-04
747103,607481,fastball,10,2024-07-04
747103,643511,breaking,2,2024-07-04
747103,643511,fastball,7,2024-07-04
747103,656550,breaking,25,2024-07-04
747103,656550,fastball,17,2024-07-04
747103,657277,breaking,32,2024-07-04
747103,657277,fastball,54,2024-07-04
747103,657277,offspeed,18,2024-07-04
747103,666808,breaking,10,2024-07-04
747103,666808,fastball,6,2024-07-04
747104,547973,breaking,7,2024-06-29
747104,547973,fastball,16,2024-06-29
747104,547973,offspeed,1,2024-06-29
747104,572955,breaking,7,2024-06-29
747104,572955,fastball,2,2024-06-29
747104,608331,breaking,35,2024-06-29
747104,608331,fastball,47,2024-06-29
747104,608331,offspeed,21,2024-06-29
