game_pk,pitcher,pitch_group,pitches,game_date
744942,621244,breaking,28,2024-04-30
744942,621244,fastball,49,2024-04-30
744942,621244,offspeed,15,2024-04-30
744942,647315,breaking,1,2024-04-30
744942,647315,fastball,8,2024-04-30
744942,650893,breaking,1,2024-04-30
744942,650893,fastball,4,2024-04-30
744942,657024,breaking,3,2024-04-30
744942,657024,fastball,9,2024-04-30
744942,657024,offspeed,2,2024-04-30
744942,663704,breaking,5,2024-04-30
744942,663704,fastball,12,2024-04-30
744942,666142,breaking,15,2024-04-30
744942,666142,fastball,61,2024-04-30
744942,666142,offspeed,29,2024-04-30
744942,670167,breaking,6,2024-04-30
744942,670167,fastball,9,2024-04-30
744942,670167,offspeed,1,2024-04-30
744943,543351,breaking,4,2024-05-11
744943,543351,fastball,4,2024-05-11
744943,543351,offspeed,2,2024-05-11
744943,554340,breaking,5,2024-05-11
744943,554340,fastball,2,2024-05-11
744943,554340,offspeed,2,2024-05-11
744943,573204,breaking,9,2024-05-11
744943,573204,fastball,16,2024-05-11
744943,592332,breaking,5,2024-05-11
744943,592332,fastball,51,2024-05-11
744943,592332,offspeed,30,2024-05-11
744943,595345,breaking,5,2024-05-11
744943,595345,fastball,6,2024-05-11
744943,605447,breaking,13,2024-05-11
744943,605447,fastball,3,2024-05-11
744943,622251,breaking,16,2024-05-11
744943,622251,fastball,5,2024-05-11
744943,647315,breaking,4,2024-05-11
744943,647315,fastball,12,2024-05-11
744943,657024,breaking,2,2024-05-11
744943,657024,fastball,4,2024-05-11
744943,657024,offspeed,3,2024-05-11
744943,663485,breaking,10,2024-05-11
744943,663485,fastball,15,2024-05-11
744943,663485,offspeed,3,2024-05-11
744943,670950,fastball,5,2024-05-11
744943,670950,offspeed,13,2024-05-11
744943,680573,breaking,30,2024-05-11
744943,680573,fastball,39,2024-05-11
744943,680573,offspeed,22,2024-05-11
744944,554340,breaking,5,2024-04-16
744944,554340,fastball,5,2024-04-16
744944,554340,offspeed,1,2024-04-16
744944,579328,breaking,44,2024-04-16
744944,579328,fastball,44,2024-04-16
744944,579328,offspeed,6,2024-04-16
744944,595897,breaking,10,2024-04-16
744944,595897,fastball,19,2024-04-16
744944,596133,fastball,25,2024-04-16
744944,596133,offspeed,7,2024-04-16
744944,605447,breaking,6,2024-04-16
744944,605447,fastball,5,2024-04-16
744944,607074,breaking,22,2024-04-16
744944,607074,fastball,75,2024-04-16
744944,607074,offspeed,4,2024-04-16
744944,624647,breaking,8,2024-04-16
744944,624647,fastball,12,2024-04-16
744944,624647,offspeed,1,2024-04-16
744944,670950,fastball,11,2024-04-16
744944,670950,offspeed,15,2024-04-16
744945,608648,breaking,13,2024-04-29
744945,608648,fastball,13,2024-04-29
744945,608648,offspeed,4,2024-04-29
744945,623433,breaking,5,2024-04-29
744945,623433,fastball,10,2024-04-29
744945,641835,breaking,2,2024-04-29
744945,641835,fastball,7,2024-04-29
744945,650893,breaking,3,2024-04-29
744945,650893,fastball,18,2024-04-29
744945,657024,breaking,1,2024-04-29
744945,657024,fastball,8,2024-04-29
744945,657024,offspeed,9,2024-04-29
744945,663878,breaking,6,2024-04-29
744945,663878,fastball,10,2024-04-29
744945,669422,breaking,15,2024-04-29
744945,669422,fastball,19,2024-04-29
744945,669422,offspeed,3,2024-04-29
744945,670950,fastball,8,2024-04-29
744945,670950,offspeed,6,2024-04-29
744945,672582,fastball,6,2024-04-29
744945,680742,breaking,22,2024-04-29
744945,680742,fastball,43,2024-04-29
744945,680742,offspeed,3,2024-04-29
744945,684320,breaking,39,2024-04-29
744945,684320,fastball,39,2024-04-29
744945,684320,offspeed,4,2024-04-29
744946,518489,breaking,5,2024-04-27
744946,518489,fastball,6,2024-04-27
744946,523260,breaking,3,2024-04-27
744946,523260,fastball,9,2024-04-27
744946,554340,breaking,6,2024-04-27
744946,554340,fastball,9,2024-04-27
744946,579328,breaking,47,2024-04-27
744946,579328,fastball,41,2024-04-27
744946,579328,offspeed,3,2024-04-27
744946,605447,breaking,14,2024-04-27
744946,605447,fastball,5,2024-04-27
744946,607192,breaking,27,2024-04-27
744946,607192,fastball,68,2024-04-27
744946,623465,breaking,12,2024-04-27
744946,623465,fastball,13,2024-04-27
744946,650893,breaking,2,2024-04-27
744946,650893,fastball,14,2024-04-27
744946,663878,breaking,3,2024-04-27
744946,663878,fastball,3,2024-04-27
744947,554340,breaking,8,2024-04-28
744947,554340,fastball,12,2024-04-28
744947,592332,breaking,3,2024-04-28
744947,592332,fastball,59,2024-04-28
744947,592332,offspeed,31,2024-04-28
744947,605447,breaking,3,2024-04-28
744947,605447,fastball,8,2024-04-28
744947,622503,fastball,2,2024-04-28
744947,622503,offspeed,6,2024-04-28
744947,641835,breaking,5,2024-04-28
744947,641835,fastball,3,2024-04-28
744947,642232,breaking,17,2024-04-28
744947,642232,fastball,33,2024-04-28
744947,642232,offspeed,4,2024-04-28
744947,675627,breaking,20,2024-04-28
744947,675627,fastball,14,2024-04-28
744947,681911,breaking,6,2024-04-28
744947,681911,fastball,14,2024-04-28
744948,573186,breaking,35,2024-04-17
744948,573186,fastball,56,2024-04-17
744948,573186,offspeed,8,2024-04-17
744948,592332,breaking,17,2024-04-17
744948,592332,fastball,53,2024-04-17
744948,592332,offspeed,31,2024-04-17
744948,605280,breaking,2,2024-04-17
744948,605280,fastball,14,2024-04-17
744948,624647,breaking,2,2024-04-17
744948,641656,breaking,15,2024-04-17
744948,641656,fastball,8,2024-04-17
744948,641835,breaking,11,2024-04-17
744948,641835,fastball,17,2024-04-17
744948,650893,breaking,5,2024-04-17
744948,650893,fastball,24,2024-04-17
744948,657024,breaking,4,2024-04-17
744948,657024,fastball,6,2024-04-17
744948,657024,offspeed,9,2024-04-17
744948,657571,fastball,17,2024-04-17
744948,670950,fastball,5,2024-04-17
744948,670950,offspeed,9,2024-04-17
744949,598286,breaking,6,2024-04-26
744949,598286,fastball,16,2024-04-26
744949,598286,offspeed,6,2024-04-26
744949,605135,breaking,17,2024-04-26
744949,605135,fastball,52,2024-04-26
744949,605135,offspeed,8,2024-04-26
744949,641835,breaking,3,2024-04-26
744949,641835,fastball,15,2024-04-26
744949,643396,fastball,11,2024-04-26
744949,657024,breaking,3,2024-04-26
744949,657024,fastball,6,2024-04-26
744949,657024,offspeed,8,2024-04-26
744949,663878,breaking,4,2024-04-26
744949,663878,fastball,7,2024-04-26
744949,663893,breaking,9,2024-04-26
744949,663893,fastball,26,2024-04-26
744949,670950,fastball,8,2024-04-26
744949,670950,offspeed,17,2024-04-26
744949,694813,breaking,21,2024-04-26
744949,694813,fastball,59,2024-04-26
744949,694813,offspeed,15,2024-04-26
744950,554340,breaking,8,2024-04-10
744950,554340,fastball,13,2024-04-10
744950,579328,breaking,41,2024-04-10
744950,579328,fastball,41,2024-04-10
744950,579328,offspeed,7,2024-04-10
744950,592773,breaking,4,2024-04-10
744950,592773,fastball,9,2024-04-10
744950,592773,offspeed,4,2024-04-10
744950,641835,breaking,4,2024-04-10
744950,641835,fastball,13,2024-04-10
744950,662253,breaking,10,2024-04-10
744950,662253,fastball,14,2024-04-10
744950,663878,breaking,6,2024-04-10
744950,663878,fastball,10,2024-04-10
744950,669302,breaking,38,2024-04-10
744950,669302,fastball,39,2024-04-10
744950,669302,offspeed,12,2024-04-10
744950,669952,breaking,7,2024-04-10
744950,669952,fastball,6,2024-04-10
744951,554340,breaking,4,2024-04-15
744951,554340,fastball,4,2024-04-15
744951,554340,offspeed,1,2024-04-15
744951,605135,breaking,33,2024-04-15
744951,605135,fastball,54,2024-04-15
744951,605135,offspeed,10,2024-04-15
744951,641835,breaking,1,2024-04-15
744951,641835,fastball,5,2024-04-15
744951,642701,breaking,2,2024-04-15
744951,642701,fastball,10,2024-04-15
744951,643338,breaking,6,2024-04-15
744951,643338,fastball,11,2024-04-15
744951,661563,breaking,14,2024-04-15
744951,661563,fastball,68,2024-04-15
744951,661563,offspeed,17,2024-04-15
744951,676760,breaking,9,2024-04-15
744951,676760,fastball,9,2024-04-15
744951,676760,offspeed,5,2024-04-15
744952,607536,breaking,15,2024-04-14
744952,607536,fastball,65,2024-04-14
744952,607536,offspeed,15,2024-04-14
744952,621244,breaking,42,2024-04-14
744952,621244,fastball,50,2024-04-14
744952,621244,offspeed,8,2024-04-14
744952,650893,breaking,3,2024-04-14
744952,650893,fastball,10,2024-04-14
744952,656222,fastball,9,2024-04-14
744952,656222,offspeed,8,2024-04-14
744952,663878,breaking,9,2024-04-14
744952,663878,fastball,7,2024-04-14
744952,680767,breaking,4,2024-04-14
744952,680767,fastball,12,2024-04-14
744952,680767,offspeed,5,2024-04-14
744952,683627,breaking,1,2024-04-14
744952,683627,fastball,15,2024-04-14
744952,683627,offspeed,8,2024-04-14
744953,554340,breaking,4,2024-04-13
744953,554340,fastball,8,2024-04-13
744953,641712,breaking,37,2024-04-13
744953,641712,fastball,57,2024-04-13
744953,641712,offspeed,8,2024-04-13
744953,641835,breaking,1,2024-04-13
744953,641835,fastball,8,2024-04-13
744953,643338,breaking,4,2024-04-13
744953,643338,fastball,14,2024-04-13
744953,656234,breaking,12,2024-04-13
744953,656234,fastball,8,2024-04-13
744953,670102,breaking,16,2024-04-13
744953,670102,fastball,28,2024-04-13
744953,670102,offspeed,2,2024-04-13
744953,680767,breaking,5,2024-04-13
744953,680767,fastball,11,2024-04-13
744953,680767,offspeed,3,2024-04-13
744953,684320,breaking,27,2024-04-13
744953,684320,fastball,37,2024-04-13
744953,684320,offspeed,4,2024-04-13
744954,502179,breaking,26,2024-04-12
744954,502179,fastball,11,2024-04-12
744954,502179,offspeed,16,2024-04-12
744954,592332,breaking,21,2024-04-12
744954,592332,fastball,26,2024-04-12
744954,592332,offspeed,31,2024-04-12
744954,641755,breaking,10,2024-04-12
744954,641755,fastball,8,2024-04-12
744954,650893,breaking,3,2024-04-12
744954,650893,fastball,3,2024-04-12
744954,663372,breaking,44,2024-04-12
744954,663372,fastball,39,2024-04-12
744954,663372,offspeed,11,2024-04-12
744954,663567,breaking,7,2024-04-12
744954,663567,fastball,15,2024-04-12
744954,663567,offspeed,7,2024-04-12
744954,669952,breaking,17,2024-04-12
744954,669952,fastball,24,2024-04-12
744955,489446,fastball,10,2024-09-22
744955,489446,offspeed,7,2024-09-22
744955,502085,breaking,5,2024-09-22
744955,502085,fastball,4,2024-09-22
744955,571760,breaking,40,2024-09-22
744955,571760,fastball,37,2024-09-22
744955,571760,offspeed,17,2024-09-22
744955,608638,breaking,7,2024-09-22
744955,608638,fastball,10,2024-09-22
744955,662253,breaking,5,2024-09-22
744955,662253,fastball,6,2024-09-22
744955,663423,breaking,8,2024-09-22
744955,663423,fastball,10,2024-09-22
744955,670036,breaking,12,2024-09-22
744955,670036,fastball,10,2024-09-22
744955,693433,breaking,18,2024-09-22
744955,693433,fastball,61,2024-09-22
744955,693433,offspeed,3,2024-09-22
744956,554340,breaking,12,2024-04-08
744956,554340,fastball,14,2024-04-08
744956,554340,offspeed,1,2024-04-08
744956,621244,breaking,39,2024-04-08
744956,621244,fastball,53,2024-04-08
744956,621244,offspeed,9,2024-04-08
744956,622491,breaking,28,2024-04-08
744956,622491,fastball,65,2024-04-08
744956,622491,offspeed,8,2024-04-08
744956,643338,breaking,9,2024-04-08
744956,643338,fastball,14,2024-04-08
744956,668338,breaking,11,2024-04-08
744956,668338,fastball,10,2024-04-08
744956,676969,breaking,10,2024-04-08
744956,676969,fastball,12,2024-04-08
744956,676969,offspeed,2,2024-04-08
744957,592773,breaking,2,2024-04-09
744957,592773,fastball,14,2024-04-09
744957,592773,offspeed,5,2024-04-09
744957,605135,breaking,30,2024-04-09
744957,605135,fastball,73,2024-04-09
744957,605135,offspeed,12,2024-04-09
744957,608723,breaking,3,2024-04-09
744957,608723,fastball,11,2024-04-09
744957,642100,breaking,2,2024-04-09
744957,642100,fastball,16,2024-04-09
744957,642100,offspeed,1,2024-04-09
744957,643338,breaking,9,2024-04-09
744957,643338,fastball,16,2024-04-09
744957,663423,breaking,7,2024-04-09
744957,663423,fastball,6,2024-04-09
744957,669923,breaking,28,2024-04-09
744957,669923,fastball,56,2024-04-09
744957,669923,offspeed,3,2024-04-09
744957,670950,fastball,10,2024-04-09
744957,670950,offspeed,18,2024-04-09
744957,676969,fastball,2,2024-04-09
744958,502085,breaking,4,2024-09-21
744958,502085,fastball,11,2024-09-21
744958,600917,breaking,14,2024-09-21
744958,600917,fastball,26,2024-09-21
744958,600917,offspeed,7,2024-09-21
744958,605177,breaking,10,2024-09-21
744958,605177,fastball,24,2024-09-21
744958,608723,breaking,6,2024-09-21
744958,608723,fastball,14,2024-09-21
744958,641540,breaking,22,2024-09-21
744958,641540,fastball,53,2024-09-21
744958,641540,offspeed,6,2024-09-21
744958,642048,breaking,2,2024-09-21
744958,642048,fastball,1,2024-09-21
744958,642048,offspeed,1,2024-09-21
744958,642520,breaking,4,2024-09-21
744958,642520,fastball,5,2024-09-21
744958,642520,offspeed,1,2024-09-21
744958,660825,breaking,5,2024-09-21
744958,660825,fastball,9,2024-09-21
744958,676092,breaking,6,2024-09-21
744958,676092,fastball,20,2024-09-21
744958,676106,breaking,15,2024-09-21
744958,676106,fastball,52,2024-09-21
744958,676106,offspeed,12,2024-09-21
744958,679156,breaking,12,2024-09-21
744958,679156,fastball,15,2024-09-21
744958,700187,breaking,14,2024-09-21
744958,700187,fastball,19,2024-09-21
744959,489446,fastball,9,2024-09-18
744959,489446,offspeed,6,2024-09-18
744959,502085,breaking,2,2024-09-18
744959,502085,fastball,8,2024-09-18
744959,502085,offspeed,1,2024-09-18
744959,642232,breaking,10,2024-09-18
744959,642232,fastball,14,2024-09-18
744959,642232,offspeed,5,2024-09-18
744959,670102,breaking,29,2024-09-18
744959,670102,fastball,56,2024-09-18
744959,670102,offspeed,15,2024-09-18
744959,674003,breaking,10,2024-09-18
744959,674003,fastball,44,2024-09-18
744959,674003,offspeed,36,2024-09-18
744960,594798,breaking,26,2024-09-20
744960,594798,fastball,28,2024-09-20
744960,594798,offspeed,4,2024-09-20
744960,608638,breaking,2,2024-09-20
744960,608638,fastball,8,2024-09-20
744960,660825,breaking,10,2024-09-20
744960,660825,fastball,10,2024-09-20
744960,663423,breaking,5,2024-09-20
744960,663423,fastball,11,2024-09-20
744960,669923,breaking,19,2024-09-20
744960,669923,fastball,61,2024-09-20
744960,669923,offspeed,5,2024-09-20
744960,670036,breaking,8,2024-09-20
744960,670036,fastball,8,2024-09-20
744960,683004,breaking,41,2024-09-20
744960,683004,fastball,43,2024-09-20
744960,683004,offspeed,8,2024-09-20
744961,489446,fastball,18,2024-09-17
744961,489446,offspeed,9,2024-09-17
744961,502085,breaking,4,2024-09-17
744961,502085,fastball,12,2024-09-17
744961,543135,breaking,16,2024-09-17
744961,543135,fastball,54,2024-09-17
744961,543135,offspeed,23,2024-09-17
744961,600917,breaking,2,2024-09-17
744961,600917,fastball,3,2024-09-17
744961,600917,offspeed,2,2024-09-17
744961,605135,breaking,12,2024-09-17
744961,605135,fastball,61,2024-09-17
744961,605135,offspeed,7,2024-09-17
744961,621114,breaking,13,2024-09-17
744961,621114,fastball,6,2024-09-17
744961,647315,breaking,1,2024-09-17
744961,647315,fastball,14,2024-09-17
744961,657024,fastball,4,2024-09-17
744961,657024,offspeed,1,2024-09-17
744961,663893,breaking,7,2024-09-17
744961,663893,fastball,11,2024-09-17
744961,666818,breaking,13,2024-09-17
744961,666818,fastball,28,2024-09-17
744961,667297,breaking,20,2024-09-17
744961,667297,fastball,8,2024-09-17
744961,670036,breaking,10,2024-09-17
744961,670036,fastball,16,2024-09-17
744962,592332,breaking,9,2024-09-19
744962,592332,fastball,33,2024-09-19
744962,592332,offspeed,16,2024-09-19
744962,605177,breaking,6,2024-09-19
744962,605177,fastball,10,2024-09-19
744962,622253,breaking,6,2024-09-19
744962,622253,fastball,3,2024-09-19
744962,622253,offspeed,3,2024-09-19
744962,642520,breaking,4,2024-09-19
744962,642520,fastball,11,2024-09-19
744962,642520,offspeed,4,2024-09-19
744962,643338,breaking,8,2024-09-19
744962,643338,fastball,8,2024-09-19
744962,650893,breaking,2,2024-09-19
744962,650893,fastball,11,2024-09-19
744962,657024,breaking,1,2024-09-19
744962,657024,fastball,5,2024-09-19
744962,657024,offspeed,1,2024-09-19
744962,670036,breaking,3,2024-09-19
744962,670036,fastball,12,2024-09-19
744962,677958,breaking,28,2024-09-19
744962,677958,fastball,43,2024-09-19
744962,679156,breaking,15,2024-09-19
744962,679156,fastball,25,2024-09-19
744963,489446,fastball,8,2024-09-07
744963,489446,offspeed,4,2024-09-07
744963,502085,breaking,4,2024-09-07
744963,502085,fastball,7,2024-09-07
744963,519326,breaking,8,2024-09-07
744963,519326,fastball,7,2024-09-07
744963,542881,breaking,10,2024-09-07
744963,542881,fastball,52,2024-09-07
744963,542881,offspeed,30,2024-09-07
744963,600917,breaking,2,2024-09-07
744963,600917,fastball,4,2024-09-07
744963,605177,breaking,7,2024-09-07
744963,605177,fastball,6,2024-09-07
744963,670036,breaking,8,2024-09-07
744963,670036,fastball,17,2024-09-07
744963,672710,breaking,6,2024-09-07
744963,672710,fastball,11,2024-09-07
744963,682989,breaking,1,2024-09-07
744963,682989,fastball,20,2024-09-07
744963,683004,breaking,32,2024-09-07
744963,683004,fastball,52,2024-09-07
744963,683004,offspeed,2,2024-09-07
744964,489446,fastball,3,2024-09-04
744964,489446,offspeed,3,2024-09-04
744964,543135,breaking,19,2024-09-04
744964,543135,fastball,55,2024-09-04
744964,543135,offspeed,25,2024-09-04
744964,573186,breaking,40,2024-09-04
744964,573186,fastball,38,2024-09-04
744964,573186,offspeed,10,2024-09-04
744964,641360,breaking,4,2024-09-04
744964,641360,fastball,9,2024-09-04
744964,641835,breaking,4,2024-09-04
744964,641835,fastball,12,2024-09-04
744964,643410,breaking,5,2024-09-04
744964,643410,fastball,1,2024-09-04
744964,643410,offspeed,9,2024-09-04
744964,664123,breaking,8,2024-09-04
744964,664123,fastball,13,2024-09-04
744964,664123,offspeed,2,2024-09-04
744964,670036,breaking,8,2024-09-04
744964,670036,fastball,26,2024-09-04
744964,676760,breaking,1,2024-09-04
744964,676760,fastball,18,2024-09-04
744964,676760,offspeed,10,2024-09-04
744964,679156,breaking,1,2024-09-04
744964,679156,fastball,7,2024-09-04
744964,681982,breaking,1,2024-09-04
744964,681982,fastball,15,2024-09-04
744964,681982,offspeed,2,2024-09-04
744965,489446,fastball,12,2024-09-08
744965,489446,offspeed,4,2024-09-08
744965,502085,breaking,5,2024-09-08
744965,502085,fastball,15,2024-09-08
744965,571760,breaking,25,2024-09-08
744965,571760,fastball,54,2024-09-08
744965,571760,offspeed,17,2024-09-08
744965,600917,breaking,6,2024-09-08
744965,600917,fastball,6,2024-09-08
744965,656271,breaking,3,2024-09-08
744965,656271,fastball,9,2024-09-08
744965,666171,breaking,3,2024-09-08
744965,666171,fastball,19,2024-09-08
744965,668943,breaking,22,2024-09-08
744965,668943,fastball,8,2024-09-08
744965,668968,breaking,12,2024-09-08
744965,668968,fastball,15,2024-09-08
744965,702674,breaking,14,2024-09-08
744965,702674,fastball,28,2024-09-08
744965,702674,offspeed,1,2024-09-08
744966,489446,fastball,6,2024-09-05
744966,489446,offspeed,6,2024-09-05
744966,502085,breaking,6,2024-09-05
744966,502085,fastball,10,2024-09-05
744966,600917,breaking,4,2024-09-05
744966,600917,fastball,14,2024-09-05
744966,666171,breaking,1,2024-09-05
744966,666171,fastball,20,2024-09-05
744966,674003,breaking,21,2024-09-05
744966,674003,fastball,51,2024-09-05
744966,674003,offspeed,18,2024-09-05
744966,686799,breaking,18,2024-09-05
744966,686799,fastball,75,2024-09-05
744967,519326,breaking,4,2024-09-06
744967,519326,fastball,8,2024-09-06
744967,570632,breaking,24,2024-09-06
744967,570632,fastball,39,2024-09-06
744967,570632,offspeed,12,2024-09-06
744967,642520,breaking,22,2024-09-06
744967,642520,fastball,23,2024-09-06
744967,642520,offspeed,6,2024-09-06
744967,650671,fastball,15,2024-09-06
744967,650671,offspeed,1,2024-09-06
744967,656271,breaking,3,2024-09-06
744967,656271,fastball,5,2024-09-06
744967,656271,offspeed,7,2024-09-06
744967,679156,breaking,3,2024-09-06
744967,679156,fastball,7,2024-09-06
744967,691951,breaking,22,2024-09-06
744967,691951,fastball,52,2024-09-06
744967,691951,offspeed,16,2024-09-06
744968,571760,breaking,29,2024-09-03
744968,571760,fastball,39,2024-09-03
744968,571760,offspeed,18,2024-09-03
744968,592454,fastball,4,2024-09-03
744968,592454,offspeed,12,2024-09-03
744968,600917,breaking,3,2024-09-03
744968,600917,fastball,12,2024-09-03
744968,600917,offspeed,1,2024-09-03
744968,605177,breaking,5,2024-09-03
744968,605177,fastball,6,2024-09-03
744968,605280,breaking,9,2024-09-03
744968,605280,fastball,16,2024-09-03
744968,607074,breaking,35,2024-09-03
744968,607074,fastball,49,2024-09-03
744968,607074,offspeed,15,2024-09-03
744968,642520,breaking,5,2024-09-03
744968,642520,fastball,6,2024-09-03
744968,642520,offspeed,4,2024-09-03
744968,657612,fastball,7,2024-09-03
744968,664776,breaking,12,2024-09-03
744968,664776,fastball,5,2024-09-03
744968,679156,breaking,8,2024-09-03
744968,679156,fastball,4,2024-09-03
744968,681982,breaking,10,2024-09-03
744968,681982,fastball,16,2024-09-03
744968,681982,offspeed,1,2024-09-03
744969,548389,breaking,2,2024-08-30
744969,548389,fastball,13,2024-08-30
744969,548389,offspeed,1,2024-08-30
744969,592351,breaking,40,2024-08-30
744969,592351,fastball,28,2024-08-30
744969,592351,offspeed,4,2024-08-30
744969,641540,breaking,13,2024-08-30
744969,641540,fastball,37,2024-08-30
744969,641540,offspeed,7,2024-08-30
744969,671305,breaking,10,2024-08-30
744969,671305,fastball,8,2024-08-30
744969,676664,breaking,17,2024-08-30
744969,676664,fastball,56,2024-08-30
744969,676664,offspeed,24,2024-08-30
744969,679156,breaking,6,2024-08-30
744969,679156,fastball,5,2024-08-30
744969,681982,breaking,9,2024-08-30
744969,681982,fastball,5,2024-08-30
744970,502085,breaking,7,2024-09-01
744970,502085,fastball,16,2024-09-01
744970,519008,breaking,4,2024-09-01
744970,519008,fastball,2,2024-09-01
744970,519008,offspeed,2,2024-09-01
744970,548389,breaking,2,2024-09-01
744970,548389,fastball,15,2024-09-01
744970,548389,offspeed,1,2024-09-01
744970,570632,breaking,19,2024-09-01
744970,570632,fastball,35,2024-09-01
744970,570632,offspeed,15,2024-09-01
744970,600917,breaking,8,2024-09-01
744970,600917,fastball,12,2024-09-01
744970,600917,offspeed,1,2024-09-01
744970,605177,breaking,10,2024-09-01
744970,605177,fastball,6,2024-09-01
744970,670036,breaking,5,2024-09-01
744970,670036,fastball,14,2024-09-01
744970,671305,breaking,6,2024-09-01
744970,671305,fastball,7,2024-09-01
744970,679156,breaking,12,2024-09-01
744970,679156,fastball,8,2024-09-01
744970,687765,breaking,41,2024-09-01
744970,687765,fastball,46,2024-09-01
744970,695243,breaking,13,2024-09-01
744970,695243,fastball,20,2024-09-01
744970,695243,offspeed,1,2024-09-01
744971,489446,fastball,15,2024-08-31
744971,489446,offspeed,9,2024-08-31
744971,502085,breaking,6,2024-08-31
744971,502085,fastball,7,2024-08-31
744971,621053,breaking,5,2024-08-31
744971,621053,fastball,20,2024-08-31
744971,674003,breaking,25,2024-08-31
744971,674003,fastball,47,2024-08-31
744971,674003,offspeed,25,2024-08-31
744971,680880,breaking,2,2024-08-31
744971,680880,fastball,2,2024-08-31
744971,680880,offspeed,6,2024-08-31
744971,683155,breaking,25,2024-08-31
744971,683155,fastball,43,2024-08-31
744971,683155,offspeed,16,2024-08-31
744972,502624,breaking,7,2024-09-02
744972,502624,fastball,48,2024-09-02
744972,502624,offspeed,27,2024-09-02
744972,543037,breaking,23,2024-09-02
744972,543037,fastball,54,2024-09-02
744972,543037,offspeed,5,2024-09-02
744972,596133,breaking,1,2024-09-02
744972,596133,fastball,14,2024-09-02
744972,596133,offspeed,4,2024-09-02
744972,605280,breaking,5,2024-09-02
744972,605280,fastball,14,2024-09-02
744972,657612,fastball,15,2024-09-02
744972,683004,breaking,35,2024-09-02
744972,683004,fastball,42,2024-09-02
744972,683004,offspeed,3,2024-09-02
744973,489446,fastball,6,2024-08-21
744973,489446,offspeed,6,2024-08-21
744973,502085,breaking,8,2024-08-21
744973,502085,fastball,17,2024-08-21
744973,547973,breaking,4,2024-08-21
744973,547973,fastball,11,2024-08-21
744973,571760,breaking,31,2024-08-21
744973,571760,fastball,45,2024-08-21
744973,571760,offspeed,14,2024-08-21
744973,593334,breaking,24,2024-08-21
744973,593334,fastball,32,2024-08-21
744973,593334,offspeed,19,2024-08-21
744973,600917,breaking,5,2024-08-21
744973,600917,fastball,9,2024-08-21
744973,600917,offspeed,2,2024-08-21
744973,605177,breaking,7,2024-08-21
744973,605177,fastball,5,2024-08-21
744973,670280,breaking,6,2024-08-21
744973,670280,fastball,7,2024-08-21
744973,670280,offspeed,2,2024-08-21
744973,693312,breaking,1,2024-08-21
744973,693312,fastball,8,2024-08-21
744974,571760,breaking,20,2024-08-16
744974,571760,fastball,59,2024-08-16
744974,571760,offspeed,18,2024-08-16
744974,573204,breaking,7,2024-08-16
744974,573204,fastball,11,2024-08-16
744974,595345,breaking,4,2024-08-16
744974,595345,fastball,3,2024-08-16
744974,595345,offspeed,1,2024-08-16
744974,605177,breaking,4,2024-08-16
744974,605177,fastball,9,2024-08-16
744974,642520,breaking,7,2024-08-16
744974,642520,fastball,6,2024-08-16
744974,642520,offspeed,1,2024-08-16
744974,643377,breaking,8,2024-08-16
744974,643377,fastball,10,2024-08-16
744974,643377,offspeed,1,2024-08-16
744974,661395,breaking,2,2024-08-16
744974,661395,fastball,6,2024-08-16
744974,661395,offspeed,5,2024-08-16
744974,663485,breaking,1,2024-08-16
744974,663485,fastball,15,2024-08-16
744974,663485,offspeed,2,2024-08-16
744974,670036,breaking,4,2024-08-16
744974,670036,fastball,17,2024-08-16
744974,680573,breaking,34,2024-08-16
744974,680573,fastball,26,2024-08-16
744974,680573,offspeed,18,2024-08-16
744975,489446,fastball,12,2024-08-18
744975,489446,offspeed,5,2024-08-18
744975,502085,breaking,6,2024-08-18
744975,502085,fastball,13,2024-08-18
744975,605177,breaking,2,2024-08-18
744975,605177,fastball,10,2024-08-18
744975,641154,breaking,28,2024-08-18
744975,641154,fastball,67,2024-08-18
744975,641154,offspeed,12,2024-08-18
744975,641816,breaking,5,2024-08-18
744975,641816,fastball,37,2024-08-18
744975,641816,offspeed,19,2024-08-18
744975,642520,breaking,20,2024-08-18
744975,642520,fastball,15,2024-08-18
744975,642520,offspeed,11,2024-08-18
744975,643377,breaking,1,2024-08-18
744975,643377,fastball,4,2024-08-18
744975,643377,offspeed,4,2024-08-18
744975,660896,breaking,8,2024-08-18
744975,660896,fastball,9,2024-08-18
744975,660896,offspeed,2,2024-08-18
744975,661395,breaking,2,2024-08-18
744975,661395,fastball,3,2024-08-18
744975,661395,offspeed,1,2024-08-18
744975,670950,fastball,6,2024-08-18
744975,670950,offspeed,7,2024-08-18
744976,489446,fastball,10,2024-08-19
744976,489446,offspeed,5,2024-08-19
744976,570632,breaking,21,2024-08-19
744976,570632,fastball,30,2024-08-19
744976,570632,offspeed,11,2024-08-19
744976,641540,breaking,13,2024-08-19
744976,641540,fastball,33,2024-08-19
744976,641540,offspeed,17,2024-08-19
744976,642701,breaking,3,2024-08-19
744976,642701,fastball,7,2024-08-19
744976,642701,offspeed,2,2024-08-19
744976,656222,fastball,7,2024-08-19
744976,656222,offspeed,3,2024-08-19
744976,682847,breaking,16,2024-08-19
744976,682847,fastball,76,2024-08-19
744977,502085,breaking,4,2024-08-17
744977,502085,fastball,11,2024-08-17
744977,543135,breaking,9,2024-08-17
