game_pk,pitcher,game_date,team,bf,k,bb,hbp,hr,hits,fb,bip,outs,runs,close_outs,pitches,is_starter
745731,450203,2024-06-22,ATL,25,4,5,0,1,5,4,16,17.0,4,10.0,97,True
745731,543859,2024-06-22,NYY,1,1,0,0,0,0,0,0,1.0,0,0.0,6,False
745731,573186,2024-06-22,NYY,24,6,2,0,2,3,7,16,20.0,3,12.0,93,True
745731,596133,2024-06-22,NYY,4,2,0,0,0,1,1,2,3.0,0,0.0,16,False
745731,607481,2024-06-22,ATL,6,0,3,0,0,2,0,3,1.0,3,0.0,35,False
745731,641360,2024-06-22,NYY,3,0,0,0,0,0,3,3,3.0,0,0.0,9,False
745732,518886,2024-06-19,BAL,5,1,0,0,0,2,2,4,3.0,1,3.0,19,False
745732,543037,2024-06-19,NYY,16,5,1,0,0,3,3,10,12.0,1,12.0,62,True
745732,592454,2024-06-19,NYY,2,0,0,0,0,1,0,2,1.0,1,0.0,10,False
745732,605280,2024-06-19,NYY,5,0,0,0,0,2,2,5,3.0,1,3.0,18,False
745732,622253,2024-06-19,BAL,4,1,1,0,0,1,1,2,3.0,1,3.0,19,False
745732,624647,2024-06-19,NYY,6,1,0,1,0,0,2,4,5.0,0,0.0,20,False
745732,641329,2024-06-19,BAL,3,0,0,0,0,1,1,3,3.0,0,3.0,6,False
745732,657097,2024-06-19,BAL,4,2,0,0,0,1,1,2,3.0,0,0.0,21,False
745732,657571,2024-06-19,NYY,4,0,0,1,0,0,2,3,3.0,0,3.0,10,False
745732,664948,2024-06-19,NYY,6,1,1,0,0,2,2,4,3.0,0,3.0,30,False
745732,666974,2024-06-19,BAL,4,0,1,0,1,1,1,3,3.0,3,3.0,13,False
745732,672335,2024-06-19,BAL,5,0,2,0,0,2,1,3,1.0,0,0.0,22,False
745732,676760,2024-06-19,NYY,7,2,1,0,1,3,0,4,3.0,3,2.0,34,False
745732,700249,2024-06-19,BAL,20,1,5,0,0,1,7,14,14.0,1,12.0,94,True
745733,543859,2024-06-18,NYY,4,1,1,0,0,0,1,2,3.0,0,0.0,15,False
745733,544150,2024-06-18,BAL,23,3,5,1,0,6,2,14,11.0,3,7.0,96,True
745733,596133,2024-06-18,NYY,3,0,0,0,0,1,2,3,3.0,0,0.0,11,False
745733,605280,2024-06-18,NYY,5,1,0,0,1,2,0,4,3.0,2,3.0,17,False
745733,622253,2024-06-18,BAL,4,0,0,0,0,0,1,4,4.0,0,0.0,14,False
745733,641482,2024-06-18,NYY,23,6,0,0,0,5,2,17,18.0,0,9.0,105,True
745733,663989,2024-06-18,BAL,3,0,0,0,0,0,1,3,3.0,0,0.0,13,False
745733,669211,2024-06-18,BAL,8,0,1,1,0,0,3,6,6.0,1,0.0,22,False
745734,543859,2024-06-20,NYY,8,1,2,0,0,1,4,5,5.0,1,0.0,27,False
745734,592454,2024-06-20,NYY,4,2,0,0,0,1,0,2,3.0,0,0.0,13,False
745734,608344,2024-06-20,BAL,21,2,2,0,2,5,8,17,14.0,5,3.0,85,True
745734,624431,2024-06-20,NYY,7,0,1,0,0,3,0,6,3.0,1,0.0,25,False
745734,624647,2024-06-20,NYY,5,1,1,0,1,1,1,3,3.0,2,0.0,17,False
745734,641329,2024-06-20,BAL,5,1,1,0,0,1,0,3,4.0,0,0.0,24,False
745734,657571,2024-06-20,NYY,6,1,0,0,0,3,0,5,3.0,2,0.0,20,False
745734,657612,2024-06-20,NYY,7,0,0,0,1,3,1,7,3.0,3,0.0,27,False
745734,661563,2024-06-20,NYY,15,1,2,1,1,8,1,11,4.0,7,3.0,47,True
745734,663989,2024-06-20,BAL,3,0,0,0,0,0,1,3,3.0,0,0.0,11,False
745734,669211,2024-06-20,BAL,6,2,0,0,0,0,3,4,6.0,0,0.0,24,False
745734,676760,2024-06-20,NYY,6,1,1,1,0,0,0,3,3.0,1,0.0,18,False
745735,543859,2024-06-08,NYY,5,2,0,0,0,0,1,3,5.0,1,5.0,20,False
745735,592454,2024-06-08,NYY,5,1,2,0,1,1,1,2,1.0,4,1.0,30,False
745735,641482,2024-06-08,NYY,22,4,1,0,2,7,9,17,16.0,3,16.0,83,True
745735,642232,2024-06-08,LAD,9,1,1,0,1,2,3,7,6.0,1,0.0,32,False
745735,642701,2024-06-08,NYY,8,2,2,0,0,3,2,4,4.0,2,0.0,39,False
745735,665828,2024-06-08,NYY,3,0,2,0,0,0,0,1,1.0,1,0.0,12,False
745735,681911,2024-06-08,LAD,4,1,0,0,0,0,3,3,4.0,0,4.0,22,False
745735,694813,2024-06-08,LAD,27,6,2,0,1,8,6,19,17.0,2,17.0,101,True
745736,596133,2024-06-09,NYY,6,1,0,0,0,1,1,5,6.0,1,6.0,24,False
745736,605280,2024-06-09,NYY,5,1,0,0,0,2,1,4,3.0,0,3.0,24,False
745736,607192,2024-06-09,LAD,27,12,1,0,2,8,4,13,18.0,5,18.0,104,True
745736,657571,2024-06-09,NYY,3,1,1,0,0,1,0,1,1.0,0,1.0,11,False
745736,661563,2024-06-09,NYY,23,5,1,0,1,5,8,17,17.0,3,17.0,96,True
745736,670990,2024-06-09,LAD,7,2,1,0,1,1,2,4,6.0,1,6.0,28,False
745737,543339,2024-06-07,LAD,3,1,0,0,0,0,2,2,3.0,0,3.0,11,False
745737,543859,2024-06-07,NYY,6,2,0,0,0,1,1,4,5.0,0,5.0,19,False
745737,547001,2024-06-07,NYY,19,1,3,1,0,2,4,14,14.0,0,14.0,84,True
745737,595014,2024-06-07,LAD,2,0,1,0,0,0,1,1,1.0,0,1.0,12,False
745737,605280,2024-06-07,NYY,3,0,0,0,0,0,0,3,3.0,0,3.0,10,False
745737,607455,2024-06-07,LAD,4,2,0,0,0,2,0,2,2.0,0,2.0,16,False
745737,624647,2024-06-07,NYY,3,1,0,1,0,0,0,1,2.0,0,2.0,14,False
745737,641656,2024-06-07,NYY,7,1,2,0,0,1,0,4,4.0,2,4.0,30,False
745737,642701,2024-06-07,NYY,3,1,1,0,0,0,1,1,2.0,0,2.0,12,False
745737,657571,2024-06-07,NYY,3,1,0,0,0,0,1,2,3.0,0,3.0,17,False
745737,670990,2024-06-07,LAD,4,2,0,0,0,1,1,2,3.0,1,3.0,14,False
745737,675627,2024-06-07,LAD,3,0,0,0,0,0,3,3,3.0,0,3.0,14,False
745737,808967,2024-06-07,LAD,25,7,2,0,0,2,3,16,21.0,0,21.0,107,True
745738,573186,2024-06-06,NYY,24,2,2,2,2,6,11,18,14.0,4,9.0,78,True
745738,573204,2024-06-06,MIN,3,2,0,0,0,0,0,1,3.0,0,0.0,12,False
745738,592454,2024-06-06,NYY,5,2,1,0,0,1,0,2,3.0,0,0.0,28,False
745738,596133,2024-06-06,NYY,5,1,0,0,0,1,2,4,4.0,0,0.0,11,False
745738,605280,2024-06-06,NYY,4,1,0,0,0,1,1,3,3.0,0,0.0,22,False
745738,622251,2024-06-06,MIN,4,0,0,0,0,1,2,4,3.0,0,0.0,19,False
745738,624647,2024-06-06,NYY,3,0,1,0,0,0,2,2,2.0,0,0.0,10,False
745738,641154,2024-06-06,MIN,23,4,6,1,1,4,5,12,12.0,6,8.0,96,True
745738,641656,2024-06-06,NYY,2,0,0,0,0,1,0,2,1.0,1,1.0,8,False
745738,660896,2024-06-06,MIN,5,1,2,0,0,0,0,2,3.0,0,0.0,30,False
745738,663485,2024-06-06,MIN,5,2,0,0,0,2,1,3,3.0,1,2.0,16,False
745739,573204,2024-06-04,MIN,5,1,0,0,1,2,2,4,3.0,2,2.0,16,False
745739,592454,2024-06-04,NYY,4,1,0,0,1,1,1,3,3.0,1,2.0,18,False
745739,596133,2024-06-04,NYY,3,1,0,0,0,0,2,2,3.0,0,0.0,10,False
745739,641656,2024-06-04,NYY,3,1,0,0,0,0,2,2,3.0,0,3.0,10,False
745739,641927,2024-06-04,MIN,22,2,4,0,1,3,9,16,15.0,3,7.0,89,True
745739,661563,2024-06-04,NYY,21,6,3,0,0,1,8,12,18.0,0,9.0,88,True
745739,663485,2024-06-04,MIN,6,1,0,0,0,1,1,5,6.0,0,3.0,18,False
745740,543859,2024-06-05,NYY,3,2,0,0,0,0,0,1,3.0,0,0.0,9,False
745740,595345,2024-06-05,MIN,4,2,0,0,0,1,1,2,3.0,0,0.0,12,False
745740,607074,2024-06-05,NYY,21,9,0,0,1,3,6,12,18.0,2,3.0,100,True
745740,622251,2024-06-05,MIN,5,1,1,0,0,0,1,3,4.0,1,0.0,20,False
745740,642701,2024-06-05,NYY,9,1,0,0,1,3,2,8,6.0,3,0.0,33,False
745740,650895,2024-06-05,MIN,9,1,3,0,0,2,1,5,5.0,4,0.0,32,False
745740,663978,2024-06-05,MIN,20,7,2,0,0,6,1,11,12.0,4,2.0,85,True
745741,595897,2024-05-23,NYY,3,1,2,0,0,0,0,0,1.0,0,0.0,14,False
745741,605280,2024-05-23,NYY,6,2,0,0,0,2,1,4,4.0,0,0.0,20,False
745741,622491,2024-05-23,SEA,24,3,3,1,2,7,7,17,15.0,2,15.0,91,True
745741,624647,2024-05-23,NYY,4,1,0,1,0,0,0,2,3.0,0,2.0,17,False
745741,642100,2024-05-23,SEA,3,0,0,0,0,2,1,3,1.0,2,0.0,15,False
745741,657508,2024-05-23,SEA,4,0,2,0,0,0,1,2,2.0,1,0.0,12,False
745741,660825,2024-05-23,SEA,3,0,0,0,0,0,1,3,3.0,0,0.0,14,False
745741,661563,2024-05-23,NYY,22,8,2,0,0,1,6,12,19.0,0,19.0,96,True
745741,663423,2024-05-23,SEA,5,1,0,0,0,2,0,3,3.0,0,3.0,15,False
745742,592773,2024-05-21,SEA,4,0,0,0,0,1,2,4,3.0,0,3.0,16,False
745742,595897,2024-05-21,NYY,4,1,0,0,1,2,1,3,2.0,1,2.0,21,False
745742,624647,2024-05-21,NYY,3,1,0,0,0,0,1,2,3.0,0,3.0,16,False
745742,642100,2024-05-21,SEA,3,1,1,1,0,0,0,0,1.0,0,0.0,17,False
745742,642701,2024-05-21,NYY,6,0,0,0,1,3,4,6,3.0,2,0.0,17,False
745742,657376,2024-05-21,NYY,20,6,2,0,1,4,4,12,15.0,2,15.0,100,True
745742,657571,2024-05-21,NYY,3,2,0,0,0,0,0,1,3.0,0,0.0,9,False
745742,662253,2024-05-21,SEA,5,1,1,0,0,1,0,3,3.0,0,0.0,18,False
745742,663423,2024-05-21,SEA,3,0,0,0,1,1,2,3,2.0,3,1.0,13,False
745742,677076,2024-05-21,NYY,3,1,0,1,1,1,1,1,1.0,1,1.0,15,False
745742,693433,2024-05-21,SEA,20,7,0,0,0,2,3,13,18.0,0,18.0,77,True
745743,543859,2024-05-22,NYY,8,2,2,0,0,2,0,4,4.0,0,0.0,39,False
745743,592454,2024-05-22,NYY,3,0,0,0,0,0,1,3,3.0,0,0.0,15,False
745743,596133,2024-05-22,NYY,6,3,0,0,1,1,1,3,5.0,3,2.0,23,False
745743,608723,2024-05-22,SEA,5,1,1,0,1,1,3,3,3.0,2,0.0,16,False
745743,641482,2024-05-22,NYY,19,6,3,0,0,3,3,10,15.0,0,9.0,97,True
745743,669912,2024-05-22,SEA,4,1,1,0,0,1,1,2,2.0,0,0.0,20,False
745743,675989,2024-05-22,SEA,2,1,1,0,0,0,0,0,1.0,0,0.0,12,False
745743,682243,2024-05-22,SEA,23,4,0,0,3,5,11,19,18.0,5,7.0,78,True
745744,595897,2024-05-18,NYY,7,2,0,0,0,1,4,5,6.0,0,0.0,28,False
745744,641745,2024-05-18,CWS,21,4,1,0,4,7,3,16,12.0,6,5.0,84,True
745744,642701,2024-05-18,NYY,3,0,0,0,0,0,1,3,3.0,0,0.0,6,False
745744,647336,2024-05-18,CWS,18,7,4,0,0,2,3,7,12.0,0,0.0,82,False
745744,661563,2024-05-18,NYY,24,14,1,0,0,5,5,9,18.0,1,6.0,98,True
745745,543859,2024-05-19,NYY,10,2,1,0,0,2,2,7,7.0,0,0.0,48,False
745745,605280,2024-05-19,NYY,2,0,0,0,0,0,0,2,2.0,0,0.0,4,False
745745,607074,2024-05-19,NYY,25,6,2,1,1,4,9,15,18.0,2,12.0,99,True
745745,621051,2024-05-19,CWS,4,1,0,0,0,1,2,3,3.0,0,0.0,17,False
745745,623167,2024-05-19,CWS,21,4,1,0,2,8,7,16,12.0,7,11.0,79,True
745745,657612,2024-05-19,CWS,4,2,0,0,0,1,1,2,3.0,0,0.0,17,False
745745,694363,2024-05-19,CWS,6,2,0,0,0,0,2,4,6.0,0,0.0,26,False
745746,573186,2024-05-20,NYY,25,6,1,0,1,3,7,18,22.0,1,15.0,96,True
745746,596133,2024-05-20,NYY,2,1,0,0,0,0,1,1,2.0,0,2.0,6,False
745746,605280,2024-05-20,NYY,8,0,2,0,0,4,1,6,2.0,4,1.0,31,False
745746,657571,2024-05-20,NYY,1,0,0,0,0,0,1,1,1.0,0,1.0,7,False
745746,660825,2024-05-20,SEA,6,0,1,0,0,1,0,4,5.0,1,2.0,23,False
745746,662253,2024-05-20,SEA,4,2,0,0,0,1,0,2,3.0,0,3.0,15,False
745746,669302,2024-05-20,SEA,27,1,1,1,0,8,2,24,18.0,3,13.0,81,True
745746,669912,2024-05-20,SEA,4,0,2,0,0,2,1,2,1.0,0,0.0,18,False
745747,605182,2024-05-17,CWS,21,5,2,0,1,5,8,14,14.0,3,14.0,82,True
745747,605280,2024-05-17,NYY,4,2,1,0,0,0,0,1,3.0,0,3.0,18,False
745747,621051,2024-05-17,CWS,3,1,1,0,0,0,0,1,2.0,0,1.0,14,False
745747,621383,2024-05-17,CWS,8,2,0,0,1,2,5,6,6.0,1,1.0,30,False
745747,641482,2024-05-17,NYY,27,6,1,0,0,5,12,20,21.0,1,18.0,94,True
745747,641656,2024-05-17,NYY,4,1,0,0,0,3,0,3,1.0,1,1.0,18,False
745747,657571,2024-05-17,NYY,2,1,0,0,0,0,0,1,2.0,0,2.0,6,False
745747,657612,2024-05-17,CWS,3,0,0,0,0,2,1,3,2.0,0,2.0,8,False
745748,519151,2024-05-09,HOU,4,1,1,0,1,1,1,2,2.0,1,2.0,22,False
745748,573186,2024-05-09,NYY,26,5,2,0,2,9,8,19,17.0,4,10.0,95,True
745748,596133,2024-05-09,NYY,4,2,0,0,0,0,1,2,4.0,0,4.0,17,False
745748,623352,2024-05-09,HOU,5,1,0,0,0,1,2,4,4.0,0,4.0,18,False
745748,642701,2024-05-09,NYY,4,1,0,0,0,1,1,3,3.0,0,3.0,12,False
745748,650556,2024-05-09,HOU,4,3,0,0,0,0,1,1,4.0,0,4.0,20,False
745748,669854,2024-05-09,HOU,24,5,4,0,1,4,3,15,17.0,2,11.0,107,True
745748,676760,2024-05-09,NYY,5,2,1,0,0,1,0,2,3.0,0,3.0,23,False
745749,605463,2024-05-08,HOU,5,0,1,0,0,1,1,4,3.0,1,0.0,13,False
745749,606160,2024-05-08,HOU,3,0,0,0,0,0,0,3,3.0,0,0.0,10,False
745749,607074,2024-05-08,NYY,27,7,0,1,1,7,9,19,19.0,2,9.0,100,True
745749,624647,2024-05-08,NYY,3,0,0,0,1,1,1,3,2.0,1,0.0,10,False
745749,641656,2024-05-08,NYY,7,1,0,0,0,3,2,6,4.0,1,0.0,26,False
745749,657571,2024-05-08,NYY,2,0,0,0,0,0,0,2,2.0,0,0.0,4,False
745749,681293,2024-05-08,HOU,25,4,3,0,3,8,6,18,15.0,5,6.0,88,True
745749,681869,2024-05-08,HOU,7,0,2,0,0,2,1,5,3.0,3,0.0,24,False
745750,596133,2024-05-04,NYY,8,4,0,0,0,1,2,4,7.0,0,7.0,38,False
745750,605280,2024-05-04,NYY,4,2,0,0,0,1,0,2,4.0,0,4.0,15,False
745750,657376,2024-05-04,NYY,20,7,0,2,1,4,3,11,15.0,3,13.0,92,True
745750,657571,2024-05-04,NYY,3,1,1,0,0,1,0,1,1.0,0,1.0,20,False
745750,663554,2024-05-04,DET,26,6,1,0,1,9,4,19,16.0,5,15.0,93,True
745750,663947,2024-05-04,DET,5,2,0,0,0,0,2,3,5.0,0,5.0,23,False
745750,676684,2024-05-04,DET,3,0,0,0,0,0,1,3,3.0,0,3.0,11,False
745751,571946,2024-05-05,DET,4,1,2,0,0,1,0,1,1.0,0,1.0,18,False
745751,605177,2024-05-05,DET,4,0,1,0,0,2,0,3,1.0,3,0.0,23,False
745751,624647,2024-05-05,NYY,1,0,0,0,0,0,0,1,1.0,0,1.0,4,False
745751,641482,2024-05-05,NYY,23,9,1,0,0,3,7,13,19.0,0,19.0,97,True
745751,641656,2024-05-05,NYY,3,0,1,0,0,1,0,2,1.0,2,1.0,14,False
745751,642701,2024-05-05,NYY,4,2,0,0,0,1,1,2,3.0,0,0.0,17,False
745751,656638,2024-05-05,DET,1,0,0,0,0,0,0,1,1.0,0,0.0,9,False
745751,669373,2024-05-05,DET,24,12,0,0,1,6,4,12,18.0,2,18.0,96,True
745752,434378,2024-05-07,HOU,26,2,3,0,3,8,8,21,15.0,7,6.0,97,True
745752,543859,2024-05-07,NYY,6,0,1,0,0,1,0,5,3.0,2,0.0,28,False
745752,605463,2024-05-07,HOU,5,0,0,0,0,2,0,5,3.0,1,0.0,16,False
745752,656232,2024-05-07,HOU,8,0,1,2,0,2,0,5,3.0,2,0.0,30,False
745752,661527,2024-05-07,HOU,5,1,2,0,0,1,0,2,3.0,0,0.0,20,False
745752,661563,2024-05-07,NYY,23,5,4,0,1,1,3,14,18.0,1,9.0,97,True
745752,676760,2024-05-07,NYY,7,0,1,0,0,1,1,6,6.0,0,0.0,24,False
745753,547184,2024-04-24,ATH,9,1,0,0,1,3,1,8,6.0,3,0.0,29,False
745753,596133,2024-04-24,NYY,8,3,0,0,0,0,4,5,8.0,0,2.0,30,False
745753,641656,2024-04-24,NYY,3,0,0,0,0,0,2,3,3.0,0,0.0,11,False
745753,657376,2024-04-24,NYY,22,6,2,1,1,4,5,13,16.0,3,12.0,92,True
745753,666204,2024-04-24,ATH,4,1,0,0,1,1,1,3,3.0,1,2.0,15,False
745753,666205,2024-04-24,ATH,9,0,0,0,0,4,1,9,6.0,1,0.0,35,False
745753,671212,2024-04-24,ATH,17,6,4,0,1,3,3,7,9.0,2,9.0,85,True
745754,519008,2024-04-23,ATH,3,0,0,0,0,0,0,3,3.0,0,3.0,10,False
745754,573186,2024-04-23,NYY,24,9,1,0,2,7,2,14,16.0,3,14.0,97,True
745754,605280,2024-04-23,NYY,3,2,0,0,0,0,0,1,3.0,0,3.0,9,False
745754,613534,2024-04-23,ATH,5,0,1,2,0,0,0,2,3.0,0,3.0,26,False
745754,621112,2024-04-23,ATH,23,5,0,0,1,5,5,18,18.0,4,16.0,98,True
745754,642701,2024-04-23,NYY,2,0,0,0,0,0,2,2,2.0,0,2.0,7,False
745754,657571,2024-04-23,NYY,3,1,0,0,0,0,1,2,3.0,0,3.0,14,False
745754,676760,2024-04-23,NYY,4,1,1,0,0,0,1,2,3.0,0,3.0,22,False
745755,519008,2024-04-25,ATH,3,1,0,0,0,1,0,2,2.0,0,2.0,9,False
745755,613534,2024-04-25,ATH,2,0,0,0,0,1,0,2,1.0,0,1.0,7,False
745755,622072,2024-04-25,ATH,25,5,2,0,1,8,4,18,17.0,1,17.0,98,True
745755,624647,2024-04-25,NYY,2,0,0,0,0,0,0,2,3.0,0,3.0,11,False
745755,641482,2024-04-25,NYY,26,4,0,0,2,5,11,22,21.0,3,21.0,94,True
745755,642701,2024-04-25,NYY,5,1,1,0,0,1,0,3,3.0,0,3.0,17,False
745755,668674,2024-04-25,ATH,4,2,1,0,0,0,0,1,3.0,0,3.0,17,False
745755,695243,2024-04-25,ATH,5,3,0,0,0,1,1,2,4.0,0,4.0,17,False
745756,571946,2024-05-03,DET,4,0,1,0,0,0,1,3,3.0,0,3.0,19,False
745756,573186,2024-05-03,NYY,23,3,5,0,0,3,2,15,16.0,1,16.0,90,True
745756,605177,2024-05-03,DET,2,0,1,0,0,0,0,1,2.0,0,2.0,11,False
745756,624647,2024-05-03,NYY,5,0,1,0,0,0,1,4,4.0,0,4.0,21,False
745756,641656,2024-05-03,NYY,6,1,0,0,0,2,1,5,4.0,0,4.0,16,False
745756,642701,2024-05-03,NYY,4,0,1,0,0,0,0,3,3.0,0,3.0,17,False
745756,656412,2024-05-03,DET,5,4,1,0,0,0,0,0,4.0,0,4.0,26,False
745756,671345,2024-05-03,DET,4,0,0,0,0,4,0,4,3.0,2,3.0,11,False
745756,681857,2024-05-03,DET,18,5,2,0,0,2,2,11,15.0,0,15.0,88,True
745757,607074,2024-04-22,NYY,25,4,2,2,0,1,8,17,21.0,0,21.0,92,True
745757,624647,2024-04-22,NYY,3,0,1,0,1,2,1,2,0.0,2,0.0,14,False
745757,641656,2024-04-22,NYY,6,2,1,1,0,1,1,2,3.0,0,3.0,28,False
745757,668674,2024-04-22,ATH,6,1,1,0,0,0,2,4,6.0,0,6.0,26,False
745757,676664,2024-04-22,ATH,21,7,1,0,0,3,7,13,18.0,0,18.0,91,True
745757,676760,2024-04-22,NYY,3,2,0,0,0,0,0,1,3.0,0,3.0,11,False
745757,695243,2024-04-22,ATH,3,3,0,0,0,0,0,0,3.0,0,3.0,14,False
745758,542888,2024-04-19,TB,3,1,0,0,0,1,0,2,2.0,0,2.0,8,False
745758,605280,2024-04-19,NYY,4,0,0,0,0,2,1,4,3.0,0,3.0,22,False
745758,606965,2024-04-19,TB,8,2,1,0,1,2,1,5,3.0,5,1.0,32,False
745758,641302,2024-04-19,TB,20,4,1,1,0,2,6,14,16.0,0,16.0,79,True
745758,641656,2024-04-19,NYY,7,0,1,0,0,3,0,6,3.0,2,3.0,24,False
745758,642701,2024-04-19,NYY,5,1,0,0,0,2,1,4,5.0,0,5.0,17,False
745758,657376,2024-04-19,NYY,23,7,0,1,1,7,4,15,16.0,1,16.0,102,True
745758,682052,2024-04-19,TB,4,0,0,1,0,0,2,3,3.0,0,3.0,12,False
745759,541640,2024-04-21,TB,10,3,0,0,0,1,1,7,9.0,0,3.0,35,False
745759,596133,2024-04-21,NYY,5,1,0,0,0,0,1,4,4.0,0,0.0,20,False
745759,624647,2024-04-21,NYY,4,1,1,0,0,0,0,2,3.0,0,3.0,23,False
745759,642701,2024-04-21,NYY,7,1,1,0,0,3,0,5,3.0,3,1.0,27,False
745759,650644,2024-04-21,TB,27,5,5,0,0,8,3,17,14.0,5,14.0,104,True
745759,661563,2024-04-21,NYY,23,9,3,0,0,2,3,10,17.0,0,15.0,97,True
745759,664208,2024-04-21,TB,1,1,0,0,0,0,0,0,1.0,0,0.0,6,False
745760,592094,2024-04-20,TB,3,1,0,0,0,0,2,2,3.0,0,3.0,11,False
745760,596133,2024-04-20,NYY,3,1,0,0,0,0,1,2,3.0,0,3.0,12,False
745760,605280,2024-04-20,NYY,4,2,0,0,0,1,0,2,3.0,0,3.0,21,False
745760,621107,2024-04-20,TB,21,6,0,0,0,3,6,15,18.0,0,18.0,78,True
745760,621363,2024-04-20,TB,3,0,0,0,0,1,1,3,3.0,0,3.0,8,False
745760,641482,2024-04-20,NYY,26,9,0,0,0,6,7,17,21.0,0,21.0,102,True
745760,657571,2024-04-20,NYY,5,2,0,0,0,2,0,3,3.0,2,3.0,19,False
745760,664076,2024-04-20,TB,3,1,0,0,0,0,0,2,3.0,0,3.0,17,False
745760,664208,2024-04-20,TB,4,1,1,0,0,0,0,2,3.0,0,3.0,18,False
745761,542882,2024-04-08,MIA,7,3,0,0,0,1,1,4,6.0,0,0.0,29,False
745761,572143,2024-04-08,MIA,4,2,0,0,0,0,0,2,4.0,0,0.0,16,False
745761,641482,2024-04-08,NYY,26,6,0,0,0,2,14,20,24.0,0,12.0,102,True
745761,656671,2024-04-08,NYY,3,0,0,0,0,0,0,3,3.0,0,0.0,4,False
745761,666200,2024-04-08,MIA,26,4,5,0,2,8,6,17,14.0,7,9.0,94,True
745762,605280,2024-04-09,NYY,3,1,0,0,0,0,1,2,3.0,0,3.0,7,False
745762,607074,2024-04-09,NYY,24,6,2,0,0,5,5,16,18.0,0,18.0,89,True
745762,640462,2024-04-09,MIA,23,2,5,0,1,4,8,16,14.0,2,14.0,98,True
745762,641656,2024-04-09,NYY,7,0,1,0,0,0,1,6,6.0,2,5.0,17,False
745762,664350,2024-04-09,MIA,6,0,1,0,0,2,2,5,3.0,1,3.0,26,False
745762,666277,2024-04-09,MIA,2,0,1,0,0,0,0,1,1.0,0,0.0,10,False
745762,669622,2024-04-09,MIA,3,1,0,0,0,0,0,2,3.0,0,3.0,15,False
745762,677053,2024-04-09,MIA,4,0,0,0,0,1,1,4,3.0,0,3.0,15,False
745763,573186,2024-04-10,NYY,21,7,4,0,1,4,1,10,15.0,4,7.0,95,True
745763,596133,2024-04-10,NYY,8,1,1,0,0,1,2,6,6.0,0,0.0,36,False
745763,624647,2024-04-10,NYY,3,0,0,0,0,0,0,3,3.0,0,0.0,7,False
745763,642701,2024-04-10,NYY,5,0,1,0,0,1,2,4,3.0,1,2.0,21,False
745763,656945,2024-04-10,MIA,9,1,3,0,0,1,3,5,5.0,0,2.0,34,False
745763,663773,2024-04-10,MIA,4,2,0,0,1,1,2,2,3.0,1,0.0,17,False
745763,669622,2024-04-10,MIA,3,1,1,0,0,1,0,1,1.0,1,1.0,14,False
745763,677053,2024-04-10,MIA,3,1,0,0,0,0,1,2,3.0,0,0.0,16,False
745763,677960,2024-04-10,MIA,20,1,3,0,0,3,5,16,15.0,0,6.0,94,True
745764,554340,2024-04-05,TOR,2,1,0,0,0,0,1,1,2.0,0,2.0,7,False
745764,573186,2024-04-05,NYY,23,6,1,0,0,3,6,16,18.0,0,18.0,98,True
745764,579328,2024-04-05,TOR,20,7,2,0,0,4,2,11,16.0,0,16.0,96,True
745764,595897,2024-04-05,NYY,4,1,2,0,0,0,0,1,2.0,0,0.0,24,False
745764,642701,2024-04-05,NYY,8,1,1,0,0,2,1,6,5.0,0,5.0,37,False
745764,643338,2024-04-05,TOR,5,0,0,0,0,2,2,5,3.0,0,0.0,12,False
745764,650893,2024-04-05,TOR,3,0,1,0,0,0,1,2,2.0,0,2.0,16,False
745764,657571,2024-04-05,NYY,4,0,0,0,1,2,1,4,2.0,1,2.0,17,False
745764,670950,2024-04-05,TOR,4,3,0,0,0,0,1,1,4.0,0,4.0,19,False
745765,502179,2024-04-07,TOR,8,0,1,0,0,2,2,7,6.0,0,0.0,30,False
745765,595897,2024-04-07,NYY,4,0,0,1,0,0,1,3,2.0,1,1.0,14,False
745765,641835,2024-04-07,TOR,4,0,1,0,0,1,1,3,2.0,0,2.0,16,False
745765,642701,2024-04-07,NYY,5,2,0,0,0,0,0,3,5.0,0,0.0,14,False
745765,650893,2024-04-07,TOR,7,1,0,0,0,3,1,6,4.0,2,0.0,22,False
745765,657571,2024-04-07,NYY,5,1,0,0,0,1,2,4,4.0,0,0.0,18,False
745765,661563,2024-04-07,NYY,20,8,4,1,0,2,2,7,13.0,1,9.0,95,True
745765,664776,2024-04-07,NYY,7,0,2,0,0,2,4,5,3.0,1,0.0,32,False
745765,670102,2024-04-07,TOR,15,5,3,1,1,2,3,6,9.0,5,8.0,77,True
745765,670950,2024-04-07,TOR,5,2,2,0,0,0,0,1,3.0,0,0.0,27,False
745766,592332,2024-04-06,TOR,11,0,2,0,2,4,5,8,4.0,5,2.0,51,True
745766,596133,2024-04-06,NYY,11,1,1,1,1,3,5,8,6.0,3,0.0,47,False
745766,605280,2024-04-06,NYY,3,1,0,0,0,1,0,2,2.0,2,1.0,14,False
745766,624647,2024-04-06,NYY,5,0,1,0,0,0,0,4,4.0,0,0.0,18,False
745766,641656,2024-04-06,NYY,5,0,1,0,0,2,1,4,2.0,1,0.0,23,False
745766,641835,2024-04-06,TOR,3,0,1,0,0,1,1,2,1.0,1,0.0,12,False
745766,657376,2024-04-06,NYY,22,4,3,0,0,6,2,15,13.0,2,3.0,91,True
