game_pk,team,batter,game_date,batting_order
744795,KC,502054,2024-09-25,1
744795,KC,677951,2024-09-25,2
744795,KC,686681,2024-09-25,3
744795,KC,521692,2024-09-25,4
744795,KC,493329,2024-09-25,5
744795,KC,543257,2024-09-25,6
744795,KC,669004,2024-09-25,7
744795,KC,672580,2024-09-25,8
744795,KC,664728,2024-09-25,9
744795,WSH,686611,2024-09-25,1
744795,WSH,695578,2024-09-25,2
744795,WSH,671277,2024-09-25,3
744795,WSH,677588,2024-09-25,4
744795,WSH,608336,2024-09-25,5
744795,WSH,545121,2024-09-25,6
744795,WSH,686452,2024-09-25,7
744795,WSH,696285,2024-09-25,8
744795,WSH,683083,2024-09-25,9
744796,KC,502054,2024-09-26,1
744796,KC,677951,2024-09-26,2
744796,KC,521692,2024-09-26,3
744796,KC,493329,2024-09-26,4
744796,KC,666023,2024-09-26,5
744796,KC,592669,2024-09-26,6
744796,KC,672580,2024-09-26,7
744796,KC,657557,2024-09-26,8
744796,KC,641658,2024-09-26,9
744796,WSH,686611,2024-09-26,1
744796,WSH,695578,2024-09-26,2
744796,WSH,660766,2024-09-26,3
744796,WSH,671277,2024-09-26,4
744796,WSH,677588,2024-09-26,5
744796,WSH,660688,2024-09-26,6
744796,WSH,608336,2024-09-26,7
744796,WSH,696285,2024-09-26,8
744796,WSH,683083,2024-09-26,9
744797,PHI,656941,2024-09-27,1
744797,PHI,607208,2024-09-27,2
744797,PHI,547180,2024-09-27,3
744797,PHI,592206,2024-09-27,4
744797,PHI,664761,2024-09-27,5
744797,PHI,681082,2024-09-27,6
744797,PHI,592663,2024-09-27,7
744797,PHI,669016,2024-09-27,8
744797,PHI,669720,2024-09-27,9
744797,WSH,686611,2024-09-27,1
744797,WSH,695578,2024-09-27,2
744797,WSH,660766,2024-09-27,3
744797,WSH,660688,2024-09-27,4
744797,WSH,656448,2024-09-27,5
744797,WSH,671277,2024-09-27,6
744797,WSH,545121,2024-09-27,7
744797,WSH,696285,2024-09-27,8
744797,WSH,683083,2024-09-27,9
744798,PHI,656941,2024-09-29,1
744798,PHI,607208,2024-09-29,2
744798,PHI,592206,2024-09-29,3
744798,PHI,681082,2024-09-29,4
744798,PHI,664761,2024-09-29,5
744798,PHI,669016,2024-09-29,6
744798,PHI,665019,2024-09-29,7
744798,PHI,624641,2024-09-29,8
744798,PHI,596117,2024-09-29,9
744798,WSH,671277,2024-09-29,1
744798,WSH,695578,2024-09-29,2
744798,WSH,660766,2024-09-29,3
744798,WSH,677588,2024-09-29,4
744798,WSH,686611,2024-09-29,5
744798,WSH,608336,2024-09-29,6
744798,WSH,686452,2024-09-29,7
744798,WSH,696285,2024-09-29,8
744798,WSH,683083,2024-09-29,9
744799,PHI,656941,2024-09-28,1
744799,PHI,607208,2024-09-28,2
744799,PHI,547180,2024-09-28,3
744799,PHI,592206,2024-09-28,4
744799,PHI,664761,2024-09-28,5
744799,PHI,592663,2024-09-28,6
744799,PHI,681082,2024-09-28,7
744799,PHI,642215,2024-09-28,8
744799,PHI,669016,2024-09-28,9
744799,WSH,671277,2024-09-28,1
744799,WSH,695578,2024-09-28,2
744799,WSH,660688,2024-09-28,3
744799,WSH,677588,2024-09-28,4
744799,WSH,660766,2024-09-28,5
744799,WSH,686611,2024-09-28,6
744799,WSH,608336,2024-09-28,7
744799,WSH,696285,2024-09-28,8
744799,WSH,683083,2024-09-28,9
744800,MIA,669364,2024-09-13,1
744800,MIA,681393,2024-09-13,2
744800,MIA,669394,2024-09-13,3
744800,MIA,681146,2024-09-13,4
744800,MIA,672640,2024-09-13,5
744800,MIA,665052,2024-09-13,6
744800,MIA,665506,2024-09-13,7
744800,MIA,663743,2024-09-13,8
744800,MIA,691594,2024-09-13,9
744800,WSH,686611,2024-09-13,1
744800,WSH,695578,2024-09-13,2
744800,WSH,665953,2024-09-13,3
744800,WSH,677588,2024-09-13,4
744800,WSH,671277,2024-09-13,5
744800,WSH,608336,2024-09-13,6
744800,WSH,686452,2024-09-13,7
744800,WSH,696285,2024-09-13,8
744800,WSH,683083,2024-09-13,9
744801,MIA,669364,2024-09-15,1
744801,MIA,681393,2024-09-15,2
744801,MIA,669394,2024-09-15,3
744801,MIA,660821,2024-09-15,4
744801,MIA,681146,2024-09-15,5
744801,MIA,672640,2024-09-15,6
744801,MIA,691594,2024-09-15,7
744801,MIA,665506,2024-09-15,8
744801,MIA,640902,2024-09-15,9
744801,WSH,686611,2024-09-15,1
744801,WSH,695578,2024-09-15,2
744801,WSH,665953,2024-09-15,3
744801,WSH,671277,2024-09-15,4
744801,WSH,677588,2024-09-15,5
744801,WSH,660688,2024-09-15,6
744801,WSH,608336,2024-09-15,7
744801,WSH,696285,2024-09-15,8
744801,WSH,683083,2024-09-15,9
744802,KC,502054,2024-09-24,1
744802,KC,677951,2024-09-24,2
744802,KC,521692,2024-09-24,3
744802,KC,493329,2024-09-24,4
744802,KC,666023,2024-09-24,5
744802,KC,592669,2024-09-24,6
744802,KC,672580,2024-09-24,7
744802,KC,641658,2024-09-24,8
744802,KC,664728,2024-09-24,9
744802,WSH,686611,2024-09-24,1
744802,WSH,695578,2024-09-24,2
744802,WSH,660766,2024-09-24,3
744802,WSH,677588,2024-09-24,4
744802,WSH,660688,2024-09-24,5
744802,WSH,671277,2024-09-24,6
744802,WSH,696285,2024-09-24,7
744802,WSH,702358,2024-09-24,8
744802,WSH,683083,2024-09-24,9
744803,MIA,669364,2024-09-14,1
744803,MIA,681393,2024-09-14,2
744803,MIA,669394,2024-09-14,3
744803,MIA,681146,2024-09-14,4
744803,MIA,660821,2024-09-14,5
744803,MIA,672640,2024-09-14,6
744803,MIA,691594,2024-09-14,7
744803,MIA,669065,2024-09-14,8
744803,MIA,663743,2024-09-14,9
744803,WSH,686611,2024-09-14,1
744803,WSH,695578,2024-09-14,2
744803,WSH,660766,2024-09-14,3
744803,WSH,671277,2024-09-14,4
744803,WSH,677588,2024-09-14,5
744803,WSH,660688,2024-09-14,6
744803,WSH,608336,2024-09-14,7
744803,WSH,696285,2024-09-14,8
744803,WSH,683083,2024-09-14,9
744804,ATL,671739,2024-09-11,1
744804,ATL,624585,2024-09-11,2
744804,ATL,542303,2024-09-11,3
744804,ATL,621566,2024-09-11,4
744804,ATL,606115,2024-09-11,5
744804,ATL,657656,2024-09-11,6
744804,ATL,669221,2024-09-11,7
744804,ATL,624415,2024-09-11,8
744804,ATL,570482,2024-09-11,9
744804,WSH,682928,2024-09-11,1
744804,WSH,686611,2024-09-11,2
744804,WSH,665953,2024-09-11,3
744804,WSH,695578,2024-09-11,4
744804,WSH,660766,2024-09-11,5
744804,WSH,677588,2024-09-11,6
744804,WSH,660688,2024-09-11,7
744804,WSH,545121,2024-09-11,8
744804,WSH,696285,2024-09-11,9
744805,MIA,681393,2024-09-12,1
744805,MIA,681146,2024-09-12,2
744805,MIA,669394,2024-09-12,3
744805,MIA,672640,2024-09-12,4
744805,MIA,665506,2024-09-12,5
744805,MIA,669065,2024-09-12,6
744805,MIA,682073,2024-09-12,7
744805,MIA,663743,2024-09-12,8
744805,MIA,691594,2024-09-12,9
744805,WSH,682928,2024-09-12,1
744805,WSH,686611,2024-09-12,2
744805,WSH,695578,2024-09-12,3
744805,WSH,665953,2024-09-12,4
744805,WSH,677588,2024-09-12,5
744805,WSH,660688,2024-09-12,6
744805,WSH,671277,2024-09-12,7
744805,WSH,608336,2024-09-12,8
744805,WSH,696285,2024-09-12,9
744806,CHC,664023,2024-09-01,1
744806,CHC,621020,2024-09-01,2
744806,CHC,673548,2024-09-01,3
744806,CHC,641355,2024-09-01,4
744806,CHC,670623,2024-09-01,5
744806,CHC,621550,2024-09-01,6
744806,CHC,663538,2024-09-01,7
744806,CHC,691718,2024-09-01,8
744806,CHC,665804,2024-09-01,9
744806,WSH,686611,2024-09-01,1
744806,WSH,677588,2024-09-01,2
744806,WSH,665953,2024-09-01,3
744806,WSH,695578,2024-09-01,4
744806,WSH,660766,2024-09-01,5
744806,WSH,682928,2024-09-01,6
744806,WSH,660688,2024-09-01,7
744806,WSH,671277,2024-09-01,8
744806,WSH,696285,2024-09-01,9
744807,ATL,671739,2024-09-10,1
744807,ATL,624585,2024-09-10,2
744807,ATL,542303,2024-09-10,3
744807,ATL,621566,2024-09-10,4
744807,ATL,657656,2024-09-10,5
744807,ATL,669221,2024-09-10,6
744807,ATL,570482,2024-09-10,7
744807,ATL,606115,2024-09-10,8
744807,ATL,663897,2024-09-10,9
744807,WSH,682928,2024-09-10,1
744807,WSH,695578,2024-09-10,2
744807,WSH,660688,2024-09-10,3
744807,WSH,665953,2024-09-10,4
744807,WSH,677588,2024-09-10,5
744807,WSH,671277,2024-09-10,6
744807,WSH,686611,2024-09-10,7
744807,WSH,608336,2024-09-10,8
744807,WSH,696285,2024-09-10,9
744808,CHC,664023,2024-08-31,1
744808,CHC,621020,2024-08-31,2
744808,CHC,673548,2024-08-31,3
744808,CHC,641355,2024-08-31,4
744808,CHC,670623,2024-08-31,5
744808,CHC,683737,2024-08-31,6
744808,CHC,663538,2024-08-31,7
744808,CHC,691718,2024-08-31,8
744808,CHC,542194,2024-08-31,9
744808,WSH,686611,2024-08-31,1
744808,WSH,695578,2024-08-31,2
744808,WSH,671277,2024-08-31,3
744808,WSH,665953,2024-08-31,4
744808,WSH,677588,2024-08-31,5
744808,WSH,682928,2024-08-31,6
744808,WSH,608336,2024-08-31,7
744808,WSH,686452,2024-08-31,8
744808,WSH,696285,2024-08-31,9
744809,NYY,650402,2024-08-28,1
744809,NYY,665742,2024-08-28,2
744809,NYY,592450,2024-08-28,3
744809,NYY,519317,2024-08-28,4
744809,NYY,669224,2024-08-28,5
744809,NYY,683011,2024-08-28,6
744809,NYY,665862,2024-08-28,7
744809,NYY,518934,2024-08-28,8
744809,NYY,657077,2024-08-28,9
744809,WSH,686611,2024-08-28,1
744809,WSH,695578,2024-08-28,2
744809,WSH,665953,2024-08-28,3
744809,WSH,660766,2024-08-28,4
744809,WSH,677588,2024-08-28,5
744809,WSH,660688,2024-08-28,6
744809,WSH,671277,2024-08-28,7
744809,WSH,696285,2024-08-28,8
744809,WSH,683083,2024-08-28,9
744810,CHC,664023,2024-08-30,1
744810,CHC,683737,2024-08-30,2
744810,CHC,673548,2024-08-30,3
744810,CHC,641355,2024-08-30,4
744810,CHC,670623,2024-08-30,5
744810,CHC,663538,2024-08-30,6
744810,CHC,621020,2024-08-30,7
744810,CHC,691718,2024-08-30,8
744810,CHC,665804,2024-08-30,9
744810,WSH,686611,2024-08-30,1
744810,WSH,695578,2024-08-30,2
744810,WSH,660766,2024-08-30,3
744810,WSH,665953,2024-08-30,4
744810,WSH,677588,2024-08-30,5
744810,WSH,545121,2024-08-30,6
744810,WSH,682928,2024-08-30,7
744810,WSH,660688,2024-08-30,8
744810,WSH,696285,2024-08-30,9
744811,NYY,650402,2024-08-27,1
744811,NYY,665742,2024-08-27,2
744811,NYY,592450,2024-08-27,3
744811,NYY,519317,2024-08-27,4
744811,NYY,665862,2024-08-27,5
744811,NYY,683011,2024-08-27,6
744811,NYY,624431,2024-08-27,7
744811,NYY,657077,2024-08-27,8
744811,NYY,518934,2024-08-27,9
744811,WSH,682928,2024-08-27,1
744811,WSH,695578,2024-08-27,2
744811,WSH,671277,2024-08-27,3
744811,WSH,660688,2024-08-27,4
744811,WSH,665953,2024-08-27,5
744811,WSH,677588,2024-08-27,6
744811,WSH,686611,2024-08-27,7
744811,WSH,608336,2024-08-27,8
744811,WSH,696285,2024-08-27,9
744812,COL,453568,2024-08-21,1
744812,COL,678662,2024-08-21,2
744812,COL,686668,2024-08-21,3
744812,COL,641857,2024-08-21,4
744812,COL,663898,2024-08-21,5
744812,COL,669911,2024-08-21,6
744812,COL,666134,2024-08-21,7
744812,COL,687597,2024-08-21,8
744812,COL,691011,2024-08-21,9
744812,WSH,669743,2024-08-21,1
744812,WSH,682928,2024-08-21,2
744812,WSH,695578,2024-08-21,3
744812,WSH,660688,2024-08-21,4
744812,WSH,671277,2024-08-21,5
744812,WSH,677588,2024-08-21,6
744812,WSH,665953,2024-08-21,7
744812,WSH,608336,2024-08-21,8
744812,WSH,696285,2024-08-21,9
744813,NYY,650402,2024-08-26,1
744813,NYY,665742,2024-08-26,2
744813,NYY,592450,2024-08-26,3
744813,NYY,519317,2024-08-26,4
744813,NYY,669224,2024-08-26,5
744813,NYY,683011,2024-08-26,6
744813,NYY,665862,2024-08-26,7
744813,NYY,518934,2024-08-26,8
744813,NYY,657077,2024-08-26,9
744813,WSH,682928,2024-08-26,1
744813,WSH,686611,2024-08-26,2
744813,WSH,695578,2024-08-26,3
744813,WSH,665953,2024-08-26,4
744813,WSH,660688,2024-08-26,5
744813,WSH,660766,2024-08-26,6
744813,WSH,677588,2024-08-26,7
744813,WSH,545121,2024-08-26,8
744813,WSH,696285,2024-08-26,9
744814,COL,453568,2024-08-20,1
744814,COL,678662,2024-08-20,2
744814,COL,686668,2024-08-20,3
744814,COL,641857,2024-08-20,4
744814,COL,663898,2024-08-20,5
744814,COL,669911,2024-08-20,6
744814,COL,666134,2024-08-20,7
744814,COL,687597,2024-08-20,8
744814,COL,691011,2024-08-20,9
744814,WSH,669743,2024-08-20,1
744814,WSH,682928,2024-08-20,2
744814,WSH,665953,2024-08-20,3
744814,WSH,695578,2024-08-20,4
744814,WSH,660766,2024-08-20,5
744814,WSH,671277,2024-08-20,6
744814,WSH,656180,2024-08-20,7
744814,WSH,677588,2024-08-20,8
744814,WSH,696285,2024-08-20,9
744815,COL,678662,2024-08-22,1
744815,COL,663898,2024-08-22,2
744815,COL,686668,2024-08-22,3
744815,COL,669911,2024-08-22,4
744815,COL,607732,2024-08-22,5
744815,COL,666134,2024-08-22,6
744815,COL,687597,2024-08-22,7
744815,COL,656541,2024-08-22,8
744815,COL,668845,2024-08-22,9
744815,WSH,669743,2024-08-22,1
744815,WSH,682928,2024-08-22,2
744815,WSH,695578,2024-08-22,3
744815,WSH,660688,2024-08-22,4
744815,WSH,671277,2024-08-22,5
744815,WSH,677588,2024-08-22,6
744815,WSH,660766,2024-08-22,7
744815,WSH,608336,2024-08-22,8
744815,WSH,696285,2024-08-22,9
744816,LAA,694384,2024-08-11,1
744816,LAA,687263,2024-08-11,2
744816,LAA,607680,2024-08-11,3
744816,LAA,621493,2024-08-11,4
744816,LAA,592273,2024-08-11,5
744816,LAA,666160,2024-08-11,6
744816,LAA,666176,2024-08-11,7
744816,LAA,642136,2024-08-11,8
744816,LAA,683021,2024-08-11,9
744816,WSH,669743,2024-08-11,1
744816,WSH,671277,2024-08-11,2
744816,WSH,660766,2024-08-11,3
744816,WSH,695578,2024-08-11,4
744816,WSH,677588,2024-08-11,5
744816,WSH,663905,2024-08-11,6
744816,WSH,696285,2024-08-11,7
744816,WSH,656180,2024-08-11,8
744816,WSH,683083,2024-08-11,9
744817,SF,666149,2024-08-06,1
744817,SF,671218,2024-08-06,2
744817,SF,664774,2024-08-06,3
744817,SF,656305,2024-08-06,4
744817,SF,592192,2024-08-06,5
744817,SF,624424,2024-08-06,6
744817,SF,666464,2024-08-06,7
744817,SF,672275,2024-08-06,8
744817,SF,669477,2024-08-06,9
744817,WSH,682928,2024-08-06,1
744817,WSH,660766,2024-08-06,2
744817,WSH,671277,2024-08-06,3
744817,WSH,660688,2024-08-06,4
744817,WSH,695578,2024-08-06,5
744817,WSH,663905,2024-08-06,6
744817,WSH,669743,2024-08-06,7
744817,WSH,545121,2024-08-06,8
744817,WSH,696285,2024-08-06,9
744818,LAA,694384,2024-08-09,1
744818,LAA,687263,2024-08-09,2
744818,LAA,681351,2024-08-09,3
744818,LAA,607680,2024-08-09,4
744818,LAA,621493,2024-08-09,5
744818,LAA,543685,2024-08-09,6
744818,LAA,666176,2024-08-09,7
744818,LAA,592273,2024-08-09,8
744818,LAA,683021,2024-08-09,9
744818,WSH,669743,2024-08-09,1
744818,WSH,671277,2024-08-09,2
744818,WSH,660766,2024-08-09,3
744818,WSH,660688,2024-08-09,4
744818,WSH,695578,2024-08-09,5
744818,WSH,623912,2024-08-09,6
744818,WSH,545121,2024-08-09,7
744818,WSH,696285,2024-08-09,8
744818,WSH,683083,2024-08-09,9
744819,SF,666149,2024-08-08,1
744819,SF,671218,2024-08-08,2
744819,SF,624424,2024-08-08,3
744819,SF,656305,2024-08-08,4
744819,SF,592192,2024-08-08,5
744819,SF,666464,2024-08-08,6
744819,SF,573262,2024-08-08,7
744819,SF,669477,2024-08-08,8
744819,SF,656883,2024-08-08,9
744819,WSH,682928,2024-08-08,1
744819,WSH,669743,2024-08-08,2
744819,WSH,660766,2024-08-08,3
744819,WSH,660688,2024-08-08,4
744819,WSH,695578,2024-08-08,5
744819,WSH,623912,2024-08-08,6
744819,WSH,545121,2024-08-08,7
744819,WSH,671277,2024-08-08,8
744819,WSH,696285,2024-08-08,9
744820,LAA,683021,2024-08-10,1
744820,LAA,687263,2024-08-10,2
744820,LAA,681351,2024-08-10,3
744820,LAA,607680,2024-08-10,4
744820,LAA,621493,2024-08-10,5
744820,LAA,543685,2024-08-10,6
744820,LAA,666176,2024-08-10,7
744820,LAA,592273,2024-08-10,8
744820,LAA,642136,2024-08-10,9
744820,WSH,669743,2024-08-10,1
744820,WSH,671277,2024-08-10,2
744820,WSH,660766,2024-08-10,3
744820,WSH,695578,2024-08-10,4
744820,WSH,660688,2024-08-10,5
744820,WSH,677588,2024-08-10,6
744820,WSH,663905,2024-08-10,7
744820,WSH,696285,2024-08-10,8
744820,WSH,683083,2024-08-10,9
744821,SF,666149,2024-08-05,1
744821,SF,592192,2024-08-05,2
744821,SF,624424,2024-08-05,3
744821,SF,656305,2024-08-05,4
744821,SF,669477,2024-08-05,5
744821,SF,666464,2024-08-05,6
744821,SF,672275,2024-08-05,7
744821,SF,682617,2024-08-05,8
744821,SF,573262,2024-08-05,9
744821,WSH,682928,2024-08-05,1
744821,WSH,660766,2024-08-05,2
744821,WSH,671277,2024-08-05,3
744821,WSH,660688,2024-08-05,4
744821,WSH,695578,2024-08-05,5
744821,WSH,663905,2024-08-05,6
744821,WSH,669743,2024-08-05,7
744821,WSH,545121,2024-08-05,8
744821,WSH,696285,2024-08-05,9
744822,SF,664774,2024-08-07,1
744822,SF,671218,2024-08-07,2
744822,SF,624424,2024-08-07,3
744822,SF,656305,2024-08-07,4
744822,SF,672275,2024-08-07,5
744822,SF,666149,2024-08-07,6
744822,SF,573262,2024-08-07,7
744822,SF,666464,2024-08-07,8
744822,SF,689172,2024-08-07,9
744822,WSH,682928,2024-08-07,1
744822,WSH,669743,2024-08-07,2
744822,WSH,660766,2024-08-07,3
744822,WSH,623912,2024-08-07,4
744822,WSH,545121,2024-08-07,5
744822,WSH,695578,2024-08-07,6
744822,WSH,656180,2024-08-07,7
744822,WSH,696285,2024-08-07,8
744822,WSH,702358,2024-08-07,9
744823,MIL,694192,2024-08-03,1
744823,MIL,663368,2024-08-03,2
744823,MIL,661388,2024-08-03,3
744823,MIL,642715,2024-08-03,4
744823,MIL,596142,2024-08-03,5
744823,MIL,656555,2024-08-03,6
744823,MIL,686217,2024-08-03,7
744823,MIL,687401,2024-08-03,8
744823,MIL,668930,2024-08-03,9
744823,WSH,682928,2024-08-03,1
744823,WSH,660766,2024-08-03,2
744823,WSH,671277,2024-08-03,3
744823,WSH,660688,2024-08-03,4
744823,WSH,695578,2024-08-03,5
744823,WSH,663905,2024-08-03,6
744823,WSH,669743,2024-08-03,7
744823,WSH,696285,2024-08-03,8
744823,WSH,702358,2024-08-03,9
744824,SD,650333,2024-07-24,1
744824,SD,595777,2024-07-24,2
744824,SD,593428,2024-07-24,3
744824,SD,592518,2024-07-24,4
744824,SD,630105,2024-07-24,5
744824,SD,673490,2024-07-24,6
744824,SD,701538,2024-07-24,7
744824,SD,543309,2024-07-24,8
744824,SD,669369,2024-07-24,9
744824,WSH,682928,2024-07-24,1
744824,WSH,657041,2024-07-24,2
744824,WSH,608385,2024-07-24,3
744824,WSH,660766,2024-07-24,4
744824,WSH,695578,2024-07-24,5
744824,WSH,671277,2024-07-24,6
744824,WSH,656180,2024-07-24,7
744824,WSH,702358,2024-07-24,8
744824,WSH,696285,2024-07-24,9
744825,MIL,668930,2024-08-02,1
744825,MIL,694192,2024-08-02,2
744825,MIL,661388,2024-08-02,3
744825,MIL,642715,2024-08-02,4
744825,MIL,641343,2024-08-02,5
744825,MIL,656555,2024-08-02,6
744825,MIL,686217,2024-08-02,7
744825,MIL,687401,2024-08-02,8
744825,MIL,669003,2024-08-02,9
744825,WSH,682928,2024-08-02,1
744825,WSH,660766,2024-08-02,2
744825,WSH,695578,2024-08-02,3
744825,WSH,623912,2024-08-02,4
744825,WSH,671277,2024-08-02,5
744825,WSH,660688,2024-08-02,6
744825,WSH,663905,2024-08-02,7
744825,WSH,545121,2024-08-02,8
744825,WSH,696285,2024-08-02,9
744826,MIL,694192,2024-08-04,1
744826,MIL,661388,2024-08-04,2
744826,MIL,596142,2024-08-04,3
744826,MIL,642715,2024-08-04,4
744826,MIL,656555,2024-08-04,5
744826,MIL,663368,2024-08-04,6
744826,MIL,655316,2024-08-04,7
744826,MIL,687401,2024-08-04,8
744826,MIL,669003,2024-08-04,9
744826,WSH,682928,2024-08-04,1
744826,WSH,660766,2024-08-04,2
744826,WSH,671277,2024-08-04,3
744826,WSH,660688,2024-08-04,4
744826,WSH,695578,2024-08-04,5
744826,WSH,663905,2024-08-04,6
744826,WSH,669743,2024-08-04,7
744826,WSH,696285,2024-08-04,8
744826,WSH,702358,2024-08-04,9
744827,SD,595777,2024-07-25,1
744827,SD,456781,2024-07-25,2
744827,SD,593428,2024-07-25,3
744827,SD,592518,2024-07-25,4
744827,SD,630105,2024-07-25,5
744827,SD,673490,2024-07-25,6
744827,SD,701538,2024-07-25,7
744827,SD,669134,2024-07-25,8
744827,SD,669369,2024-07-25,9
744827,WSH,682928,2024-07-25,1
744827,WSH,657041,2024-07-25,2
744827,WSH,608385,2024-07-25,3
744827,WSH,660766,2024-07-25,4
744827,WSH,695578,2024-07-25,5
744827,WSH,660688,2024-07-25,6
744827,WSH,671277,2024-07-25,7
744827,WSH,545121,2024-07-25,8
744827,WSH,696285,2024-07-25,9
744828,SD,650333,2024-07-23,1
744828,SD,595777,2024-07-23,2
744828,SD,593428,2024-07-23,3
744828,SD,592518,2024-07-23,4
744828,SD,630105,2024-07-23,5
744828,SD,673490,2024-07-23,6
744828,SD,701538,2024-07-23,7
744828,SD,543309,2024-07-23,8
744828,SD,669369,2024-07-23,9
744828,WSH,682928,2024-07-23,1
744828,WSH,657041,2024-07-23,2
744828,WSH,608385,2024-07-23,3
744828,WSH,660766,2024-07-23,4
744828,WSH,695578,2024-07-23,5
744828,WSH,660688,2024-07-23,6
744828,WSH,671277,2024-07-23,7
744828,WSH,702358,2024-07-23,8
744828,WSH,696285,2024-07-23,9
744829,CIN,663697,2024-07-19,1
744829,CIN,682829,2024-07-19,2
744829,CIN,600869,2024-07-19,3
744829,CIN,668715,2024-07-19,4
744829,CIN,663886,2024-07-19,5
744829,CIN,596103,2024-07-19,6
744829,CIN,682622,2024-07-19,7
744829,CIN,677956,2024-07-19,8
744829,CIN,656413,2024-07-19,9
744829,WSH,682928,2024-07-19,1
744829,WSH,657041,2024-07-19,2
744829,WSH,608385,2024-07-19,3
744829,WSH,660766,2024-07-19,4
744829,WSH,695578,2024-07-19,5
744829,WSH,671277,2024-07-19,6
744829,WSH,660688,2024-07-19,7
744829,WSH,702358,2024-07-19,8
744829,WSH,696285,2024-07-19,9
744830,CIN,663697,2024-07-20,1
744830,CIN,682829,2024-07-20,2
744830,CIN,600869,2024-07-20,3
744830,CIN,668715,2024-07-20,4
744830,CIN,663886,2024-07-20,5
744830,CIN,596103,2024-07-20,6
744830,CIN,682622,2024-07-20,7
744830,CIN,677956,2024-07-20,8
744830,CIN,669289,2024-07-20,9
744830,WSH,682928,2024-07-20,1
744830,WSH,657041,2024-07-20,2
744830,WSH,660766,2024-07-20,3
744830,WSH,623912,2024-07-20,4
744830,WSH,656180,2024-07-20,5
744830,WSH,545121,2024-07-20,6
744830,WSH,695578,2024-07-20,7
744830,WSH,702358,2024-07-20,8
744830,WSH,696285,2024-07-20,9
744831,CIN,663697,2024-07-21,1
744831,CIN,682829,2024-07-21,2
744831,CIN,600869,2024-07-21,3
744831,CIN,668715,2024-07-21,4
744831,CIN,641584,2024-07-21,5
744831,CIN,682622,2024-07-21,6
744831,CIN,656413,2024-07-21,7
744831,CIN,666181,2024-07-21,8
744831,CIN,642851,2024-07-21,9
744831,WSH,682928,2024-07-21,1
744831,WSH,657041,2024-07-21,2
744831,WSH,660766,2024-07-21,3
744831,WSH,623912,2024-07-21,4
744831,WSH,660688,2024-07-21,5
744831,WSH,545121,2024-07-21,6
744831,WSH,695578,2024-07-21,7
744831,WSH,702358,2024-07-21,8
744831,WSH,696285,2024-07-21,9
744832,STL,691026,2024-07-07,1
744832,STL,676475,2024-07-07,2
744832,STL,575929,2024-07-07,3
744832,STL,502671,2024-07-07,4
744832,STL,571448,2024-07-07,5
744832,STL,680977,2024-07-07,6
744832,STL,669357,2024-07-07,7
744832,STL,666185,2024-07-07,8
744832,STL,686780,2024-07-07,9
744832,WSH,682928,2024-07-07,1
744832,WSH,657041,2024-07-07,2
744832,WSH,695578,2024-07-07,3
744832,WSH,608385,2024-07-07,4
744832,WSH,671277,2024-07-07,5
744832,WSH,660766,2024-07-07,6
744832,WSH,702358,2024-07-07,7
744832,WSH,656180,2024-07-07,8
744832,WSH,696285,2024-07-07,9
744833,STL,691026,2024-07-08,1
744833,STL,676475,2024-07-08,2
744833,STL,575929,2024-07-08,3
744833,STL,502671,2024-07-08,4
744833,STL,571448,2024-07-08,5
744833,STL,680977,2024-07-08,6
744833,STL,663457,2024-07-08,7
744833,STL,669357,2024-07-08,8
744833,STL,672279,2024-07-08,9
744833,WSH,682928,2024-07-08,1
744833,WSH,657041,2024-07-08,2
744833,WSH,695578,2024-07-08,3
744833,WSH,608385,2024-07-08,4
744833,WSH,660688,2024-07-08,5
744833,WSH,671277,2024-07-08,6
744833,WSH,660766,2024-07-08,7
744833,WSH,702358,2024-07-08,8
744833,WSH,696285,2024-07-08,9
744834,NYM,596019,2024-07-04,1
744834,NYM,607043,2024-07-04,2
744834,NYM,682626,2024-07-04,3
744834,NYM,624413,2024-07-04,4
744834,NYM,621466,2024-07-04,5
744834,NYM,668901,2024-07-04,6
744834,NYM,592325,2024-07-04,7
744834,NYM,621438,2024-07-04,8
744834,NYM,643446,2024-07-04,9
744834,WSH,682928,2024-07-04,1
744834,WSH,657041,2024-07-04,2
744834,WSH,623912,2024-07-04,3
744834,WSH,608841,2024-07-04,4
744834,WSH,695578,2024-07-04,5
744834,WSH,669222,2024-07-04,6
744834,WSH,656180,2024-07-04,7
744834,WSH,545121,2024-07-04,8
744834,WSH,696285,2024-07-04,9
744835,STL,691026,2024-07-06,1
744835,STL,676475,2024-07-06,2
744835,STL,575929,2024-07-06,3
744835,STL,502671,2024-07-06,4
744835,STL,571448,2024-07-06,5
744835,STL,680977,2024-07-06,6
744835,STL,666185,2024-07-06,7
744835,STL,669357,2024-07-06,8
744835,STL,672279,2024-07-06,9
744835,WSH,682928,2024-07-06,1
744835,WSH,657041,2024-07-06,2
744835,WSH,695578,2024-07-06,3
744835,WSH,608385,2024-07-06,4
744835,WSH,660688,2024-07-06,5
744835,WSH,671277,2024-07-06,6
744835,WSH,660766,2024-07-06,7
744835,WSH,702358,2024-07-06,8
744835,WSH,696285,2024-07-06,9
744836,STL,691026,2024-07-05,1
744836,STL,676475,2024-07-05,2
744836,STL,575929,2024-07-05,3
744836,STL,502671,2024-07-05,4
744836,STL,571448,2024-07-05,5
