batter,p_throws,game_pk,game_date,woba_sum,woba_denom,iso_sum,iso_n,pa,k,bb,hard,bip
607208,R,745767,2024-09-22,1.8,4.0,0.0,4,4,0,0,1,4
607208,R,745768,2024-09-21,0.0,1.0,0.0,1,1,0,0,0,1
607208,R,745769,2024-09-19,2.0,5.0,3.0,5,5,2,0,2,3
607208,R,745770,2024-09-20,2.5,3.0,0.0,3,3,0,0,1,2
607208,R,745877,2024-07-24,2.0,3.0,3.0,3,3,1,0,1,2
607208,R,745878,2024-07-23,0.9,4.0,0.0,4,4,0,0,2,4
607208,R,745881,2024-07-22,1.6,4.0,0.0,4,4,0,1,0,3
607208,R,745933,2024-09-18,0.9,4.0,0.0,4,4,1,0,0,3
607208,R,745935,2024-09-17,1.8,4.0,0.0,4,4,1,0,1,3
607208,R,745939,2024-09-16,1.8,4.0,0.0,4,4,1,0,1,3
607208,R,746016,2024-09-06,1.95,3.0,1.0,3,3,0,1,1,2
607208,R,746017,2024-09-08,0.0,2.0,0.0,2,2,0,0,1,2
607208,R,746018,2024-09-07,0.0,4.0,0.0,4,4,2,0,0,2
607208,R,746021,2024-09-05,0.7,4.0,0.0,4,4,0,1,0,3
607208,R,746115,2024-08-07,1.8,5.0,0.0,5,5,0,0,1,5
607208,R,746116,2024-08-05,0.0,3.0,0.0,3,3,1,0,1,2
607208,R,746120,2024-08-06,0.0,3.0,0.0,3,3,0,0,2,3
607208,R,746236,2024-04-29,2.5,5.0,0.0,5,5,0,0,2,4
607208,R,746238,2024-05-01,0.0,1.0,0.0,1,1,1,0,0,0
607208,R,746263,2024-08-25,0.9,3.0,0.0,3,3,0,0,2,3
607208,R,746268,2024-08-23,0.9,4.0,0.0,4,4,2,0,2,2
607208,R,746271,2024-08-24,1.8,4.0,0.0,4,4,0,0,3,4
607208,R,746454,2024-06-25,0.0,1.0,0.0,1,1,0,0,1,1
607208,R,746456,2024-06-26,0.0,3.0,0.0,3,3,3,0,0,0
607208,R,746458,2024-06-24,1.95,4.0,1.0,4,4,0,1,0,3
607208,R,746722,2024-04-23,0.0,2.0,0.0,2,2,2,0,0,0
607208,R,746723,2024-04-22,0.9,5.0,0.0,5,5,0,0,2,5
607208,R,746724,2024-04-25,3.05,4.0,1.0,4,4,0,0,4,4
607208,R,746725,2024-04-24,0.9,2.0,0.0,2,2,0,0,1,2
607208,R,746857,2024-07-04,0.9,3.0,0.0,3,3,0,0,0,3
607208,R,746858,2024-07-03,0.9,1.0,0.0,1,1,0,0,0,1
607208,R,746860,2024-07-02,4.9,5.0,6.0,5,5,0,0,4,5
607208,R,747082,2024-08-22,0.0,4.0,0.0,4,4,0,0,2,4
607208,R,747083,2024-08-20,0.0,4.0,0.0,4,4,0,0,2,4
607208,R,747084,2024-08-21,0.7,1.0,0.0,1,1,1,0,0,0
607208,R,747097,2024-07-05,0.0,1.0,0.0,1,1,0,0,0,1
607208,R,747098,2024-07-07,0.7,4.0,0.0,4,4,2,0,1,1
607208,R,747099,2024-07-06,0.9,4.0,0.0,4,4,0,0,3,4
607208,R,747164,2024-08-10,1.25,3.0,1.0,3,3,1,0,1,2
607208,R,747166,2024-08-11,0.9,4.0,0.0,4,4,0,0,0,4
607208,R,747168,2024-08-09,0.0,4.0,0.0,4,4,1,0,0,3
607208,R,747169,2024-08-08,0.9,2.0,0.0,2,2,0,0,1,2
607208,R,775316,2024-10-08,0.0,1.0,0.0,1,1,0,0,0,1
607208,R,775318,2024-10-05,0.0,2.0,0.0,2,2,2,0,0,0
607208,R,775319,2024-10-06,2.5,5.0,0.0,5,5,1,1,1,3
607208,R,776141,2025-09-28,0.0,2.0,0.0,2,2,0,0,0,2
607208,R,776426,2025-09-07,2.9,4.0,3.0,4,4,1,0,2,3
607208,R,776456,2025-09-05,1.8,3.0,0.0,3,3,0,0,3,3
607208,R,776459,2025-09-04,0.9,5.0,0.0,5,5,1,0,1,4
607208,R,776500,2025-09-01,1.6,3.0,2.0,3,3,0,0,2,3
607208,R,776522,2025-08-31,0.9,4.0,0.0,4,4,1,0,1,3
607208,R,776532,2025-08-30,0.0,1.0,0.0,1,1,1,0,0,0
607208,R,776552,2025-08-29,0.9,3.0,0.0,3,3,0,0,2,3
607208,R,776560,2025-08-28,1.25,3.0,1.0,3,3,0,0,0,3
607208,R,776566,2025-08-27,0.0,3.0,0.0,3,3,1,0,1,2
607208,R,776585,2025-08-26,0.0,2.0,0.0,2,2,1,0,0,1
607208,R,776598,2025-08-25,1.6,4.0,2.0,4,4,1,0,1,3
607208,R,776613,2025-08-24,1.8,4.0,0.0,4,4,1,0,1,3
607208,R,776628,2025-08-23,0.7,1.0,0.0,1,1,0,1,0,0
607208,R,776648,2025-08-22,0.0,4.0,0.0,4,4,2,0,0,2
607208,R,776662,2025-08-20,3.4000000000000004,4.0,2.0,4,4,0,0,3,4
607208,R,776680,2025-08-19,0.9,3.0,0.0,3,3,1,0,2,2
607208,R,776689,2025-08-18,5.05,6.0,4.0,6,6,0,0,3,6
607208,R,776708,2025-08-17,1.8,3.0,0.0,3,3,0,0,1,3
607208,R,776725,2025-08-16,3.05,3.0,1.0,3,3,0,0,2,3
607208,R,776743,2025-08-14,2.7,5.0,0.0,5,5,1,0,0,4
607208,R,776765,2025-08-13,0.9,4.0,0.0,4,4,0,0,0,4
607208,R,776777,2025-08-12,1.25,3.0,1.0,3,3,1,0,2,2
607208,R,776800,2025-08-10,0.0,2.0,0.0,2,2,0,0,0,2
607208,R,776810,2025-08-09,0.0,3.0,0.0,3,3,2,0,0,1
607208,R,776821,2025-08-08,3.95,5.0,4.0,5,5,0,1,3,4
607208,R,776868,2025-08-05,0.9,3.0,0.0,3,3,0,0,1,3
607208,R,776877,2025-08-04,0.7,2.0,0.0,2,2,0,1,0,1
607208,R,776890,2025-08-03,0.0,3.0,0.0,3,3,1,0,0,2
607208,R,776912,2025-08-02,0.0,1.0,0.0,1,1,1,0,0,0
607208,R,776913,2025-08-01,0.9,4.0,0.0,4,4,0,0,3,4
607208,R,776939,2025-07-30,0.0,2.0,0.0,2,2,0,0,1,2
607208,R,776952,2025-07-29,2.15,4.0,1.0,4,4,1,0,2,3
607208,R,776972,2025-07-28,0.0,4.0,0.0,4,4,2,0,1,2
607208,R,777001,2025-07-26,3.4,6.0,2.0,6,6,1,0,2,5
607208,R,777015,2025-07-25,4.1,5.0,2.0,5,5,1,1,2,3
607208,R,777038,2025-07-23,2.15,5.0,1.0,5,5,1,0,2,4
607208,R,777045,2025-07-22,0.9,2.0,0.0,2,2,0,0,1,2
607208,R,777063,2025-07-21,0.7,3.0,0.0,3,3,0,1,0,2
607208,R,777078,2025-07-20,0.9,4.0,0.0,4,4,1,0,3,3
607208,R,777089,2025-07-19,0.7,2.0,0.0,2,2,0,1,1,1
607208,R,777106,2025-07-18,0.0,1.0,0.0,1,1,1,0,0,0
607208,R,777117,2025-07-13,0.7,3.0,0.0,3,3,2,1,0,0
607208,R,777126,2025-07-12,0.0,4.0,0.0,4,4,2,0,1,2
607208,R,777139,2025-07-11,1.4,4.0,0.0,4,4,0,2,0,2
607208,R,777163,2025-07-09,0.0,3.0,0.0,3,3,1,0,0,2
607208,R,777186,2025-07-08,0.0,1.0,0.0,1,1,0,0,0,1
607208,R,777199,2025-07-07,0.9,3.0,0.0,3,3,0,0,1,3
607208,R,777217,2025-07-06,0.9,5.0,0.0,5,5,0,0,2,5
607208,R,777255,2025-07-04,0.9,2.0,0.0,2,2,0,0,0,2
607208,R,777273,2025-07-02,2.5,5.0,0.0,5,5,1,1,1,3
607208,R,777290,2025-07-02,0.9,3.0,0.0,3,3,0,0,2,3
607208,R,777306,2025-06-30,0.9,3.0,0.0,3,3,0,0,1,3
607208,R,777316,2025-06-29,0.0,4.0,0.0,4,4,1,0,1,3
607208,R,777333,2025-06-28,0.0,4.0,0.0,4,4,2,0,0,2
607208,R,777342,2025-06-27,7.05,6.0,7.0,6,6,0,0,5,6
607208,R,777350,2025-06-26,0.0,4.0,0.0,4,4,3,0,0,1
607208,R,777405,2025-06-22,0.9,1.0,0.0,1,1,0,0,1,1
607208,R,777423,2025-06-21,0.9,4.0,0.0,4,4,0,0,1,4
607208,R,777437,2025-06-20,2.15,4.0,1.0,4,4,1,0,0,3
607208,R,777444,2025-06-19,0.0,4.0,0.0,4,4,0,0,2,4
607208,R,777465,2025-06-18,0.7,5.0,0.0,5,5,0,1,0,4
607208,R,777481,2025-06-17,2.9,4.0,3.0,4,4,0,0,2,4
607208,R,777483,2025-06-16,3.8,4.0,3.0,4,4,1,0,2,3
607208,R,777499,2025-06-15,2.15,5.0,1.0,6,6,1,0,2,4
607208,R,777509,2025-06-14,0.7,3.0,0.0,3,3,0,1,2,2
607208,R,777531,2025-06-13,1.6,4.0,0.0,4,4,0,1,1,3
607208,R,777553,2025-06-11,2.8499999999999996,4.0,1.0,4,4,0,1,2,3
607208,R,777571,2025-06-10,1.6,5.0,0.0,5,5,0,1,2,4
607208,R,777578,2025-06-09,0.7,1.0,0.0,1,1,0,0,0,0
607208,R,777595,2025-06-08,1.25,4.0,1.0,4,4,1,0,2,3
607208,R,777607,2025-06-07,0.0,1.0,0.0,1,1,0,0,1,1
607208,R,777621,2025-06-06,0.9,2.0,0.0,2,2,1,0,0,1
607208,R,777637,2025-06-05,1.25,3.0,1.0,3,3,0,0,1,3
607208,R,777651,2025-06-04,0.0,3.0,0.0,3,3,1,0,1,2
607208,R,777665,2025-06-03,4.9,4.0,6.0,4,4,0,0,4,4
607208,R,777688,2025-06-01,0.0,1.0,0.0,1,1,0,0,0,1
607208,R,777702,2025-05-31,0.9,4.0,0.0,4,4,1,0,1,3
607208,R,777715,2025-05-30,0.9,3.0,0.0,3,3,0,0,2,3
607208,R,777723,2025-05-29,0.9,2.0,0.0,2,2,1,0,0,1
607208,R,777735,2025-05-29,0.9,4.0,0.0,4,4,0,0,2,4
607208,R,777748,2025-05-27,0.7,4.0,0.0,4,4,0,1,1,3
607208,R,777765,2025-05-25,0.9,3.0,0.0,3,3,0,0,2,3
607208,R,777784,2025-05-24,0.7,3.0,0.0,3,3,1,1,1,1
607208,R,777804,2025-05-23,1.8,2.0,0.0,2,2,0,0,1,2
607208,R,777817,2025-05-22,0.7,4.0,0.0,4,4,2,1,0,1
607208,R,777823,2025-05-21,0.0,2.0,0.0,2,2,1,0,0,1
607208,R,777842,2025-05-20,2.15,5.0,1.0,5,5,2,0,0,3
607208,R,777852,2025-05-19,2.15,2.0,1.0,2,2,0,0,0,2
607208,R,777880,2025-05-18,0.0,3.0,0.0,3,3,1,0,0,2
607208,R,777894,2025-05-17,0.9,3.0,0.0,3,3,1,0,0,2
607208,R,777905,2025-05-16,0.9,1.0,0.0,1,1,0,0,0,1
607208,R,777922,2025-05-14,0.7,3.0,0.0,3,3,0,1,2,2
607208,R,777933,2025-05-14,0.9,4.0,0.0,4,4,1,0,0,3
607208,R,777953,2025-05-12,0.0,2.0,0.0,2,2,0,0,1,2
607208,R,777971,2025-05-11,0.0,3.0,0.0,3,3,2,0,1,1
607208,R,777983,2025-05-10,1.8,4.0,0.0,4,4,0,0,3,4
607208,R,777997,2025-05-09,1.8,4.0,0.0,4,4,0,0,1,4
607208,R,778005,2025-05-08,2.15,5.0,1.0,5,5,0,0,3,5
607208,R,778021,2025-05-07,2.9,4.0,3.0,4,4,0,0,2,4
607208,R,778040,2025-05-06,2.7,5.0,0.0,5,5,0,0,2,5
607208,R,778059,2025-05-04,0.0,2.0,0.0,2,2,1,0,1,1
607208,R,778078,2025-05-03,2.15,4.0,1.0,4,4,1,0,2,3
607208,R,778086,2025-05-02,0.9,3.0,0.0,3,3,0,0,1,3
607208,R,778099,2025-05-01,2.7,4.0,0.0,4,4,0,0,2,4
607208,R,778118,2025-04-30,0.7,4.0,0.0,4,4,1,1,0,2
607208,R,778131,2025-04-29,0.0,0.0,0.0,1,1,0,0,0,0
607208,R,778158,2025-04-27,2.7,5.0,0.0,5,5,0,0,3,5
607208,R,778174,2025-04-26,0.9,5.0,0.0,5,5,1,0,2,4
607208,R,778182,2025-04-25,0.9,4.0,0.0,4,4,2,0,1,2
607208,R,778203,2025-04-23,0.0,2.0,0.0,2,2,1,0,0,1
607208,R,778223,2025-04-22,0.0,3.0,0.0,3,3,1,0,1,2
607208,R,778225,2025-04-21,1.4,5.0,0.0,5,5,2,2,0,1
607208,R,778248,2025-04-20,2.3,4.0,0.0,5,5,0,1,0,2
607208,R,778252,2025-04-19,2.15,3.0,1.0,3,3,0,0,1,3
607208,R,778274,2025-04-18,0.7,3.0,0.0,3,3,0,1,0,2
607208,R,778279,2025-04-17,2.5,4.0,0.0,4,4,0,0,1,3
607208,R,778296,2025-04-16,0.7,2.0,0.0,2,2,1,0,1,1
607208,R,778313,2025-04-15,0.7,4.0,0.0,4,4,0,1,3,3
607208,R,778320,2025-04-14,1.25,4.0,1.0,4,4,2,0,1,2
607208,R,778347,2025-04-12,0.0,3.0,0.0,3,3,1,0,0,2
607208,R,778365,2025-04-11,0.9,4.0,0.0,4,4,0,0,0,4
607208,R,778384,2025-04-10,1.25,4.0,1.0,4,4,2,0,0,2
607208,R,778393,2025-04-09,2.7,3.0,3.0,3,3,1,1,1,1
607208,R,778406,2025-04-08,0.0,2.0,0.0,2,2,0,0,0,2
607208,R,778434,2025-04-06,1.4,4.0,0.0,4,4,0,2,1,2
607208,R,778448,2025-04-05,0.9,3.0,0.0,3,3,0,0,1,3
607208,R,778459,2025-04-04,1.95,4.0,1.0,4,4,1,1,1,2
607208,R,778467,2025-04-03,0.9,3.0,0.0,3,3,0,0,0,3
607208,R,778482,2025-04-02,0.0,1.0,0.0,1,1,1,0,0,0
607208,R,778555,2025-03-27,0.0,1.0,0.0,1,1,0,0,0,1
607208,R,813041,2025-10-08,0.9,3.0,0.0,3,3,0,0,1,3
607208,R,813042,2025-10-09,0.0,5.0,0.0,5,5,2,0,0,3
607208,R,813051,2025-10-04,0.7,4.0,0.0,4,4,1,1,0,2
607208,R,813052,2025-10-06,0.9,2.0,0.0,2,2,0,0,1,2
607680,L,744816,2024-08-11,2.15,5.0,1.0,5,5,1,0,0,4
607680,L,744818,2024-08-09,1.8,3.0,0.0,3,3,0,0,2,3
607680,L,744820,2024-08-10,1.25,3.0,1.0,3,3,1,0,1,2
607680,L,744894,2024-08-22,0.0,1.0,0.0,1,1,1,0,0,0
607680,L,744966,2024-09-05,0.0,3.0,0.0,3,3,0,0,0,3
607680,L,745016,2024-05-17,0.9,2.0,0.0,2,2,0,0,0,2
607680,L,745251,2024-06-01,0.9,1.0,0.0,1,1,0,0,1,1
607680,L,745321,2024-06-16,0.9,2.0,0.0,2,2,0,0,1,2
607680,L,745326,2024-06-14,0.0,1.0,0.0,1,1,0,0,0,1
607680,L,745507,2024-05-08,0.9,3.0,0.0,3,3,2,0,1,1
607680,L,745508,2024-05-07,1.25,1.0,1.0,1,1,0,0,0,1
607680,L,745592,2024-04-19,0.0,1.0,0.0,1,1,0,0,0,1
607680,L,745633,2024-07-21,1.25,2.0,1.0,2,2,0,0,1,2
607680,L,745638,2024-07-20,0.0,1.0,0.0,1,1,0,0,0,1
607680,L,745640,2024-07-19,1.8,3.0,0.0,3,3,0,0,3,3
607680,L,745641,2024-07-04,0.7,3.0,0.0,3,3,0,0,0,2
607680,L,745710,2024-08-08,0.9,4.0,0.0,4,4,0,0,0,4
607680,L,745917,2024-04-23,0.0,1.0,0.0,1,1,0,0,0,1
607680,L,746131,2024-06-21,0.0,1.0,0.0,1,1,1,0,0,0
607680,L,746171,2024-09-28,0.0,3.0,0.0,3,3,1,0,0,2
607680,L,746186,2024-08-18,0.0,1.0,0.0,1,1,0,0,0,1
607680,L,746190,2024-08-17,1.25,3.0,1.0,3,3,2,0,1,1
607680,L,746191,2024-08-04,0.0,3.0,0.0,3,3,2,0,0,1
607680,L,746192,2024-08-12,0.0,1.0,0.0,1,1,0,0,0,1
607680,L,746194,2024-08-03,0.9,4.0,0.0,4,4,0,0,0,4
607680,L,746195,2024-07-28,0.9,2.0,0.0,2,2,0,0,0,2
607680,L,746198,2024-07-31,0.0,3.0,0.0,3,3,0,0,1,3
607680,L,746211,2024-06-29,0.0,1.0,0.0,1,1,0,0,1,1
607680,L,746213,2024-06-25,0.0,1.0,0.0,1,1,1,0,0,0
607680,L,746215,2024-06-17,0.0,1.0,0.0,1,1,0,0,0,1
607680,L,746216,2024-06-09,0.9,1.0,0.0,1,1,0,0,0,1
607680,L,746220,2024-06-07,2.9,4.0,3.0,4,4,0,0,2,4
607680,L,746224,2024-06-03,0.0,1.0,0.0,1,1,0,0,0,1
607680,L,746225,2024-05-30,1.25,3.0,1.0,3,3,1,0,0,2
607680,L,746227,2024-05-24,0.9,3.0,0.0,3,3,1,0,1,2
607680,L,746229,2024-05-28,2.9,2.0,3.0,2,2,0,0,2,2
607680,L,746232,2024-05-11,2.5,3.0,2.0,3,3,0,0,0,3
607680,L,746233,2024-05-13,2.0,2.0,3.0,2,2,0,0,2,2
607680,L,746238,2024-05-01,0.9,2.0,0.0,2,2,1,0,0,1
607680,L,746241,2024-05-09,0.0,1.0,0.0,1,1,0,0,0,1
607680,L,746266,2024-08-20,2.65,4.0,1.0,4,4,0,1,0,2
607680,L,746270,2024-08-19,0.0,1.0,0.0,1,1,1,0,0,0
607680,L,746328,2024-04-05,0.7,1.0,0.0,1,1,0,1,0,0
607680,L,746339,2024-09-22,0.9,1.0,0.0,1,1,0,0,1,1
607680,L,746340,2024-09-20,0.0,1.0,0.0,1,1,1,0,0,0
607680,L,746385,2024-05-21,0.0,1.0,0.0,1,1,1,0,0,0
607680,L,746390,2024-05-20,2.15,4.0,1.0,4,4,0,0,3,4
607680,L,746429,2024-08-27,0.7,2.0,0.0,2,2,0,1,0,1
607680,L,746432,2024-08-29,0.0,1.0,0.0,1,1,0,0,0,1
607680,L,746643,2024-05-05,0.0,1.0,0.0,1,1,0,0,1,1
607680,L,746653,2024-04-09,1.25,2.0,1.0,2,2,0,0,1,2
607680,L,746742,2024-09-25,0.0,1.0,0.0,1,1,0,0,0,1
607680,L,746811,2024-04-13,2.3,3.0,0.0,3,3,0,1,0,1
607680,L,746812,2024-04-12,1.25,3.0,1.0,3,3,0,0,2,3
607680,L,746814,2024-04-02,0.0,1.0,0.0,1,1,1,0,0,0
607680,L,746815,2024-03-31,0.7,1.0,0.0,1,1,0,1,0,0
607680,L,746821,2024-03-28,0.0,3.0,0.0,3,3,1,0,1,2
607680,L,746855,2024-07-07,0.9,1.0,0.0,1,1,0,0,0,1
607680,L,746859,2024-07-05,0.0,4.0,0.0,4,4,2,0,0,2
607680,L,747190,2024-06-11,1.25,3.0,1.0,3,3,0,0,2,3
607680,L,777805,2025-05-23,0.0,1.0,0.0,1,1,1,0,0,0
607680,L,777869,2025-05-18,0.0,4.0,0.0,4,4,1,0,0,3
607680,L,778070,2025-05-03,0.0,1.0,0.0,1,1,0,0,1,1
607680,L,778096,2025-05-01,0.0,3.0,0.0,3,3,0,0,0,3
607680,L,778143,2025-04-28,0.0,3.0,0.0,3,3,1,0,0,2
607680,L,778159,2025-04-26,0.9,3.0,0.0,3,3,0,0,0,3
607680,L,778197,2025-04-23,0.9,3.0,0.0,3,3,0,0,1,3
607680,L,778234,2025-04-20,0.0,1.0,0.0,1,1,0,0,0,1
607680,L,778263,2025-04-18,0.0,1.0,0.0,1,1,0,0,0,1
607680,L,778289,2025-04-16,0.0,1.0,0.0,1,1,1,0,0,0
607680,L,778306,2025-04-15,1.25,3.0,1.0,3,3,1,0,1,2
607680,L,778360,2025-04-11,0.0,1.0,0.0,1,1,1,0,0,0
607680,L,778385,2025-04-09,0.9,2.0,0.0,2,2,0,0,1,2
607680,L,778411,2025-04-07,0.0,3.0,0.0,3,3,1,0,0,2
607680,L,778438,2025-04-05,0.9,1.0,0.0,1,1,0,0,0,1
607680,L,778511,2025-03-31,1.25,1.0,1.0,1,1,0,0,0,1
607680,L,778550,2025-03-28,0.0,1.0,0.0,1,1,0,0,0,1
607680,L,778553,2025-03-27,1.8,2.0,0.0,2,2,0,0,1,2
607680,R,744818,2024-08-09,0.0,2.0,0.0,2,2,1,0,0,1
607680,R,744820,2024-08-10,0.0,2.0,0.0,2,2,1,0,1,1
607680,R,744889,2024-08-23,1.6,4.0,0.0,4,4,0,0,0,3
607680,R,744890,2024-08-24,0.0,4.0,0.0,4,4,4,0,0,0
607680,R,744892,2024-08-25,0.0,4.0,0.0,4,4,3,0,0,1
607680,R,744894,2024-08-22,0.0,1.0,0.0,1,1,0,0,0,1
607680,R,744966,2024-09-05,0.0,1.0,0.0,1,1,1,0,0,0
607680,R,744967,2024-09-06,0.7,2.0,0.0,2,2,0,1,0,1
607680,R,745012,2024-05-19,0.9,1.0,0.0,1,1,0,0,0,1
607680,R,745016,2024-05-17,0.7,3.0,0.0,3,3,1,1,1,1
607680,R,745251,2024-06-01,0.0,3.0,0.0,3,3,0,0,1,3
607680,R,745252,2024-06-02,1.4,4.0,0.0,4,4,1,1,0,1
607680,R,745253,2024-05-31,0.9,4.0,0.0,4,4,0,0,2,4
607680,R,745321,2024-06-16,0.0,1.0,0.0,1,1,0,0,0,1
607680,R,745326,2024-06-14,1.95,4.0,1.0,4,4,0,1,0,3
607680,R,745329,2024-06-15,0.0,4.0,0.0,4,4,1,0,1,3
607680,R,745507,2024-05-08,0.0,1.0,0.0,1,1,1,0,0,0
607680,R,745508,2024-05-07,4.0,4.0,6.0,4,4,0,0,2,4
607680,R,745588,2024-04-21,0.7,4.0,0.0,4,4,2,1,0,1
607680,R,745638,2024-07-20,0.0,1.0,0.0,1,1,1,0,0,0
607680,R,745640,2024-07-19,0.0,1.0,0.0,1,1,0,0,0,1
607680,R,745641,2024-07-04,0.0,1.0,0.0,1,1,0,0,0,1
607680,R,745709,2024-08-07,0.0,4.0,0.0,4,4,0,0,1,4
607680,R,745710,2024-08-08,0.0,1.0,0.0,1,1,0,0,1,1
607680,R,745713,2024-08-07,0.9,5.0,0.0,5,5,1,0,2,4
607680,R,745917,2024-04-23,0.0,1.0,0.0,1,1,1,0,0,0
607680,R,745918,2024-04-25,0.0,3.0,0.0,3,3,1,0,0,2
607680,R,745919,2024-04-24,2.0,3.0,3.0,3,3,0,0,3,3
607680,R,746131,2024-06-21,0.0,2.0,0.0,2,2,1,0,0,1
607680,R,746171,2024-09-28,0.0,2.0,0.0,2,2,0,0,0,2
607680,R,746173,2024-09-27,0.0,4.0,0.0,4,4,2,0,0,2
607680,R,746174,2024-09-29,0.7,4.0,0.0,4,4,2,0,0,1
607680,R,746183,2024-09-01,0.0,4.0,0.0,4,4,1,0,0,3
607680,R,746186,2024-08-18,0.0,1.0,0.0,1,1,1,0,0,0
607680,R,746188,2024-08-14,0.7,4.0,0.0,4,4,1,0,0,2
607680,R,746190,2024-08-17,0.9,1.0,0.0,1,1,0,0,0,1
607680,R,746191,2024-08-04,0.0,1.0,0.0,1,1,1,0,0,0
607680,R,746195,2024-07-28,2.15,3.0,1.0,3,3,1,0,2,2
607680,R,746198,2024-07-31,0.0,1.0,0.0,1,1,1,0,0,0
607680,R,746199,2024-07-25,2.15,4.0,1.0,4,4,1,0,1,3
607680,R,746204,2024-07-11,0.9,3.0,0.0,3,3,1,0,2,2
607680,R,746205,2024-07-10,0.0,4.0,0.0,4,4,1,0,0,3
607680,R,746208,2024-07-08,0.0,4.0,0.0,4,4,1,0,0,3
607680,R,746211,2024-06-29,0.9,1.0,0.0,1,1,0,0,0,1
607680,R,746212,2024-06-26,0.7,2.0,0.0,2,2,0,0,0,1
607680,R,746214,2024-06-28,0.9,4.0,0.0,4,4,2,0,2,2
607680,R,746216,2024-06-09,1.95,4.0,1.0,4,4,1,0,2,2
607680,R,746219,2024-06-19,1.4,4.0,0.0,4,4,0,2,2,2
607680,R,746221,2024-06-05,0.0,3.0,0.0,3,3,0,0,2,3
607680,R,746225,2024-05-30,0.0,1.0,0.0,1,1,0,0,0,1
607680,R,746229,2024-05-28,0.9,2.0,0.0,2,2,0,0,0,2
607680,R,746230,2024-05-26,0.9,4.0,0.0,4,4,0,0,0,4
607680,R,746231,2024-05-15,2.5,4.0,0.0,4,4,1,0,0,2
607680,R,746232,2024-05-11,0.9,1.0,0.0,1,1,0,0,0,1
607680,R,746233,2024-05-13,0.9,2.0,0.0,2,2,0,0,0,2
607680,R,746235,2024-05-14,2.7,5.0,0.0,5,5,1,0,0,4
607680,R,746238,2024-05-01,0.0,2.0,0.0,2,2,0,0,0,2
607680,R,746241,2024-05-09,0.0,1.0,0.0,1,1,0,0,0,1
607680,R,746266,2024-08-20,0.0,1.0,0.0,1,1,0,0,0,1
607680,R,746329,2024-04-06,0.0,3.0,0.0,3,3,1,0,0,2
607680,R,746340,2024-09-20,2.7,4.0,3.0,4,4,0,1,1,3
607680,R,746385,2024-05-21,2.7,4.0,3.0,4,4,0,1,2,3
607680,R,746390,2024-05-20,0.0,1.0,0.0,1,1,0,0,0,1
607680,R,746429,2024-08-27,0.0,2.0,0.0,2,2,0,0,0,2
607680,R,746644,2024-05-04,0.0,1.0,0.0,1,1,1,0,0,0
607680,R,746655,2024-04-10,0.2,0.0,0.0,1,1,0,0,0,1
607680,R,746742,2024-09-25,0.7,4.0,0.0,4,4,1,1,0,2
607680,R,746743,2024-09-24,0.7,4.0,0.0,4,4,2,1,0,1
607680,R,746811,2024-04-13,0.0,1.0,0.0,1,1,1,0,0,0
607680,R,747190,2024-06-11,0.0,1.0,0.0,1,1,0,0,0,1
607680,R,747192,2024-06-13,0.0,3.0,0.0,3,3,1,0,1,2
607680,R,747193,2024-06-12,1.25,4.0,1.0,4,4,0,0,2,4
607680,R,778143,2025-04-28,0.0,1.0,0.0,1,1,0,0,0,1
607680,R,778159,2025-04-26,0.0,1.0,0.0,1,1,0,0,1,1
607680,R,778306,2025-04-15,0.9,1.0,0.0,1,1,0,0,0,1
607680,R,778385,2025-04-09,0.0,2.0,0.0,2,2,1,0,0,1
607680,R,778401,2025-04-08,0.0,1.0,0.0,1,1,0,0,1,1
607680,R,778511,2025-03-31,0.0,1.0,0.0,1,1,0,0,0,1
607680,R,778553,2025-03-27,0.0,1.0,0.0,1,1,0,0,0,1
607732,L,744815,2024-08-22,0.7,3.0,0.0,3,3,1,0,0,1
607732,L,745167,2024-06-09,0.0,1.0,0.0,1,1,1,0,0,0
607732,L,745305,2024-07-28,0.0,1.0,0.0,1,1,1,0,0,0
607732,L,745307,2024-07-27,0.0,2.0,0.0,2,2,0,0,1,2
607732,L,745315,2024-07-26,0.7,2.0,0.0,2,2,1,1,0,0
607732,L,745336,2024-05-19,0.7,1.0,0.0,1,1,0,1,0,0
607732,L,745384,2024-08-04,2.9,2.0,3.0,2,2,0,0,1,2
607732,L,745388,2024-08-03,2.0,1.0,3.0,1,1,0,0,1,1
607732,L,745504,2024-05-05,2.0,2.0,3.0,2,2,0,0,2,2
607732,L,745510,2024-05-03,1.8,2.0,0.0,2,2,0,0,2,2
607732,L,745591,2024-04-17,0.9,2.0,0.0,2,2,0,0,0,2
607732,L,745661,2024-05-22,1.25,1.0,1.0,1,1,0,0,1,1
607732,L,745702,2024-08-23,0.0,2.0,0.0,2,2,0,0,0,2
607732,L,745797,2024-07-14,0.0,3.0,0.0,3,3,1,0,0,2
607732,L,745896,2024-06-12,1.25,1.0,1.0,1,1,0,0,1,1
607732,L,745941,2024-09-06,0.0,2.0,0.0,2,2,0,0,0,2
607732,L,746070,2024-05-02,0.0,1.0,0.0,1,1,0,0,1,1
607732,L,746196,2024-08-01,0.0,1.0,0.0,1,1,0,0,0,1
607732,L,746372,2024-06-25,0.7,1.0,0.0,1,1,0,1,0,0
607732,L,746427,2024-09-12,0.0,2.0,0.0,2,2,1,0,1,1
