batter,pitch_group,game_pk,game_date,woba_sum,woba_denom,pa
444482,breaking,744998,2024-07-03,0.0,2.0,2
444482,breaking,745050,2024-08-31,0.0,1.0,1
444482,breaking,745052,2024-08-30,0.9,1.0,1
444482,breaking,745132,2024-08-27,0.0,1.0,1
444482,breaking,745133,2024-08-26,1.25,3.0,3
444482,breaking,745134,2024-08-28,0.9,1.0,1
444482,breaking,745135,2024-08-29,0.7,2.0,2
444482,breaking,745214,2024-09-11,0.0,1.0,1
444482,breaking,745286,2024-09-13,0.0,1.0,1
444482,breaking,745287,2024-09-15,0.0,1.0,1
444482,breaking,745358,2024-09-22,0.0,2.0,2
444482,breaking,745366,2024-09-17,0.0,1.0,1
444482,breaking,745368,2024-09-08,0.7,1.0,1
444482,breaking,745372,2024-09-07,0.7,2.0,2
444482,breaking,745374,2024-08-20,0.9,3.0,3
444482,breaking,745375,2024-08-21,0.0,1.0,1
444482,breaking,745377,2024-08-24,0.0,1.0,1
444482,breaking,745378,2024-08-23,0.9,2.0,2
444482,breaking,745379,2024-08-22,0.0,1.0,1
444482,breaking,745380,2024-08-19,0.0,1.0,1
444482,breaking,745389,2024-07-30,0.0,3.0,3
444482,breaking,745393,2024-07-09,0.9,2.0,2
444482,breaking,745394,2024-07-10,0.0,1.0,1
444482,breaking,745395,2024-07-06,0.9,1.0,1
444482,breaking,745398,2024-07-05,0.9,1.0,1
444482,breaking,745401,2024-06-20,0.0,1.0,1
444482,breaking,745402,2024-06-22,0.0,1.0,1
444482,breaking,745407,2024-06-09,0.9,1.0,1
444482,breaking,745410,2024-06-08,1.95,2.0,2
444482,breaking,745411,2024-05-25,0.0,1.0,1
444482,breaking,745413,2024-05-26,0.0,1.0,1
444482,breaking,745415,2024-05-24,0.0,1.0,1
444482,breaking,745563,2024-06-18,0.7,2.0,2
444482,breaking,745567,2024-06-17,0.9,1.0,1
444482,breaking,745807,2024-06-16,0.9,2.0,2
444482,breaking,746025,2024-08-11,0.0,1.0,1
444482,breaking,746026,2024-08-10,2.15,2.0,2
444482,breaking,746032,2024-08-09,0.0,2.0,2
444482,breaking,746088,2024-09-26,0.7,2.0,2
444482,breaking,746515,2024-08-17,0.0,1.0,1
444482,breaking,746516,2024-08-18,0.0,2.0,2
444482,breaking,746518,2024-08-16,1.25,1.0,1
444482,breaking,746613,2024-07-20,0.7,1.0,1
444482,breaking,747008,2024-07-28,0.0,1.0,1
444482,breaking,747145,2024-09-27,0.9,1.0,1
444482,breaking,747146,2024-09-28,0.0,2.0,2
444482,breaking,747147,2024-09-29,0.0,2.0,2
444482,breaking,775317,2024-10-11,0.0,1.0,1
444482,breaking,775320,2024-10-09,1.8,2.0,2
444482,breaking,775322,2024-10-06,2.0,2.0,2
444482,fastball,744996,2024-07-04,0.9,2.0,2
444482,fastball,745048,2024-09-01,0.7,3.0,3
444482,fastball,745050,2024-08-31,0.0,3.0,3
444482,fastball,745052,2024-08-30,2.0,2.0,2
444482,fastball,745132,2024-08-27,0.9,3.0,3
444482,fastball,745133,2024-08-26,0.0,1.0,1
444482,fastball,745134,2024-08-28,0.0,2.0,2
444482,fastball,745135,2024-08-29,0.0,1.0,1
444482,fastball,745286,2024-09-13,0.0,2.0,2
444482,fastball,745287,2024-09-15,1.8,2.0,2
444482,fastball,745358,2024-09-22,0.0,1.0,1
444482,fastball,745360,2024-09-21,1.25,2.0,2
444482,fastball,745370,2024-09-04,0.7,1.0,1
444482,fastball,745372,2024-09-07,0.9,2.0,2
444482,fastball,745373,2024-09-02,0.0,2.0,2
444482,fastball,745375,2024-08-21,0.9,2.0,2
444482,fastball,745376,2024-08-25,0.0,1.0,1
444482,fastball,745378,2024-08-23,1.6,2.0,2
444482,fastball,745379,2024-08-22,2.5,3.0,3
444482,fastball,745381,2024-08-14,2.9,4.0,4
444482,fastball,745382,2024-08-13,2.9,3.0,3
444482,fastball,745383,2024-08-12,0.0,2.0,2
444482,fastball,745384,2024-08-04,2.7,2.0,2
444482,fastball,745385,2024-07-14,0.0,1.0,1
444482,fastball,745388,2024-08-03,0.0,1.0,1
444482,fastball,745389,2024-07-30,0.0,1.0,1
444482,fastball,745390,2024-07-12,0.0,2.0,2
444482,fastball,745391,2024-07-07,0.0,3.0,3
444482,fastball,745392,2024-07-13,3.05,4.0,4
444482,fastball,745393,2024-07-09,0.0,1.0,1
444482,fastball,745394,2024-07-10,0.0,2.0,2
444482,fastball,745395,2024-07-06,0.0,1.0,1
444482,fastball,745396,2024-06-23,0.0,4.0,4
444482,fastball,745397,2024-06-24,0.0,1.0,1
444482,fastball,745398,2024-07-05,0.0,1.0,1
444482,fastball,745401,2024-06-20,0.7,3.0,3
444482,fastball,745402,2024-06-22,0.9,2.0,2
444482,fastball,745403,2024-06-21,0.7,2.0,2
444482,fastball,745404,2024-06-11,0.0,1.0,1
444482,fastball,745406,2024-06-07,0.7,3.0,3
444482,fastball,745407,2024-06-09,0.7,3.0,3
444482,fastball,745408,2024-06-06,0.9,2.0,2
444482,fastball,745410,2024-06-08,1.95,2.0,2
444482,fastball,745411,2024-05-25,0.0,1.0,1
444482,fastball,745413,2024-05-26,0.7,1.0,1
444482,fastball,745416,2024-05-27,0.0,1.0,1
444482,fastball,745466,2024-08-08,2.0,2.0,2
444482,fastball,745467,2024-08-06,0.9,3.0,3
444482,fastball,745469,2024-08-07,1.4,3.0,3
444482,fastball,745563,2024-06-18,0.0,1.0,1
444482,fastball,745805,2024-06-15,0.0,1.0,1
444482,fastball,745807,2024-06-16,0.9,1.0,1
444482,fastball,746025,2024-08-11,0.0,1.0,1
444482,fastball,746026,2024-08-10,1.25,2.0,2
444482,fastball,746095,2024-09-25,0.0,1.0,1
444482,fastball,746221,2024-06-05,0.0,3.0,3
444482,fastball,746222,2024-06-04,0.0,1.0,1
444482,fastball,746224,2024-06-03,0.0,1.0,1
444482,fastball,746303,2024-05-31,0.0,1.0,1
444482,fastball,746515,2024-08-17,0.7,2.0,2
444482,fastball,746516,2024-08-18,1.25,1.0,1
444482,fastball,746518,2024-08-16,1.6,3.0,3
444482,fastball,746610,2024-07-21,0.0,2.0,2
444482,fastball,746618,2024-07-19,0.0,1.0,1
444482,fastball,746712,2024-05-22,0.9,1.0,1
444482,fastball,746714,2024-05-23,1.8,3.0,3
444482,fastball,746938,2024-06-30,0.0,1.0,1
444482,fastball,746940,2024-06-29,0.9,1.0,1
444482,fastball,747006,2024-07-27,0.9,4.0,4
444482,fastball,747008,2024-07-28,0.9,2.0,2
444482,fastball,747010,2024-07-26,0.0,3.0,3
444482,fastball,747145,2024-09-27,0.9,1.0,1
444482,fastball,747146,2024-09-28,1.6,2.0,2
444482,fastball,747147,2024-09-29,0.0,2.0,2
444482,fastball,775317,2024-10-11,0.0,1.0,1
444482,fastball,775320,2024-10-09,0.0,1.0,1
444482,fastball,775321,2024-10-08,1.25,3.0,3
444482,fastball,775323,2024-10-05,0.0,1.0,1
444482,offspeed,744996,2024-07-04,0.0,1.0,1
444482,offspeed,744998,2024-07-03,2.0,2.0,2
444482,offspeed,745048,2024-09-01,0.9,2.0,2
444482,offspeed,745287,2024-09-15,0.0,1.0,1
444482,offspeed,745360,2024-09-21,2.0,2.0,2
444482,offspeed,745373,2024-09-02,0.0,1.0,1
444482,offspeed,745374,2024-08-20,0.0,1.0,1
444482,offspeed,745376,2024-08-25,0.0,0.0,1
444482,offspeed,745380,2024-08-19,0.0,2.0,2
444482,offspeed,745384,2024-08-04,0.0,1.0,1
444482,offspeed,745388,2024-08-03,0.0,2.0,2
444482,offspeed,745390,2024-07-12,0.0,1.0,1
444482,offspeed,745394,2024-07-10,0.9,1.0,1
444482,offspeed,745398,2024-07-05,1.25,1.0,1
444482,offspeed,745402,2024-06-22,0.0,1.0,1
444482,offspeed,745406,2024-06-07,0.0,2.0,2
444482,offspeed,745410,2024-06-08,0.9,1.0,1
444482,offspeed,745411,2024-05-25,0.0,2.0,2
444482,offspeed,745466,2024-08-08,0.9,2.0,2
444482,offspeed,745807,2024-06-16,0.0,1.0,1
444482,offspeed,745810,2024-06-14,0.0,1.0,1
444482,offspeed,746025,2024-08-11,1.25,2.0,2
444482,offspeed,746032,2024-08-09,0.9,2.0,2
444482,offspeed,746303,2024-05-31,0.0,1.0,1
444482,offspeed,746515,2024-08-17,0.9,2.0,2
444482,offspeed,746516,2024-08-18,0.0,1.0,1
444482,offspeed,746610,2024-07-21,0.7,2.0,2
444482,offspeed,746613,2024-07-20,2.9,3.0,3
444482,offspeed,746618,2024-07-19,0.0,2.0,2
444482,offspeed,746712,2024-05-22,0.0,1.0,1
444482,offspeed,746714,2024-05-23,0.9,1.0,2
444482,offspeed,746939,2024-06-28,0.0,1.0,1
444482,offspeed,747006,2024-07-27,0.0,1.0,1
444482,offspeed,747008,2024-07-28,0.9,1.0,1
444482,offspeed,747010,2024-07-26,0.0,1.0,1
444482,offspeed,747145,2024-09-27,0.0,1.0,1
444482,offspeed,775317,2024-10-11,0.0,1.0,1
444482,offspeed,775320,2024-10-09,0.0,1.0,1
453568,breaking,744814,2024-08-20,0.0,3.0,3
453568,breaking,745166,2024-06-08,1.95,2.0,2
453568,breaking,745167,2024-06-09,0.0,1.0,1
453568,breaking,745169,2024-06-07,0.9,1.0,1
453568,breaking,745174,2024-06-06,0.0,1.0,1
453568,breaking,745305,2024-07-28,0.0,1.0,1
453568,breaking,745335,2024-05-17,0.7,1.0,1
453568,breaking,745339,2024-05-18,0.0,1.0,1
453568,breaking,745417,2024-05-15,0.0,1.0,1
453568,breaking,745418,2024-05-14,0.0,2.0,2
453568,breaking,745420,2024-05-13,0.0,2.0,2
453568,breaking,745511,2024-05-04,0.0,2.0,2
453568,breaking,745597,2024-04-15,0.0,1.0,1
453568,breaking,745661,2024-05-22,1.6,4.0,4
453568,breaking,745662,2024-05-21,0.0,2.0,2
453568,breaking,745797,2024-07-14,0.7,1.0,1
453568,breaking,745798,2024-07-13,2.0,2.0,2
453568,breaking,745800,2024-07-12,0.7,2.0,2
453568,breaking,745896,2024-06-12,0.0,1.0,1
453568,breaking,745897,2024-06-10,0.9,1.0,1
453568,breaking,745899,2024-06-11,0.0,1.0,1
453568,breaking,745940,2024-09-08,1.8,2.0,2
453568,breaking,746072,2024-05-01,0.0,1.0,1
453568,breaking,746092,2024-09-22,0.0,2.0,2
453568,breaking,746094,2024-09-20,0.0,1.0,1
453568,breaking,746096,2024-09-21,0.0,1.0,1
453568,breaking,746196,2024-08-01,0.0,1.0,1
453568,breaking,746197,2024-07-30,1.8,2.0,2
453568,breaking,746198,2024-07-31,0.0,1.0,1
453568,breaking,746496,2024-09-29,0.0,1.0,1
453568,breaking,746499,2024-09-28,0.9,2.0,2
453568,breaking,746501,2024-09-25,0.0,1.0,1
453568,breaking,746502,2024-09-16,0.0,3.0,3
453568,breaking,746504,2024-09-24,1.25,2.0,2
453568,breaking,746507,2024-08-31,0.0,1.0,1
453568,breaking,746508,2024-09-14,0.0,1.0,1
453568,breaking,746509,2024-09-13,0.0,2.0,2
453568,breaking,746510,2024-08-27,0.7,2.0,2
453568,breaking,746512,2024-08-28,1.6,4.0,4
453568,breaking,746515,2024-08-17,0.0,2.0,2
453568,breaking,746516,2024-08-18,0.0,1.0,1
453568,breaking,746518,2024-08-16,0.9,2.0,2
453568,breaking,746521,2024-08-07,0.0,1.0,1
453568,breaking,746523,2024-08-09,0.9,3.0,3
453568,breaking,746526,2024-07-22,2.0,2.0,2
453568,breaking,746527,2024-07-20,0.0,1.0,1
453568,breaking,746528,2024-07-21,0.0,2.0,2
453568,breaking,746529,2024-07-06,1.25,3.0,3
453568,breaking,746530,2024-07-07,0.0,2.0,2
453568,breaking,746532,2024-07-04,0.0,1.0,1
453568,breaking,746535,2024-07-01,0.0,1.0,1
453568,breaking,746546,2024-06-16,0.0,2.0,2
453568,breaking,746549,2024-05-27,3.25,3.0,3
453568,breaking,746553,2024-05-10,0.0,1.0,1
453568,breaking,746556,2024-05-25,0.0,1.0,1
453568,breaking,746560,2024-04-27,0.0,1.0,1
453568,breaking,746562,2024-05-08,0.9,1.0,1
453568,breaking,746567,2024-04-24,0.0,4.0,4
453568,breaking,746568,2024-04-21,0.9,2.0,2
453568,breaking,746569,2024-04-08,0.0,2.0,2
453568,breaking,746570,2024-04-20,0.0,2.0,2
453568,breaking,746574,2024-04-07,0.7,1.0,1
453568,breaking,746576,2024-04-05,0.0,2.0,2
453568,breaking,746692,2024-07-08,0.0,1.0,1
453568,breaking,746899,2024-04-01,0.9,1.0,1
453568,breaking,746900,2024-04-03,0.9,1.0,1
453568,breaking,747073,2024-09-05,0.0,1.0,1
453568,breaking,747075,2024-09-04,0.9,1.0,1
453568,breaking,747165,2024-08-12,0.0,2.0,2
453568,breaking,747221,2024-03-30,2.15,2.0,2
453568,breaking,747223,2024-03-29,1.6,1.0,1
453568,fastball,744812,2024-08-21,0.9,4.0,4
453568,fastball,744814,2024-08-20,0.9,2.0,2
453568,fastball,744952,2024-04-14,0.0,3.0,3
453568,fastball,744953,2024-04-13,0.7,4.0,4
453568,fastball,745166,2024-06-08,2.7,2.0,3
453568,fastball,745167,2024-06-09,0.0,2.0,2
453568,fastball,745169,2024-06-07,0.7,3.0,3
453568,fastball,745174,2024-06-06,1.6,3.0,3
453568,fastball,745305,2024-07-28,0.9,2.0,2
453568,fastball,745310,2024-07-27,0.0,2.0,2
453568,fastball,745335,2024-05-17,0.7,3.0,3
453568,fastball,745336,2024-05-19,0.7,3.0,3
453568,fastball,745418,2024-05-14,0.0,3.0,3
453568,fastball,745420,2024-05-13,0.9,2.0,2
453568,fastball,745510,2024-05-03,0.9,4.0,4
453568,fastball,745511,2024-05-04,0.0,1.0,1
453568,fastball,745593,2024-04-16,0.9,3.0,3
453568,fastball,745597,2024-04-15,0.0,2.0,2
453568,fastball,745661,2024-05-22,0.0,1.0,1
453568,fastball,745662,2024-05-21,0.7,2.0,2
453568,fastball,745702,2024-08-23,0.0,1.0,1
453568,fastball,745703,2024-08-24,0.7,5.0,5
453568,fastball,745706,2024-08-25,0.7,3.0,3
453568,fastball,745797,2024-07-14,1.8,4.0,4
453568,fastball,745798,2024-07-13,0.0,1.0,1
453568,fastball,745800,2024-07-12,2.0,3.0,3
453568,fastball,745896,2024-06-12,1.25,4.0,4
453568,fastball,745897,2024-06-10,0.0,2.0,2
453568,fastball,745899,2024-06-11,0.9,2.0,2
453568,fastball,745940,2024-09-08,1.25,3.0,3
453568,fastball,745942,2024-09-07,0.9,2.0,2
453568,fastball,746072,2024-05-01,0.0,3.0,3
453568,fastball,746073,2024-04-30,0.9,4.0,4
453568,fastball,746092,2024-09-22,1.4,3.0,3
453568,fastball,746094,2024-09-20,0.0,2.0,2
453568,fastball,746096,2024-09-21,3.95,4.0,4
453568,fastball,746138,2024-06-01,0.0,3.0,3
453568,fastball,746140,2024-05-31,0.7,3.0,3
453568,fastball,746141,2024-06-02,1.25,3.0,3
453568,fastball,746196,2024-08-01,0.7,3.0,3
453568,fastball,746197,2024-07-30,0.0,1.0,1
453568,fastball,746198,2024-07-31,0.9,1.0,1
453568,fastball,746425,2024-09-11,0.0,3.0,3
453568,fastball,746427,2024-09-12,0.9,1.0,1
453568,fastball,746494,2024-09-27,2.3,4.0,4
453568,fastball,746495,2024-09-26,3.5999999999999996,5.0,5
453568,fastball,746496,2024-09-29,0.9,1.0,1
453568,fastball,746499,2024-09-28,0.0,2.0,2
453568,fastball,746501,2024-09-25,1.8,3.0,3
453568,fastball,746504,2024-09-24,2.3,2.0,2
453568,fastball,746506,2024-09-15,0.0,1.0,1
453568,fastball,746507,2024-08-31,1.6,4.0,4
453568,fastball,746508,2024-09-14,3.05,4.0,4
453568,fastball,746509,2024-09-13,1.6,3.0,3
453568,fastball,746510,2024-08-27,2.9,3.0,3
453568,fastball,746511,2024-08-30,0.9,2.0,2
453568,fastball,746512,2024-08-28,0.0,1.0,1
453568,fastball,746515,2024-08-17,0.0,1.0,1
453568,fastball,746517,2024-08-11,1.8,4.0,4
453568,fastball,746518,2024-08-16,2.7,2.0,2
453568,fastball,746519,2024-08-06,0.9,3.0,3
453568,fastball,746521,2024-08-07,0.9,4.0,4
453568,fastball,746523,2024-08-09,0.9,1.0,1
453568,fastball,746524,2024-07-23,0.9,3.0,3
453568,fastball,746526,2024-07-22,1.6,4.0,4
453568,fastball,746527,2024-07-20,0.7,1.0,1
453568,fastball,746528,2024-07-21,0.0,1.0,1
453568,fastball,746529,2024-07-06,0.0,1.0,1
453568,fastball,746530,2024-07-07,0.7,2.0,2
453568,fastball,746531,2024-07-19,1.4,5.0,5
453568,fastball,746532,2024-07-04,2.15,3.0,3
453568,fastball,746534,2024-07-03,0.0,2.0,2
453568,fastball,746535,2024-07-01,2.9,4.0,4
453568,fastball,746537,2024-07-02,0.0,1.0,1
453568,fastball,746542,2024-06-18,0.7,1.0,1
453568,fastball,746544,2024-06-05,3.05,3.0,4
453568,fastball,746545,2024-06-14,5.2,5.0,5
453568,fastball,746546,2024-06-16,1.25,2.0,2
453568,fastball,746547,2024-06-15,1.6,4.0,4
453568,fastball,746549,2024-05-27,1.25,1.0,1
453568,fastball,746550,2024-06-04,0.0,3.0,3
453568,fastball,746552,2024-05-28,1.8,5.0,5
453568,fastball,746553,2024-05-10,1.95,4.0,4
453568,fastball,746555,2024-05-12,1.6,3.0,3
453568,fastball,746556,2024-05-25,1.25,3.0,3
453568,fastball,746557,2024-05-26,0.0,1.0,1
453568,fastball,746560,2024-04-27,0.9,3.0,3
453568,fastball,746562,2024-05-08,1.6,3.0,3
453568,fastball,746563,2024-05-09,3.75,3.0,3
453568,fastball,746565,2024-04-22,1.25,4.0,4
453568,fastball,746566,2024-04-23,0.0,3.0,3
453568,fastball,746568,2024-04-21,0.7,3.0,3
453568,fastball,746569,2024-04-08,3.6,2.0,2
453568,fastball,746571,2024-04-09,1.4,3.0,4
453568,fastball,746573,2024-04-10,0.0,1.0,1
453568,fastball,746574,2024-04-07,0.0,1.0,1
453568,fastball,746575,2024-04-06,0.0,4.0,4
453568,fastball,746576,2024-04-05,0.0,1.0,1
453568,fastball,746692,2024-07-08,0.9,3.0,3
453568,fastball,746778,2024-06-29,0.0,3.0,3
453568,fastball,746779,2024-06-30,0.0,4.0,4
453568,fastball,746898,2024-04-02,3.05,4.0,4
453568,fastball,746899,2024-04-01,0.0,3.0,3
453568,fastball,746900,2024-04-03,1.25,2.0,2
453568,fastball,747073,2024-09-05,0.0,3.0,3
453568,fastball,747075,2024-09-04,0.0,2.0,3
453568,fastball,747160,2024-08-13,0.0,4.0,4
453568,fastball,747165,2024-08-12,0.0,2.0,2
453568,fastball,747221,2024-03-30,0.0,1.0,1
453568,fastball,747223,2024-03-29,0.0,1.0,1
453568,fastball,747224,2024-03-28,0.7,3.0,3
453568,offspeed,744952,2024-04-14,0.0,1.0,1
453568,offspeed,745167,2024-06-09,0.0,1.0,1
453568,offspeed,745169,2024-06-07,0.9,1.0,1
453568,offspeed,745305,2024-07-28,0.0,1.0,1
453568,offspeed,745310,2024-07-27,0.9,2.0,2
453568,offspeed,745335,2024-05-17,0.9,1.0,1
453568,offspeed,745336,2024-05-19,0.0,1.0,1
453568,offspeed,745387,2024-08-02,1.6,2.0,2
453568,offspeed,745417,2024-05-15,0.9,4.0,4
453568,offspeed,745420,2024-05-13,0.0,1.0,1
453568,offspeed,745591,2024-04-17,0.0,1.0,1
453568,offspeed,745593,2024-04-16,0.0,1.0,1
453568,offspeed,745597,2024-04-15,0.0,1.0,1
453568,offspeed,745662,2024-05-21,0.0,1.0,1
453568,offspeed,745703,2024-08-24,0.0,1.0,1
453568,offspeed,745706,2024-08-25,0.7,2.0,2
453568,offspeed,745798,2024-07-13,0.0,1.0,1
453568,offspeed,745897,2024-06-10,0.9,1.0,1
453568,offspeed,745899,2024-06-11,0.0,1.0,1
453568,offspeed,745942,2024-09-07,0.0,2.0,2
453568,offspeed,746094,2024-09-20,2.0,1.0,1
453568,offspeed,746138,2024-06-01,0.0,1.0,1
453568,offspeed,746140,2024-05-31,0.9,2.0,2
453568,offspeed,746141,2024-06-02,0.0,1.0,1
453568,offspeed,746196,2024-08-01,0.0,1.0,1
453568,offspeed,746197,2024-07-30,0.0,1.0,1
453568,offspeed,746198,2024-07-31,0.0,2.0,2
453568,offspeed,746425,2024-09-11,0.0,1.0,1
453568,offspeed,746428,2024-09-10,0.0,3.0,3
453568,offspeed,746494,2024-09-27,0.0,1.0,1
453568,offspeed,746502,2024-09-16,0.0,1.0,1
453568,offspeed,746511,2024-08-30,0.0,2.0,2
453568,offspeed,746515,2024-08-17,0.9,1.0,1
453568,offspeed,746516,2024-08-18,0.0,3.0,3
453568,offspeed,746517,2024-08-11,0.9,1.0,1
453568,offspeed,746519,2024-08-06,0.0,1.0,1
453568,offspeed,746523,2024-08-09,0.0,1.0,1
453568,offspeed,746524,2024-07-23,0.9,1.0,1
453568,offspeed,746526,2024-07-22,0.0,1.0,1
453568,offspeed,746527,2024-07-20,0.7,2.0,2
453568,offspeed,746528,2024-07-21,0.0,1.0,1
453568,offspeed,746534,2024-07-03,0.7,2.0,2
453568,offspeed,746544,2024-06-05,0.0,1.0,1
453568,offspeed,746547,2024-06-15,0.0,1.0,1
453568,offspeed,746550,2024-06-04,0.0,1.0,1
453568,offspeed,746554,2024-05-11,1.25,1.0,1
453568,offspeed,746555,2024-05-12,0.0,1.0,1
453568,offspeed,746556,2024-05-25,0.0,1.0,1
453568,offspeed,746560,2024-04-27,0.0,1.0,1
453568,offspeed,746562,2024-05-08,0.0,1.0,1
453568,offspeed,746563,2024-05-09,0.0,2.0,2
453568,offspeed,746566,2024-04-23,0.9,2.0,2
453568,offspeed,746569,2024-04-08,0.7,1.0,1
453568,offspeed,746570,2024-04-20,0.0,1.0,1
453568,offspeed,746571,2024-04-09,0.9,1.0,1
453568,offspeed,746574,2024-04-07,0.0,2.0,2
453568,offspeed,746575,2024-04-06,0.9,1.0,1
453568,offspeed,746576,2024-04-05,0.0,1.0,1
453568,offspeed,746778,2024-06-29,0.0,1.0,1
453568,offspeed,746900,2024-04-03,0.9,2.0,2
453568,offspeed,747075,2024-09-04,1.25,1.0,1
453568,offspeed,747079,2024-09-03,0.0,1.0,1
453568,offspeed,747221,2024-03-30,0.0,2.0,2
453568,offspeed,747223,2024-03-29,0.0,2.0,2
455117,breaking,744933,2024-05-22,0.0,2.0,2
455117,breaking,745097,2024-05-08,0.0,2.0,2
455117,breaking,745185,2024-05-05,0.0,3.0,3
455117,breaking,745588,2024-04-21,0.0,1.0,1
455117,breaking,745745,2024-05-19,0.0,1.0,2
455117,breaking,745917,2024-04-23,0.0,2.0,2
455117,breaking,745983,2024-05-31,0.0,1.0,1
455117,breaking,746046,2024-07-05,1.25,3.0,3
455117,breaking,746328,2024-04-05,0.0,2.0,2
455117,breaking,746457,2024-06-23,0.0,1.0,1
455117,breaking,746617,2024-07-03,2.0,3.0,3
455117,breaking,746653,2024-04-09,0.0,3.0,3
455117,breaking,746766,2024-07-13,0.0,1.0,1
455117,breaking,746773,2024-07-10,2.0,3.0,3
455117,breaking,746786,2024-06-08,0.0,1.0,1
455117,breaking,746788,2024-05-27,0.0,2.0,2
455117,breaking,746797,2024-05-11,0.9,3.0,3
455117,breaking,746799,2024-05-14,0.0,1.0,1
455117,breaking,746802,2024-05-09,0.7,3.0,3
455117,breaking,746807,2024-04-17,0.2,1.0,2
455117,breaking,746821,2024-03-28,0.0,1.0,1
455117,breaking,747187,2024-06-15,0.0,2.0,2
455117,breaking,776931,2025-07-30,0.9,1.0,1
455117,breaking,776992,2025-07-26,0.7,1.0,1
455117,breaking,777005,2025-07-25,0.0,1.0,1
455117,breaking,777023,2025-07-24,0.9,1.0,1
455117,breaking,777052,2025-07-22,0.0,1.0,1
455117,breaking,777062,2025-07-21,0.0,1.0,1
455117,breaking,777091,2025-07-19,1.25,1.0,1
455117,breaking,777126,2025-07-12,0.0,1.0,1
455117,breaking,777203,2025-07-07,0.0,1.0,1
455117,breaking,777207,2025-07-06,1.8,4.0,4
455117,breaking,777372,2025-06-24,0.0,1.0,1
455117,breaking,777396,2025-06-22,0.0,1.0,1
455117,breaking,777413,2025-06-21,0.0,1.0,1
455117,breaking,777442,2025-06-19,0.0,1.0,1
455117,breaking,777490,2025-06-16,0.0,2.0,2
455117,breaking,777560,2025-06-10,0.9,1.0,1
455117,breaking,777586,2025-06-08,0.0,1.0,1
455117,breaking,777617,2025-06-06,0.0,1.0,1
455117,breaking,777633,2025-06-05,0.0,1.0,1
455117,breaking,777656,2025-06-03,0.0,2.0,2
455117,breaking,777676,2025-06-02,0.0,1.0,1
455117,breaking,777691,2025-05-31,0.0,1.0,1
455117,breaking,777756,2025-05-26,0.2,0.0,1
455117,breaking,777914,2025-05-14,0.0,1.0,1
455117,breaking,777993,2025-05-09,2.0,2.0,2
455117,breaking,778090,2025-05-02,0.0,2.0,2
455117,breaking,778146,2025-04-27,0.0,2.0,2
455117,breaking,778160,2025-04-26,0.0,1.0,1
455117,breaking,778269,2025-04-18,0.0,1.0,1
455117,breaking,778305,2025-04-15,0.0,1.0,1
455117,breaking,778352,2025-04-12,0.0,2.0,2
455117,breaking,778381,2025-04-09,0.0,1.0,1
455117,breaking,778395,2025-04-08,0.9,1.0,1
455117,breaking,778476,2025-04-02,0.0,1.0,1
455117,breaking,778520,2025-03-29,0.0,2.0,2
455117,breaking,778542,2025-03-28,0.9,2.0,2
455117,breaking,778545,2025-03-27,0.0,1.0,1
455117,fastball,744933,2024-05-22,0.0,2.0,2
455117,fastball,745097,2024-05-08,0.0,1.0,1
455117,fastball,745185,2024-05-05,0.0,1.0,1
455117,fastball,745187,2024-05-03,0.9,3.0,3
455117,fastball,745244,2024-06-11,0.9,3.0,3
455117,fastball,745588,2024-04-21,0.0,2.0,2
455117,fastball,745592,2024-04-19,0.7,3.0,3
455117,fastball,745745,2024-05-19,0.0,2.0,2
455117,fastball,745747,2024-05-17,0.0,3.0,3
455117,fastball,745917,2024-04-23,0.0,2.0,2
455117,fastball,745983,2024-05-31,0.0,2.0,2
455117,fastball,746329,2024-04-06,1.25,2.0,2
455117,fastball,746330,2024-04-07,0.9,3.0,3
455117,fastball,746457,2024-06-23,0.0,2.0,2
455117,fastball,746617,2024-07-03,0.9,2.0,2
455117,fastball,746623,2024-07-02,0.0,1.0,1
455117,fastball,746653,2024-04-09,0.0,1.0,1
455117,fastball,746655,2024-04-10,0.0,1.0,1
455117,fastball,746766,2024-07-13,0.9,1.0,1
455117,fastball,746771,2024-07-08,1.4,2.0,2
455117,fastball,746779,2024-06-30,0.0,2.0,2
455117,fastball,746782,2024-06-20,0.9,3.0,3
455117,fastball,746786,2024-06-08,0.7,3.0,3
455117,fastball,746787,2024-06-09,0.0,4.0,4
455117,fastball,746788,2024-05-27,0.0,1.0,1
455117,fastball,746790,2024-05-29,0.0,2.0,2
455117,fastball,746794,2024-05-25,0.2,2.0,3
455117,fastball,746799,2024-05-14,0.0,2.0,2
455117,fastball,746803,2024-04-27,0.7,3.0,3
455117,fastball,746806,2024-04-30,0.9,2.0,2
455117,fastball,746807,2024-04-17,0.0,1.0,1
455117,fastball,746808,2024-04-26,2.9,4.0,4
455117,fastball,746811,2024-04-13,0.0,3.0,3
455117,fastball,746812,2024-04-12,0.0,2.0,2
455117,fastball,746813,2024-04-15,0.0,2.0,2
455117,fastball,746814,2024-04-02,0.0,3.0,3
455117,fastball,746816,2024-06-27,0.0,3.0,3
455117,fastball,746817,2024-04-01,0.0,3.0,3
455117,fastball,746818,2024-03-30,0.7,2.0,2
455117,fastball,746821,2024-03-28,0.0,2.0,2
455117,fastball,746872,2024-06-04,0.0,1.0,1
455117,fastball,747187,2024-06-15,1.45,1.0,2
