precision,recall,threshold
0.5345,0.0845,0.4911
0.5439,0.0845,0.4915
0.5357,0.0817,0.4922
0.5455,0.0817,0.4933
0.537,0.079,0.4934
0.5472,0.079,0.4935
0.5385,0.0763,0.4939
0.5294,0.0736,0.4945
0.54,0.0736,0.4946
0.551,0.0736,0.4954
0.5417,0.0708,0.4958
0.5532,0.0708,0.4962
0.5435,0.0681,0.4963
0.5333,0.0654,0.4974
0.5227,0.0627,0.4975
0.5116,0.0599,0.4977
0.5,0.0572,0.4979
0.4878,0.0545,0.498
0.475,0.0518,0.498
0.4872,0.0518,0.4984
0.5,0.0518,0.4986
0.5135,0.0518,0.4992
0.5,0.049,0.4994
0.5143,0.049,0.4996
0.5,0.0463,0.4997
0.5152,0.0463,0.5
0.5,0.0436,0.5002
0.5161,0.0436,0.5018
0.5333,0.0436,0.5024
0.5517,0.0436,0.5025
0.5714,0.0436,0.5025
0.5556,0.0409,0.503
0.5385,0.0381,0.5032
0.56,0.0381,0.5038
0.5833,0.0381,0.5046
0.6087,0.0381,0.5046
0.5909,0.0354,0.5053
0.5714,0.0327,0.5062
0.6,0.0327,0.5075
0.5789,0.03,0.5077
0.5556,0.0272,0.5088
0.5294,0.0245,0.5093
0.5625,0.0245,0.5094
0.6,0.0245,0.51
0.6429,0.0245,0.5116
0.6923,0.0245,0.5116
0.6667,0.0218,0.5144
0.6364,0.0191,0.5158
0.6,0.0163,0.5167
0.6667,0.0163,0.5172
0.75,0.0163,0.5197
0.7143,0.0136,0.5201
0.6667,0.0109,0.5203
0.6,0.0082,0.521
0.75,0.0082,0.5244
0.6667,0.0054,0.5275
0.5,0.0027,0.5289
1.0,0.0027,0.5496
