fpr,tpr,threshold
0.3848,0.455,0.4566
0.3848,0.4578,0.4566
0.387,0.4578,0.4566
0.387,0.4605,0.4564
0.3893,0.4605,0.4564
0.3893,0.4632,0.4562
0.3915,0.4632,0.4557
0.3915,0.4659,0.4555
0.3937,0.4659,0.4555
0.3937,0.4687,0.4554
0.396,0.4687,0.4554
0.396,0.4714,0.4553
0.4004,0.4714,0.4552
0.4004,0.4741,0.4551
0.4027,0.4741,0.4551
0.4027,0.4768,0.4551
0.4072,0.4768,0.4546
0.4072,0.4796,0.4545
0.4094,0.4796,0.4545
0.4094,0.4877,0.4535
0.4116,0.4877,0.4535
0.4116,0.4932,0.4533
0.4139,0.4932,0.4529
0.4139,0.4959,0.4527
0.4183,0.4959,0.4526
0.4183,0.5041,0.4518
0.4206,0.5041,0.4517
0.4206,0.5068,0.4514
0.4228,0.5068,0.4512
0.4228,0.515,0.451
0.4251,0.515,0.4507
0.4251,0.5204,0.4505
0.434,0.5204,0.45
0.434,0.5232,0.4499
0.4362,0.5232,0.4499
0.4362,0.5313,0.4496
0.4407,0.5313,0.4492
0.4407,0.545,0.448
0.443,0.545,0.448
0.443,0.5559,0.4469
0.4541,0.5559,0.446
0.4541,0.5613,0.4457
0.4609,0.5613,0.4446
0.4609,0.564,0.4444
0.4765,0.564,0.4433
0.4765,0.5668,0.4433
0.4855,0.5668,0.4419
0.4855,0.5749,0.4416
0.4877,0.5749,0.4413
0.4877,0.5777,0.4412
0.4899,0.5777,0.4412
0.4899,0.5804,0.4411
0.4922,0.5804,0.4407
0.4922,0.5831,0.4397
0.5034,0.5831,0.4391
0.5034,0.5858,0.4388
0.5056,0.5858,0.4388
0.5056,0.5886,0.4387
0.5101,0.5886,0.4384
0.5101,0.5913,0.4382
0.519,0.5913,0.4378
0.519,0.594,0.4378
0.5347,0.594,0.437
0.5347,0.5967,0.437
0.5369,0.5967,0.4368
0.5369,0.6022,0.4366
0.5414,0.6022,0.4363
0.5414,0.6049,0.4363
0.5481,0.6049,0.4361
0.5481,0.6131,0.4353
0.5548,0.6131,0.4347
0.5548,0.6267,0.4332
0.557,0.6267,0.4326
0.557,0.6349,0.4321
0.5593,0.6349,0.432
0.5593,0.6376,0.4319
0.5638,0.6376,0.4311
0.5638,0.654,0.4299
0.566,0.654,0.4298
0.566,0.6594,0.4296
0.5682,0.6594,0.4296
0.5682,0.6703,0.4291
0.5705,0.6703,0.4289
0.5705,0.6785,0.4283
0.5749,0.6785,0.4282
0.5749,0.6812,0.4279
0.5772,0.6812,0.4274
0.5772,0.6839,0.427
0.5817,0.6839,0.4269
0.5817,0.6866,0.4262
0.5861,0.6866,0.4257
0.5861,0.6894,0.4257
0.5906,0.6894,0.4253
0.5906,0.6921,0.4252
0.5928,0.6921,0.425
0.5928,0.6948,0.4248
0.5996,0.6948,0.4245
0.5996,0.7003,0.4241
0.604,0.7003,0.424
0.604,0.703,0.4236
0.6085,0.703,0.4232
0.6085,0.7057,0.4231
0.613,0.7057,0.423
0.613,0.7084,0.423
0.6219,0.7084,0.4222
0.6219,0.7112,0.422
0.6443,0.7112,0.4201
0.6443,0.7139,0.4192
0.6488,0.7139,0.4189
0.6488,0.7166,0.4186
0.651,0.7166,0.4183
0.651,0.7193,0.4176
0.6622,0.7193,0.417
0.6622,0.7221,0.4169
0.6689,0.7221,0.4165
0.6689,0.7248,0.4164
0.6801,0.7248,0.415
0.6801,0.733,0.4137
0.6823,0.733,0.4133
0.6823,0.7384,0.4117
0.6846,0.7384,0.4117
0.6846,0.7493,0.4104
0.6913,0.7493,0.4102
0.6913,0.752,0.4101
0.6957,0.752,0.4099
0.6957,0.7548,0.4097
0.698,0.7548,0.4096
0.698,0.7575,0.4093
0.7002,0.7575,0.4092
0.7002,0.7657,0.4089
0.7047,0.7657,0.4086
0.7047,0.7711,0.4078
0.7069,0.7711,0.4076
0.7069,0.7766,0.4069
0.7092,0.7766,0.4066
0.7092,0.7793,0.4063
0.7136,0.7793,0.4058
0.7136,0.782,0.4058
0.7226,0.782,0.4048
0.7226,0.7847,0.4042
0.7427,0.7847,0.4023
0.7427,0.7875,0.402
0.745,0.7875,0.4011
0.745,0.7929,0.4008
0.7494,0.7929,0.4006
0.7494,0.8038,0.3996
0.7562,0.8038,0.3985
0.7562,0.8065,0.3981
0.7673,0.8065,0.3955
0.7673,0.8174,0.3941
0.7696,0.8174,0.3937
0.7696,0.8202,0.3936
0.7763,0.8202,0.393
0.7763,0.8229,0.393
0.783,0.8229,0.3917
0.783,0.8283,0.3915
0.7875,0.8283,0.3914
0.7875,0.8311,0.3911
0.7919,0.8311,0.3909
0.7919,0.8365,0.3895
0.7964,0.8365,0.388
0.7964,0.8392,0.388
0.8076,0.8392,0.3865
0.8076,0.842,0.3863
0.8098,0.842,0.3863
0.8098,0.8447,0.3863
0.8121,0.8447,0.3862
0.8121,0.8474,0.386
0.8166,0.8474,0.3856
0.8166,0.8583,0.3843
0.8345,0.8583,0.3805
0.8345,0.861,0.3805
0.8367,0.861,0.3803
0.8367,0.8638,0.3796
0.8412,0.8638,0.3784
0.8412,0.8747,0.3763
0.8434,0.8747,0.3759
0.8434,0.8774,0.3759
0.8501,0.8774,0.3752
0.8501,0.8801,0.3741
0.8523,0.8801,0.3733
0.8523,0.8828,0.3731
0.8635,0.8828,0.3719
0.8635,0.8856,0.3716
0.8725,0.8856,0.3698
0.8725,0.8883,0.3693
0.877,0.8883,0.3683
0.877,0.891,0.3682
0.8859,0.891,0.3667
0.8859,0.8937,0.3659
0.8881,0.8937,0.3655
0.8881,0.9019,0.3644
0.8949,0.9019,0.3637
0.8949,0.9128,0.3621
0.9016,0.9128,0.3608
0.9016,0.9183,0.3601
0.9083,0.9183,0.3579
0.9083,0.9237,0.3564
0.915,0.9237,0.355
0.915,0.9292,0.3546
0.9172,0.9292,0.3533
0.9172,0.9319,0.352
0.9195,0.9319,0.3517
0.9195,0.9346,0.3504
0.9217,0.9346,0.348
0.9217,0.9373,0.3475
0.9351,0.9373,0.3435
0.9351,0.9401,0.3435
0.9418,0.9401,0.3426
0.9418,0.9455,0.3401
0.9441,0.9455,0.3397
0.9441,0.9537,0.3382
0.9508,0.9537,0.3378
0.9508,0.9591,0.3376
0.9553,0.9591,0.3361
0.9553,0.9619,0.3361
0.9575,0.9619,0.3361
0.9575,0.9646,0.3359
0.9597,0.9646,0.3349
0.9597,0.9673,0.3331
0.962,0.9673,0.3329
0.962,0.9728,0.3314
0.9687,0.9728,0.3271
0.9687,0.9782,0.3217
0.9732,0.9782,0.3212
0.9732,0.9809,0.3211
0.9754,0.9809,0.3193
0.9754,0.9837,0.3163
0.9843,0.9837,0.3093
0.9843,0.9864,0.3093
0.9888,0.9864,0.3079
0.9888,0.9891,0.3045
0.9911,0.9891,0.3042
0.9911,0.9946,0.2999
0.9955,0.9946,0.287
0.9955,0.9973,0.2829
0.9978,0.9973,0.2815
0.9978,1.0,0.2787
1.0,1.0,0.2389
