precision,recall,threshold
0.4509,1.0,0.2389
0.4514,1.0,0.2787
0.4507,0.9973,0.2815
0.4513,0.9973,0.2829
0.4506,0.9946,0.287
0.4512,0.9946,0.299
0.4517,0.9946,0.2999
0.4511,0.9918,0.3022
0.4504,0.9891,0.3042
0.4509,0.9891,0.3045
0.4502,0.9864,0.3079
0.4508,0.9864,0.3087
0.4514,0.9864,0.3093
0.4507,0.9837,0.3093
0.4512,0.9837,0.3126
0.4518,0.9837,0.315
0.4524,0.9837,0.3163
0.4529,0.9837,0.3163
0.4523,0.9809,0.3193
0.4528,0.9809,0.3211
0.4521,0.9782,0.3212
0.4527,0.9782,0.3214
0.4533,0.9782,0.3217
0.4526,0.9755,0.3265
0.4519,0.9728,0.3271
0.4525,0.9728,0.3276
0.453,0.9728,0.3284
0.4536,0.9728,0.3314
0.4529,0.97,0.3326
0.4522,0.9673,0.3329
0.4528,0.9673,0.3331
0.4521,0.9646,0.3349
0.4527,0.9646,0.3359
0.452,0.9619,0.3361
0.4526,0.9619,0.3361
0.4519,0.9591,0.3361
0.4524,0.9591,0.3371
0.453,0.9591,0.3376
0.4523,0.9564,0.3378
0.4516,0.9537,0.3378
0.4522,0.9537,0.3379
0.4528,0.9537,0.3381
0.4534,0.9537,0.3382
0.4527,0.951,0.3391
0.4519,0.9482,0.3391
0.4512,0.9455,0.3397
0.4518,0.9455,0.3401
0.4511,0.9428,0.3416
0.4504,0.9401,0.3426
0.451,0.9401,0.3426
0.4516,0.9401,0.3433
0.4522,0.9401,0.3435
0.4514,0.9373,0.3435
0.452,0.9373,0.3439
0.4526,0.9373,0.3458
0.4532,0.9373,0.3462
0.4538,0.9373,0.3469
0.4544,0.9373,0.347
0.455,0.9373,0.3475
0.4543,0.9346,0.348
0.4549,0.9346,0.3504
0.4542,0.9319,0.3517
0.4548,0.9319,0.352
0.4541,0.9292,0.3533
0.4547,0.9292,0.3546
0.4539,0.9264,0.3548
0.4532,0.9237,0.355
0.4538,0.9237,0.3559
